Time [s]	163.05 NAIO-03 ch1 torq.(P:00A305h)	
0.000	-23.102	
0.001	-23.326	
0.002	-22.913	
0.003	-22.091	
0.004	-21.348	
0.005	 -20.88	
0.006	 -20.65	
0.007	-20.555	
0.008	 -20.49	
0.009	-20.399	
0.010	-20.291	
0.011	-20.794	
0.012	-21.733	
0.013	-22.631	
0.014	-23.231	
0.015	-23.446	
0.016	-23.465	
0.017	-23.488	
0.018	-23.456	
0.019	-22.796	
0.020	-21.874	
0.021	-21.016	
0.022	-20.486	
0.023	-20.316	
0.024	-20.318	
0.025	-20.286	
0.026	-20.105	
0.027	-20.061	
0.028	-20.814	
0.029	-21.892	
0.030	-22.839	
0.031	 -23.39	
0.032	-23.507	
0.033	-23.474	
0.034	-23.556	
0.035	 -23.44	
0.036	-22.801	
0.037	-21.965	
0.038	-21.115	
0.039	-20.485	
0.040	-20.268	
0.041	-20.321	
0.042	-20.458	
0.043	-20.485	
0.044	-20.636	
0.045	 -21.35	
0.046	-22.335	
0.047	-23.293	
0.048	-24.008	
0.049	-24.336	
0.050	-24.325	
0.051	-24.278	
0.052	-23.915	
0.053	-23.282	
0.054	-22.674	
0.055	-22.045	
0.056	 -21.43	
0.057	-20.972	
0.058	-20.769	
0.059	-20.815	
0.060	-20.952	
0.061	-21.497	
0.062	-22.281	
0.063	-22.976	
0.064	-23.676	
0.065	-24.361	
0.066	-24.902	
0.067	-25.179	
0.068	-25.092	
0.069	-24.313	
0.070	-23.322	
0.071	-22.592	
0.072	-22.185	
0.073	-21.907	
0.074	-21.553	
0.075	-21.215	
0.076	-20.989	
0.077	-20.995	
0.078	-21.691	
0.079	 -22.71	
0.080	-23.519	
0.081	-24.013	
0.082	-24.418	
0.083	-24.841	
0.084	-25.212	
0.085	-25.434	
0.086	-24.889	
0.087	-23.955	
0.088	-23.231	
0.089	-22.857	
0.090	-22.754	
0.091	-22.743	
0.092	-22.631	
0.093	-22.405	
0.094	-22.285	
0.095	-22.941	
0.096	-24.013	
0.097	-24.924	
0.098	-25.393	
0.099	 -25.54	
0.100	-25.551	
0.101	 -25.62	
0.102	 -25.59	
0.103	-24.875	
0.104	-23.865	
0.105	-22.917	
0.106	-22.325	
0.107	-22.137	
0.108	-22.143	
0.109	-22.122	
0.110	-21.915	
0.111	-21.774	
0.112	-22.402	
0.113	-23.395	
0.114	-24.309	
0.115	-24.874	
0.116	-25.008	
0.117	-24.938	
0.118	-24.903	
0.119	-24.706	
0.120	-24.002	
0.121	-23.168	
0.122	-22.368	
0.123	-21.737	
0.124	-21.352	
0.125	-21.269	
0.126	-21.366	
0.127	-21.485	
0.128	-21.728	
0.129	-22.446	
0.130	-23.272	
0.131	-24.038	
0.132	-24.685	
0.133	-25.143	
0.134	-25.354	
0.135	-25.332	
0.136	-24.926	
0.137	-24.039	
0.138	-23.275	
0.139	-23.275	
0.140	-22.178	
0.141	-22.178	
0.142	-21.182	
0.143	-21.182	
0.144	-21.578	
0.145	-21.578	
0.146	-23.417	
0.147	-23.417	
0.148	 -24.55	
0.149	 -24.55	
0.150	-25.187	
0.151	-25.187	
0.152	-24.991	
0.153	-24.991	
0.154	-23.028	
0.155	-23.028	
0.156	-21.892	
0.157	-21.892	
0.158	-21.389	
0.159	-21.389	
0.160	-20.901	
0.161	-20.901	
0.162	 -22.13	
0.163	 -22.13	
0.164	-23.024	
0.165	-23.999	
0.166	-23.999	
0.167	-24.457	
0.168	-24.457	
0.169	-24.641	
0.170	-24.192	
0.171	-23.324	
0.172	 -22.51	
0.173	-21.958	
0.174	-21.626	
0.175	-21.458	
0.176	-21.375	
0.177	-21.345	
0.178	-21.351	
0.179	-21.833	
0.180	-22.597	
0.181	-23.312	
0.182	-23.872	
