0,494.184
77.5,0.00349641
155,0.0649922
232.5,0.00343388
310,0.0286073
387.5,0.00146802
465,0.0096142
542.5,0.00246278
620,0.0303964
697.5,0.00127848
775,0.00209439
852.5,0.000754991
930,18.4833
1007.5,0.00068969
1085,0.000872363
1162.5,0.00057414
1240,0.0625354
1317.5,0.000658891
1395,0.00118461
1472.5,0.000174371
1550,0.0456314
1627.5,0.000294927
1705,0.000650317
1782.5,0.000256598
1860,3.81939
1937.5,0.000243941
2015,0.000778253
2092.5,0.00023112
2170,0.0195207
2247.5,0.000175581
2325,0.000362855
2402.5,0.000265345
2480,0.0230307
2557.5,0.000218319
2635,0.000104316
2712.5,0.000184422
2790,2.56602
2867.5,0.000166934
2945,0.00023342
3022.5,0.000138612
3100,0.0234734
3177.5,2.98E-05
3255,0.000798105
3332.5,0.000314843
3410,0.0152878
3487.5,0.000216749
3565,0.000406813
3642.5,0.000187202
3720,5.9584
3797.5,0.000159489
3875,0.000304696
3952.5,0.00016863
4030,0.00867003
4107.5,0.000171619
4185,0.000194445
4262.5,0.000118748
4340,0.0118029
4417.5,0.000125088
4495,0.000224073
4572.5,0.000128474
4650,0.331843
4727.5,0.000121223
4805,0.000191213
4882.5,0.000116998
4960,0.0120299
5037.5,0.000105777
5115,0.00011271
5192.5,0.000122604
5270,0.00714042
5347.5,0.000113576
5425,7.37E-05
5502.5,0.00010701
5580,0.0750582
5657.5,0.000104361
5735,0.000101563
5812.5,0.000102091
5890,0.00966863
5967.5,0.000100119
6045,9.79E-05
6122.5,9.41E-05
6200,0.00900528
6277.5,9.26E-05
6355,9.02E-05
6432.5,9.22E-05
6510,0.11856
6587.5,9.05E-05
6665,6.40E-05
6742.5,8.81E-05
6820,0.00123247
6897.5,9.16E-05
6975,0.000104583
7052.5,7.58E-05
7130,0.00261807
7207.5,7.78E-05
7285,0.000118755
7362.5,8.08E-05
7440,1.00687
7517.5,7.52E-05
7595,8.91E-05
7672.5,7.06E-05
7750,0.0029388
7827.5,6.83E-05
7905,8.36E-05
7982.5,7.57E-05
8060,0.00158244
8137.5,7.18E-05
8215,6.40E-05
8292.5,6.97E-05
8370,0.0721997
8447.5,6.85E-05
8525,5.94E-05
8602.5,6.77E-05
8680,0.000419654
8757.5,6.66E-05
8835,6.60E-05
8912.5,6.44E-05
8990,0.00133891
9067.5,6.34E-05
9145,6.45E-05
9222.5,6.29E-05
9300,0.00454563
9377.5,6.17E-05
9455,6.30E-05
9532.5,6.04E-05
9610,0.00115397
9687.5,5.96E-05
9765,6.40E-05
9842.5,5.89E-05
9920,0.000547912
9997.5,5.77E-05
10075,5.56E-05
10152.5,5.72E-05
10230,0.00669598
10307.5,5.63E-05
10385,5.58E-05
10462.5,5.54E-05
10540,0.00137872
10617.5,5.47E-05
10695,5.31E-05
10772.5,5.35E-05
10850,0.000700662
10927.5,5.31E-05
11005,5.17E-05
11082.5,5.19E-05
11160,0.027553
11237.5,5.12E-05
11315,4.96E-05
11392.5,5.14E-05
11470,0.000192096
11547.5,5.07E-05
11625,4.78E-05
11702.5,4.92E-05
11780,0.000207578
11857.5,4.87E-05
11935,4.90E-05
12012.5,4.83E-05
12090,0.00734939
12167.5,4.76E-05
12245,4.56E-05
12322.5,4.72E-05
12400,0.00192095
12477.5,4.67E-05
12555,4.65E-05
12632.5,4.59E-05
12710,0.000262056
12787.5,4.56E-05
12865,4.52E-05
12942.5,4.50E-05
13020,0.000618454
13097.5,4.45E-05
13175,4.46E-05
13252.5,4.40E-05
13330,0.000530484
13407.5,4.32E-05
13485,4.30E-05
13562.5,4.30E-05
13640,9.05E-05
13717.5,4.26E-05
13795,4.24E-05
13872.5,4.19E-05
13950,0.00241955
14027.5,4.14E-05
14105,4.12E-05
14182.5,4.10E-05
14260,0.00480594
14337.5,4.10E-05
14415,4.02E-05
14492.5,4.02E-05
14570,2.06E-05
14647.5,3.99E-05
14725,4.07E-05
14802.5,3.95E-05
14880,0.00445861
14957.5,3.92E-05
15035,3.89E-05
15112.5,3.89E-05
15190,0.000175735
15267.5,3.83E-05
15345,3.86E-05
15422.5,3.81E-05
15500,5.99E-05
15577.5,3.76E-05
15655,3.72E-05
15732.5,3.72E-05
15810,0.000737119
15887.5,3.71E-05
15965,3.67E-05
16042.5,3.65E-05
16120,8.07E-05
16197.5,3.63E-05
16275,3.59E-05
16352.5,3.59E-05
16430,1.97E-05
16507.5,3.56E-05
16585,3.57E-05
16662.5,3.53E-05
16740,0.000905877
16817.5,3.48E-05
16895,3.49E-05
16972.5,3.47E-05
17050,7.64E-05
17127.5,3.43E-05
17205,3.43E-05
17282.5,3.40E-05
17360,0.000298575
17437.5,3.37E-05
17515,3.38E-05
17592.5,3.35E-05
17670,4.65E-05
17747.5,3.34E-05
17825,3.29E-05
17902.5,3.28E-05
17980,0.000549511
18057.5,3.27E-05
18135,3.26E-05
18212.5,3.24E-05
18290,9.23E-05
18367.5,3.22E-05
18445,3.25E-05
18522.5,3.19E-05
18600,0.00185304
18677.5,3.17E-05
18755,3.17E-05
18832.5,3.12E-05
18910,4.66E-05
18987.5,3.13E-05
19065,3.14E-05
19142.5,3.10E-05
19220,8.98E-05
19297.5,3.07E-05
19375,3.07E-05
19452.5,3.07E-05
19530,7.09E-05
19607.5,3.05E-05
19685,3.01E-05
19762.5,2.99E-05
19840,8.01E-05
19917.5,2.98E-05
19995,2.97E-05
20072.5,2.94E-05
20150,1.94E-05
20227.5,2.94E-05
20305,2.94E-05
20382.5,2.92E-05
20460,0.00121703
20537.5,2.92E-05
20615,2.89E-05
