Time [s]	gt_FA2TC_data.n_meas(W:0000E914h)
3.924	0.0297714
3.925	0.0299385
3.926	0.0296141
3.927	0.0293548
3.928	0.0294741
3.929	0.0300682
3.93	0.0304582
3.931	0.030514
3.932	0.030259
3.933	0.0302471
3.934	0.0305203
3.935	0.0307086
3.936	0.0306084
3.937	0.0303268
3.938	0.0301047
3.939	0.0301441
3.94	0.0303963
3.941	0.0305164
3.942	0.0302841
3.943	0.0298569
3.944	0.0298162
3.945	0.029943
3.946	0.0301329
3.947	0.0301329
3.948	0.0299368
3.949	0.0296631
3.95	0.0296896
3.951	0.0296896
3.952	0.0301315
3.953	0.0301788
3.954	0.030209
3.955	0.0301653
3.956	0.0305033
3.957	0.0309391
3.958	0.0310784
3.959	0.0309399
3.96	0.0308468
3.961	0.0310557
3.962	0.0312924
3.963	0.0312188
3.964	0.0308719
3.965	0.0307028
3.966	0.0306726
3.967	0.0308775
3.968	0.0309585
3.969	0.030713
3.97	0.0303501
3.971	0.0300525
3.972	0.0302485
3.973	0.0305017
3.974	0.0303323
3.975	0.0297835
3.976	0.0295176
3.977	0.0295735
3.978	0.0299576
3.979	0.0301337
3.98	0.0298826
3.981	0.029475
3.982	0.0295289
3.983	0.0300509
3.984	0.0300509
3.985	0.0304703
3.986	0.0302177
3.987	0.0300499
3.988	0.0303858
3.989	0.0308879
3.99	0.0310699
3.991	0.0309354
3.992	0.0306308
3.993	0.0307152
3.994	0.0310489
3.995	0.0313584
3.996	0.0311861
3.997	0.0307076
3.998	0.0304351
3.999	0.0306653
4	0.0310173
4.001	0.0309474
4.002	0.0305077
4.003	0.0300231
4.004	0.029851
4.005	0.0300684
4.006	0.0302786
4.007	0.0301126
4.008	0.0297568
4.009	0.0296315
4.01	0.0297951
4.011	0.0302127
4.012	0.0304512
4.013	0.0303661
4.014	0.0301172
4.015	0.0300493
4.016	0.0307594
4.017	0.0309472
4.018	0.0309472
4.019	0.0303564
4.02	0.0298803
4.021	0.0299635
4.022	0.0299635
4.023	0.0303929
4.024	0.0303929
4.025	0.0294797
4.026	0.0294797
4.027	0.0297689
4.028	0.0297689
4.029	0.0296752
4.03	0.0296752
4.031	0.0289724
4.032	0.0289724
4.033	0.029787
4.034	0.029787
4.035	0.0297477
4.036	0.0295502
4.037	0.0295502
4.038	0.0302159
4.039	0.030718
4.04	0.030718
4.041	0.0306626
4.042	0.0306626
4.043	0.0306005
4.044	0.0306005
4.045	0.0308862
4.046	0.0305306
4.047	0.0303273
4.048	0.0301359
4.049	0.0303355
4.05	0.03063
4.051	0.0303929
4.052	0.029887
4.053	0.0295812
4.054	0.0297585
4.055	0.0298569
4.056	0.0298681
4.057	0.0295494
4.058	0.0289463
4.059	0.0289657
4.06	0.0293317
4.061	0.0294977
4.062	0.0292053
4.063	0.0288512
4.064	0.0289186
4.065	0.0291964
4.066	0.0296378
4.067	0.0297125
4.068	0.0293884
4.069	0.0292601
4.07	0.0295971
4.071	0.030094
4.072	0.0300926
4.073	0.0300977
4.074	0.0299593
4.075	0.0300949
4.076	0.0304139
4.077	0.0307537
4.078	0.0304939
4.079	0.0300515
4.08	0.0300905
4.081	0.0303952
4.082	0.0305911
4.083	0.030219
4.084	0.0296217
4.085	0.0292168
4.086	0.0294701
4.087	0.0298873
4.088	0.0297808
4.089	0.029133
4.09	0.0288278
4.091	0.0288895
4.092	0.0293974
4.093	0.0298658
4.094	0.0299381
4.095	0.0294925
4.096	0.0292413
4.097	0.029694
4.098	0.0303869
4.099	0.0308815
4.1	0.0305193
4.101	0.0297873
4.102	0.0291805
4.103	0.0295461
4.104	0.030371
4.105	0.0305026
4.106	0.0301366
4.107	0.0293225
4.108	0.0287666
4.109	0.0289126
4.11	0.0293885
4.111	0.0296276
4.112	0.029059
4.113	0.0283051
4.114	0.0280742
4.115	0.0284205
4.116	0.0290267
4.117	0.0291966
4.118	0.0288824
4.119	0.0284922
4.12	0.0285563
4.121	0.0294073
4.122	0.0300096
4.123	0.0302256
4.124	0.0301138
4.125	0.0299947
4.126	0.0302597
4.127	0.0306398
4.128	0.0308572
4.129	0.0305673
4.13	0.0303243
4.131	0.0302927
4.132	0.0306205
4.133	0.0307694
4.134	0.0307176
4.135	0.0303751
4.136	0.0300479
4.137	0.0298641
4.138	0.0303152
4.139	0.0300083
4.14	0.0296101
4.141	0.0294178
4.142	0.0294178
4.143	0.0294925
4.144	0.029386
4.145	0.0296187
4.146	0.0295096
4.147	0.0294084
4.148	0.0294084
4.149	0.0292922
4.15	0.0294494
4.151	0.0297722
4.152	0.0299427
4.153	0.0298189
4.154	0.0295783
4.155	0.0298277
4.156	0.0303033
4.157	0.0304895
4.158	0.0304193
4.159	0.0301998
4.16	0.0299788
4.161	0.0302631
4.162	0.0302631
4.163	0.0306663
4.164	0.0300531
4.165	0.0299197
4.166	0.0300465
4.167	0.0300465
4.168	0.0304377
4.169	0.0302753
4.17	0.0296198
4.171	0.0293289
4.172	0.0296827
4.173	0.0302382
4.174	0.0303381
4.175	0.0300629
4.176	0.0298259
4.177	0.0296582
4.178	0.0304372
4.179	0.0311318
4.18	0.0313413
4.181	0.0309982
4.182	0.0306336
4.183	0.0309496
4.184	0.0309496
4.185	0.0317854
4.186	0.0314187
4.187	0.0307647
4.188	0.0304192
4.189	0.03057
4.19	0.0310393
4.191	0.031034
4.192	0.031034
4.193	0.0300977
4.194	0.0298174
4.195	0.0300338
4.196	0.0304058
4.197	0.0303625
4.198	0.0298803
4.199	0.0294522
4.2	0.0294522
4.201	0.0299939
4.202	0.0304651
4.203	0.0304445
4.204	0.0300765
4.205	0.030032
4.206	0.0306865
4.207	0.0306865
4.208	0.031338
4.209	0.031338
4.21	0.0306265
4.211	0.0306265
4.212	0.031122
4.213	0.031122
4.214	0.0311329
4.215	0.0311329
4.216	0.0307126
4.217	0.0309573
4.218	0.0309573
4.219	0.0309556
4.22	0.0309556
4.221	0.0303804
4.222	0.0303804
4.223	0.0308245
4.224	0.0308245
4.225	0.0300145
4.226	0.0300145
4.227	0.0301531
4.228	0.0301531
4.229	0.0307174
4.23	0.0301994
4.231	0.0298542
4.232	0.029958
4.233	0.0304952
4.234	0.0308824
4.235	0.030915
4.236	0.0305485
4.237	0.0304118
4.238	0.0306952
4.239	0.0306952
4.24	0.0310481
4.241	0.0307131
4.242	0.0304049
4.243	0.0302873
4.244	0.0304742
4.245	0.0306339
4.246	0.0304493
4.247	0.0300395
4.248	0.0300395
4.249	0.0299027
4.25	0.0301972
4.251	0.0301797
4.252	0.029655
4.253	0.0293449
4.254	0.0294329
4.255	0.0297574
4.256	0.0298972
4.257	0.0297182
4.258	0.0294148
4.259	0.0294148
4.26	0.0301481
4.261	0.0305195
4.262	0.0302333
4.263	0.029989
4.264	0.0302276
4.265	0.0307814
4.266	0.0311736
4.267	0.0309445
4.268	0.0303917
4.269	0.0301062
4.27	0.030382
4.271	0.0309043
4.272	0.0311154
4.273	0.0306164
4.274	0.0299982
4.275	0.029682
4.276	0.0299463
4.277	0.030374
4.278	0.0302018
4.279	0.0296851
4.28	0.0290197
4.281	0.0290197
4.282	0.029692
4.283	0.0301239
4.284	0.0301239
4.285	0.0294723
4.286	0.0292362
4.287	0.0296542
4.288	0.0303966
4.289	0.0308991
4.29	0.0306359
4.291	0.0296387
4.292	0.0296387
4.293	0.0304702
4.294	0.0304702
4.295	0.030379
4.296	0.030379
4.297	0.0292814
4.298	0.0292814
4.299	0.0301715
4.3	0.0302015
4.301	0.0297062
4.302	0.0297062
4.303	0.0289578
4.304	0.0293999
4.305	0.0297836
4.306	0.0296704
4.307	0.0296704
4.308	0.0285494
4.309	0.0285494
4.31	0.029274
4.311	0.029274
4.312	0.029347
4.313	0.029347
4.314	0.0288578
4.315	0.0293321
4.316	0.0293321
4.317	0.0302519
4.318	0.0298188
4.319	0.0295305
4.32	0.0297371
4.321	0.0302474
4.322	0.0307416
4.323	0.0307416
4.324	0.030091
4.325	0.0297897
4.326	0.0300474
4.327	0.0303965
4.328	0.03035
4.329	0.0299923
4.33	0.0293777
4.331	0.0293771
4.332	0.0296115
4.333	0.0297829
4.334	0.0294092
4.335	0.028798
4.336	0.0285513
4.337	0.0284579
4.338	0.0286923
4.339	0.0287938
4.34	0.0285053
4.341	0.0281885
4.342	0.0282246
4.343	0.0288938
4.344	0.0293908
4.345	0.0295759
4.346	0.0294165
4.347	0.0293214
4.348	0.0293214
4.349	0.0299418
4.35	0.0304867
4.351	0.0306622
4.352	0.0303372
4.353	0.0299505
4.354	0.0300605
4.355	0.0300605
4.356	0.0305499
4.357	0.0303027
4.358	0.0297213
4.359	0.0293466
4.36	0.0295157
4.361	0.0295157
4.362	0.029554
4.363	0.0286961
4.364	0.0283269
4.365	0.0284846
4.366	0.0287349
4.367	0.0289073
4.368	0.0286337
4.369	0.0283682
4.37	0.0285276
4.371	0.0291337
4.372	0.0295837
4.373	0.0297435
4.374	0.0297435
4.375	0.0296422
4.376	0.0296422
4.377	0.0301494
4.378	0.0301494
4.379	0.0298964
4.38	0.0298964
4.381	0.0296658
4.382	0.0298618
4.383	0.0298618
4.384	0.0298008
4.385	0.0296209
4.386	0.0292161
4.387	0.0292134
4.388	0.029332
4.389	0.0292465
4.39	0.0289281
4.391	0.0286112
4.392	0.0285971
4.393	0.0285971
4.394	0.0289562
4.395	0.0288049
4.396	0.0287543
4.397	0.0288347
4.398	0.0291623
4.399	0.0293541
4.4	0.0293741
4.401	0.0292643
4.402	0.0294194
4.403	0.0298993
4.404	0.0302015
4.405	0.0301944
4.406	0.0301079
4.407	0.0303019
4.408	0.0306115
4.409	0.0308709
4.41	0.0307286
4.411	0.0303094
4.412	0.0302705
4.413	0.0305193
4.414	0.030668
4.415	0.0305481
4.416	0.0302591
4.417	0.0299921
4.418	0.0301783
4.419	0.0303299
4.42	0.0300931
4.421	0.0296465
4.422	0.0293223
4.423	0.0294341
4.424	0.0298071
4.425	0.0297518
4.426	0.0297518
4.427	0.0293053
4.428	0.0294385
4.429	0.0298492
4.43	0.0303627
4.431	0.0303579
4.432	0.0302567
4.433	0.0301065
4.434	0.0304102
4.435	0.0308865
4.436	0.031077
4.437	0.0305118
4.438	0.0299991
4.439	0.030092
4.44	0.0308441
4.441	0.0308441
4.442	0.0304743
4.443	0.0304743
4.444	0.0297224
4.445	0.0302698
4.446	0.0302698
4.447	0.0305052
4.448	0.0301654
4.449	0.0296051
4.45	0.0296051
4.451	0.0301807
4.452	0.0305003
4.453	0.0304425
4.454	0.0301455
4.455	0.0301968
4.456	0.0308348
4.457	0.0308348
4.458	0.0313203
4.459	0.0313203
4.46	0.0308446
4.461	0.0308446
4.462	0.0313047
4.463	0.0311457
4.464	0.0308985
4.465	0.0307194
4.466	0.0307797
4.467	0.0307797
4.468	0.0307858
4.469	0.0305567
4.47	0.0303417
4.471	0.0301552
4.472	0.0301227
4.473	0.0300814
4.474	0.0299745
4.475	0.0297977
4.476	0.0296671
4.477	0.0295824
4.478	0.0297298
4.479	0.029847
4.48	0.0297676
4.481	0.0297509
4.482	0.029814
4.483	0.029814
4.484	0.0301162
4.485	0.0303813
4.486	0.030378
4.487	0.0304878
4.488	0.0305125
4.489	0.0308428
4.49	0.030884
4.491	0.0308672
4.492	0.030896
4.493	0.0309636
4.494	0.0310761
4.495	0.031154
4.496	0.0310243
4.497	0.030724
4.498	0.0306671
4.499	0.0306808
4.5	0.0306982
4.501	0.0305299
4.502	0.0302483
4.503	0.0301288
4.504	0.0301174
4.505	0.0301313
4.506	0.0299942
4.507	0.0294926
4.508	0.0294926
4.509	0.0300138
4.51	0.0300138
4.511	0.0303459
4.512	0.0299176
4.513	0.0299176
4.514	0.0302131
4.515	0.0302131
4.516	0.030663
4.517	0.030663
4.518	0.0302165
4.519	0.0298791
4.52	0.0300147
4.521	0.0303886
4.522	0.0303886
4.523	0.0297334
4.524	0.0297334
4.525	0.0294782
4.526	0.029825
4.527	0.029825
4.528	0.0297464
4.529	0.0297464
4.53	0.0288722
4.531	0.0288722
4.532	0.0297331
4.533	0.0296792
4.534	0.0296792
4.535	0.0294174
4.536	0.0297526
4.537	0.0297526
4.538	0.0306307
4.539	0.0306307
4.54	0.0303904
4.541	0.0303904
4.542	0.0305888
4.543	0.0309499
4.544	0.0307828
4.545	0.0304191
4.546	0.0301265
4.547	0.0303445
4.548	0.0303445
4.549	0.0306999
4.55	0.0305468
4.551	0.0299421
4.552	0.029747
4.553	0.029947
4.554	0.0301429
4.555	0.0296493
4.556	0.0293123
4.557	0.0292407
4.558	0.02916
4.559	0.02923
4.56	0.0292872
4.561	0.028867
4.562	0.028867
4.563	0.0290568
4.564	0.0292557
4.565	0.0292366
4.566	0.0292543
4.567	0.0292932
4.568	0.0294808
4.569	0.0295334
4.57	0.0298726
4.571	0.0300182
4.572	0.0297846
4.573	0.0298083
4.574	0.0298214
4.575	0.0301201
4.576	0.0304113
4.577	0.0304438
4.578	0.0301612
4.579	0.0299271
4.58	0.0301417
4.581	0.0302441
4.582	0.0301566
4.583	0.0296298
4.584	0.0296298
4.585	0.0294731
4.586	0.0297593
4.587	0.029838
4.588	0.0294258
4.589	0.0289342
4.59	0.0288257
4.591	0.0290666
4.592	0.0295914
4.593	0.0296538
4.594	0.0292611
4.595	0.0288548
4.596	0.0294805
4.597	0.0303283
4.598	0.0306735
4.599	0.030142
4.6	0.030142
4.601	0.0296623
4.602	0.02989
4.603	0.0304687
4.604	0.0306264
4.605	0.0301501
4.606	0.0296001
4.607	0.0293583
4.608	0.0294609
4.609	0.0297773
4.61	0.0297275
4.611	0.0291111
4.612	0.0283518
4.613	0.0282862
4.614	0.0287226
4.615	0.0290804
4.616	0.0287062
4.617	0.0287062
4.618	0.0281503
4.619	0.0284707
4.62	0.0291933
4.621	0.0296595
4.622	0.0296581
4.623	0.0294412
4.624	0.0298432
4.625	0.0298432
4.626	0.0309717
4.627	0.0309717
4.628	0.0301348
4.629	0.0301348
4.63	0.030402
4.631	0.030402
4.632	0.0311611
4.633	0.0311611
4.634	0.0299827
4.635	0.0299827
4.636	0.0302525
4.637	0.0302525
4.638	0.0303209
4.639	0.0297275
4.64	0.0291372
4.641	0.0292521
4.642	0.0296396
4.643	0.0296542
4.644	0.0293872
4.645	0.0293872
4.646	0.0289886
4.647	0.0293075
4.648	0.0293075
4.649	0.029897
4.65	0.0297761
4.651	0.0294061
4.652	0.0296283
4.653	0.0296283
4.654	0.0302212
4.655	0.0304165
4.656	0.0302514
4.657	0.0300021
4.658	0.0301842
4.659	0.0302746
4.66	0.0303851
4.661	0.0303517
4.662	0.0299453
4.663	0.0300823
4.664	0.0304815
4.665	0.0304403
4.666	0.0300006
4.667	0.0296657
4.668	0.0297619
4.669	0.0298561
4.67	0.0300205
4.671	0.0299673
4.672	0.0296425
4.673	0.0295153
4.674	0.0298844
4.675	0.0300571
4.676	0.029919
4.677	0.0300313
4.678	0.0302098
4.679	0.0307656
4.68	0.0311501
4.681	0.0311427
4.682	0.0307039
4.683	0.0307226
4.684	0.0312942
4.685	0.0315415
4.686	0.0312605
4.687	0.03088
4.688	0.0305729
4.689	0.0306987
4.69	0.0311336
4.691	0.0311344
4.692	0.0305597
4.693	0.0299847
4.694	0.029899
4.695	0.0302654
4.696	0.030461
4.697	0.0302975
4.698	0.0298106
4.699	0.0293891
4.7	0.0296471
4.701	0.0301802
4.702	0.0304938
4.703	0.0302847
4.704	0.0300656
4.705	0.0301962
4.706	0.030684
4.707	0.031236
4.708	0.0312662
4.709	0.0307532
4.71	0.0303594
4.711	0.0305949
4.712	0.0311502
4.713	0.0314147
4.714	0.0310699
4.715	0.0305248
4.716	0.0303538
4.717	0.0308768
4.718	0.0313422
4.719	0.0310854
4.72	0.0303897
4.721	0.030066
4.722	0.0303798
4.723	0.0308367
4.724	0.0309246
4.725	0.0304557
4.726	0.0297669
4.727	0.0297904
4.728	0.0297904
4.729	0.0303652
4.73	0.0308224
4.731	0.0307654
4.732	0.030254
4.733	0.0299766
4.734	0.0303251
4.735	0.0309047
4.736	0.0311784
4.737	0.0309306
4.738	0.0305147
4.739	0.0305436
4.74	0.0308358
4.741	0.0312014
4.742	0.0309888
4.743	0.0305329
4.744	0.0303428
4.745	0.030647
4.746	0.0309464
4.747	0.030857
4.748	0.0303959
4.749	0.0299428
4.75	0.0299943
4.751	0.0303897
4.752	0.0305651
4.753	0.0301942
4.754	0.029796
4.755	0.0296172
4.756	0.0298089
4.757	0.0300635
4.758	0.0299749
4.759	0.0295772
4.76	0.0295512
4.761	0.0301216
4.762	0.0305987
4.763	0.0307446
4.764	0.0305939
4.765	0.0307382
4.766	0.0309547
4.767	0.0308934
4.768	0.0307221
4.769	0.0306636
4.77	0.0307885
4.771	0.0307332
4.772	0.0306783
4.773	0.0303212
4.774	0.0301544
4.775	0.030267
4.776	0.0302336
4.777	0.0301416
4.778	0.0297523
4.779	0.0295102
4.78	0.029582
4.781	0.029794
4.782	0.030016
4.783	0.0297593
4.784	0.0294431
4.785	0.0293297
4.786	0.0297778
4.787	0.0303137
4.788	0.0304528
4.789	0.0302707
4.79	0.0298698
4.791	0.0298929
4.792	0.0303717
4.793	0.0305878
4.794	0.0303199
4.795	0.02985
4.796	0.029685
4.797	0.0298486
4.798	0.0301066
4.799	0.0301624
4.8	0.029854
4.801	0.0294229
4.802	0.0294466
4.803	0.0296706
4.804	0.029716
4.805	0.0293878
4.806	0.0290206
4.807	0.0288486
4.808	0.0291313
4.809	0.0293355
4.81	0.0291959
4.811	0.0290913
4.812	0.0290737
4.813	0.0293702
4.814	0.029559
4.815	0.0296447
4.816	0.0296307
4.817	0.0296981
4.818	0.0298163
4.819	0.0301074
4.82	0.0302103
4.821	0.0302325
4.822	0.0300685
4.823	0.0301748
4.824	0.0303714
4.825	0.0305638
4.826	0.030315
4.827	0.0299633
4.828	0.0297789
4.829	0.0298373
4.83	0.0301078
4.831	0.0299188
4.832	0.0294698
4.833	0.029039
4.834	0.0291287
4.835	0.0292518
4.836	0.0290771
4.837	0.0290771
4.838	0.0283315
4.839	0.0283315
4.84	0.0284841
4.841	0.0287833
4.842	0.0289939
4.843	0.0288062
4.844	0.0286249
4.845	0.0287915
4.846	0.0292258
4.847	0.0299883
4.848	0.0301362
4.849	0.0297812
4.85	0.0295628
4.851	0.0299263
4.852	0.0304259
4.853	0.0308089
4.854	0.0305166
4.855	0.0300578
4.856	0.0297649
4.857	0.029905
4.858	0.0301146
4.859	0.0301083
4.86	0.0297007
4.861	0.0291403
4.862	0.0288784
4.863	0.029001
4.864	0.0289057
4.865	0.0284858
4.866	0.0281624
4.867	0.0282189
4.868	0.028619
4.869	0.0290218
4.87	0.0290677
4.871	0.0289554
4.872	0.0290216
4.873	0.0293899
4.874	0.0300226
4.875	0.030253
4.876	0.0300817
4.877	0.0297197
4.878	0.0295829
4.879	0.0298211
4.88	0.0301892
4.881	0.030256
4.882	0.0296902
4.883	0.0290982
4.884	0.0290625
4.885	0.0294149
4.886	0.0296888
4.887	0.0295275
4.888	0.0290335
4.889	0.0285206
4.89	0.028357
4.891	0.0287018
4.892	0.0290001
4.893	0.0289354
4.894	0.0284646
4.895	0.0282732
4.896	0.0285773
4.897	0.0291263
4.898	0.0293222
4.899	0.0291614
4.9	0.0290074
4.901	0.0292461
4.902	0.0296467
4.903	0.029982
4.904	0.0300359
4.905	0.0297812
4.906	0.0298409
4.907	0.0302246
4.908	0.0306843
4.909	0.0307708
4.91	0.0303584
4.911	0.0300463
4.912	0.0301462
4.913	0.0304668
4.914	0.0305711
4.915	0.0303881
4.916	0.0299518
4.917	0.0299044
4.918	0.0299095
4.919	0.0300335
4.92	0.0299338
4.921	0.0296309
4.922	0.0294353
4.923	0.0295844
4.924	0.0297188
4.925	0.029833
4.926	0.0295277
4.927	0.0294844
4.928	0.0299612
4.929	0.0303573
4.93	0.0303373
4.931	0.0301596
4.932	0.0301591
4.933	0.0305814
4.934	0.0309514
4.935	0.0309466
4.936	0.0304841
4.937	0.0300995
4.938	0.0302612
4.939	0.0306894
4.94	0.0310251
4.941	0.0306512
4.942	0.0299724
4.943	0.0297499
4.944	0.030099
4.945	0.0305383
4.946	0.0304341
4.947	0.0298685
4.948	0.0298685
4.949	0.0293961
4.95	0.0297462
4.951	0.0303867
4.952	0.0305008
4.953	0.0303037
4.954	0.0303037
4.955	0.0299629
4.956	0.0302893
4.957	0.0310884
4.958	0.0314825
4.959	0.0311745
4.96	0.03081
4.961	0.0306612
4.962	0.0309567
4.963	0.0313753
4.964	0.0308693
4.965	0.0303828
4.966	0.0304348
4.967	0.0308471
4.968	0.0308471
4.969	0.0307876
4.97	0.0302293
4.971	0.0298915
4.972	0.0299355
4.973	0.0302707
4.974	0.0302297
4.975	0.0299713
4.976	0.0296928
4.977	0.0296355
4.978	0.0297921
4.979	0.0300121
4.98	0.0300879
4.981	0.0298775
4.982	0.0298324
4.983	0.0300563
4.984	0.0304348
4.985	0.0305896
4.986	0.0304475
4.987	0.0302403
4.988	0.0303567
4.989	0.0307101
4.99	0.0310628
4.991	0.0311694
4.992	0.0308351
4.993	0.0304137
4.994	0.0304077
4.995	0.0307741
4.996	0.0309467
4.997	0.0308371
4.998	0.0304375
4.999	0.030288
5	0.0303801
5.001	0.0306157
5.002	0.030457
5.003	0.0300397
5.004	0.0297647
5.005	0.02978
5.006	0.0299562
5.007	0.0301765
5.008	0.0300063
5.009	0.0296627
5.01	0.0295677
5.011	0.0300255
5.012	0.0305566
5.013	0.0306016
5.014	0.0304089
5.015	0.0302476
5.016	0.0304438
5.017	0.0308479
5.018	0.0308822
5.019	0.0303176
5.02	0.0298324
5.021	0.0300563
5.022	0.0304354
5.023	0.0304509
5.024	0.0303756
5.025	0.02974
5.026	0.0294388
5.027	0.0297034
5.028	0.0301811
5.029	0.0299396
5.03	0.0294559
5.031	0.029185
5.032	0.0294887
5.033	0.0299061
5.034	0.0300591
5.035	0.0297544
5.036	0.0295389
5.037	0.0298831
5.038	0.0304643
5.039	0.0310673
5.04	0.0308277
5.041	0.0304654
5.042	0.0303196
5.043	0.0305663
5.044	0.0310009
5.045	0.0308498
5.046	0.0304731
5.047	0.0302938
5.048	0.0302938
5.049	0.030406
5.05	0.0304705
5.051	0.0304633
5.052	0.0300333
5.053	0.0300333
5.054	0.029754
5.055	0.0298064
5.056	0.0298078
5.057	0.029586
5.058	0.029203
5.059	0.0291632
5.06	0.029202
5.061	0.0292326
5.062	0.0292373
5.063	0.029138
5.064	0.0291147
5.065	0.0292691
5.066	0.0294879
5.067	0.0294879
5.068	0.0293845
5.069	0.0296173
5.07	0.0298369
5.071	0.0301887
5.072	0.03017
5.073	0.0300473
5.074	0.0298415
5.075	0.0300945
5.076	0.0304513
5.077	0.0304857
5.078	0.0302962
5.079	0.0300463
5.08	0.0300504
5.081	0.0301981
5.082	0.0302514
5.083	0.0301568
5.084	0.0298639
5.085	0.0295074
5.086	0.0297224
5.087	0.0299065
5.088	0.0295718
5.089	0.0295718
5.09	0.0290586
5.091	0.0290586
5.092	0.0296607
5.093	0.0296607
5.094	0.0295259
5.095	0.0295259
5.096	0.0295657
5.097	0.0295657
5.098	0.0304319
5.099	0.0303814
5.1	0.0303814
5.101	0.0299347
5.102	0.0297555
5.103	0.0302307
5.104	0.0301901
5.105	0.0298356
5.106	0.0294478
5.107	0.0294478
5.108	0.0293685
5.109	0.0294988
5.11	0.0295108
5.111	0.0295108
5.112	0.0286639
5.113	0.0286607
5.114	0.0288698
5.115	0.0289458
5.116	0.0288068
5.117	0.0285971
5.118	0.0285997
5.119	0.0290088
5.12	0.029384
5.121	0.029566
5.122	0.0298292
5.123	0.0298292
5.124	0.0298292
5.125	0.0303034
5.126	0.0306276
5.127	0.0306186
5.128	0.0302726
5.129	0.0303504
5.13	0.030529
5.131	0.0307642
5.132	0.0306594
5.133	0.0302549
5.134	0.0297399
5.135	0.0297577
5.136	0.0303885
5.137	0.0302715
5.138	0.0297347
5.139	0.0290406
5.14	0.0289672
5.141	0.0295015
5.142	0.0298682
5.143	0.0296262
5.144	0.0287278
5.145	0.0283514
5.146	0.0288682
5.147	0.0297949
5.148	0.0297949
5.149	0.0301264
5.15	0.0294631
5.151	0.0288801
5.152	0.0291991
5.153	0.0301949
5.154	0.0307505
5.155	0.0305962
5.156	0.0298576
5.157	0.0294355
5.158	0.0299527
5.159	0.0308249
5.16	0.0311988
5.161	0.0307427
5.162	0.03011
5.163	0.0296936
5.164	0.0300902
5.165	0.0309146
5.166	0.0309146
5.167	0.0302575
5.168	0.0297467
5.169	0.0295955
5.17	0.0301202
5.171	0.0305499
5.172	0.0302692
5.173	0.0296434
5.174	0.0294358
5.175	0.0296712
5.176	0.0302118
5.177	0.0306692
5.178	0.0306692
5.179	0.030138
5.18	0.030138
5.181	0.0308836
5.182	0.0314867
5.183	0.0314867
5.184	0.0308575
5.185	0.0308575
5.186	0.0308485
5.187	0.0308485
5.188	0.0311363
5.189	0.0311363
5.19	0.0303963
5.191	0.0303963
5.192	0.0306192
5.193	0.0306192
5.194	0.0305884
5.195	0.0299252
5.196	0.0299252
5.197	0.0297927
5.198	0.0299387
5.199	0.0299387
5.2	0.0298406
5.201	0.0298406
5.202	0.0297383
5.203	0.0297383
5.204	0.0303928
5.205	0.0305976
5.206	0.0305976
5.207	0.0306569
5.208	0.0306569
5.209	0.0309465
5.21	0.0310943
5.211	0.0309902
5.212	0.0307647
5.213	0.0306823
5.214	0.0307544
5.215	0.0307544
5.216	0.0312805
5.217	0.0311318
5.218	0.0306827
5.219	0.0306827
5.22	0.0307132
5.221	0.031043
5.222	0.0309764
5.223	0.03053
5.224	0.0302474
5.225	0.0302282
5.226	0.0304226
5.227	0.0305801
5.228	0.0304802
5.229	0.0301936
5.23	0.0301014
5.231	0.0303477
5.232	0.0304686
5.233	0.0305536
5.234	0.0306033
5.235	0.0305202
5.236	0.0306406
5.237	0.0307322
5.238	0.0308628
5.239	0.0307432
5.24	0.0307456
5.241	0.0307292
5.242	0.0307234
5.243	0.0306869
5.244	0.0307542
5.245	0.0305345
5.246	0.0303433
5.247	0.0301106
5.248	0.0301106
5.249	0.030262
5.25	0.0303857
5.251	0.0303115
5.252	0.0298154
5.253	0.0298154
5.254	0.0296959
5.255	0.0299572
5.256	0.0299572
5.257	0.0297803
5.258	0.0297363
5.259	0.0298643
5.26	0.0298643
5.261	0.0305275
5.262	0.030747
5.263	0.0307392
5.264	0.0305401
5.265	0.0306209
5.266	0.0306209
5.267	0.031232
5.268	0.031232
5.269	0.0308117
5.27	0.0304808
5.271	0.0306654
5.272	0.0306654
5.273	0.0305322
5.274	0.0302364
5.275	0.0302364
5.276	0.0300991
5.277	0.0300991
5.278	0.0300302
5.279	0.0296388
5.28	0.0296388
5.281	0.029359
5.282	0.0296781
5.283	0.0298005
5.284	0.0298005
5.285	0.0294877
5.286	0.0294341
5.287	0.0298296
5.288	0.0302501
5.289	0.0304964
5.29	0.0302022
5.291	0.0302022
5.292	0.0298004
5.293	0.0301782
5.294	0.030444
5.295	0.0302533
5.296	0.0297346
5.297	0.029507
5.298	0.0298497
5.299	0.0302431
5.3	0.0302072
5.301	0.029692
5.302	0.0292472
5.303	0.029169
5.304	0.029169
5.305	0.029698
5.306	0.0294464
5.307	0.0290461
5.308	0.0288842
5.309	0.0291031
5.31	0.029397
5.311	0.0292837
5.312	0.0290885
5.313	0.0291567
5.314	0.0293906
5.315	0.0298276
5.316	0.0298781
5.317	0.0295977
5.318	0.0295724
5.319	0.0298413
5.32	0.030219
5.321	0.0305148
5.322	0.0302772
5.323	0.0299476
5.324	0.0298587
5.325	0.0300415
5.326	0.0302642
5.327	0.0302367
5.328	0.02992
5.329	0.0295506
5.33	0.0296207
5.331	0.0298601
5.332	0.0296399
5.333	0.0292621
5.334	0.028883
