Time [s]	gt_FA2TC_data.n_meas(W:0000E914h)
19.055	0.0300778
19.056	0.029348
19.057	0.029348
19.058	0.0293535
19.059	0.0294445
19.06	0.0293174
19.061	0.0291105
19.062	0.0290315
19.063	0.0292081
19.064	0.0293588
19.065	0.0294657
19.066	0.0293319
19.067	0.0293712
19.068	0.029629
19.069	0.029629
19.07	0.0300175
19.071	0.0301278
19.072	0.0299855
19.073	0.0300144
19.074	0.0302188
19.075	0.0303294
19.076	0.030306
19.077	0.0302733
19.078	0.0302024
19.079	0.0303312
19.08	0.0302147
19.081	0.0302147
19.082	0.0300042
19.083	0.0299393
19.084	0.0300162
19.085	0.0299405
19.086	0.029739
19.087	0.0293294
19.088	0.029415
19.089	0.0296212
19.09	0.0298284
19.091	0.0295984
19.092	0.0295152
19.093	0.029562
19.094	0.0298377
19.095	0.0300379
19.096	0.0302257
19.097	0.0301669
19.098	0.0301225
19.099	0.0302315
19.1	0.0302134
19.101	0.0300234
19.102	0.0299998
19.103	0.0299046
19.104	0.0297816
19.105	0.0296185
19.106	0.0296342
19.107	0.0294034
19.108	0.029315
19.109	0.0290671
19.11	0.0289419
19.111	0.0288439
19.112	0.0288345
19.113	0.0287471
19.114	0.0285215
19.115	0.0285466
19.116	0.0288221
19.117	0.0289852
19.118	0.0289965
19.119	0.0292237
19.12	0.0293822
19.121	0.0295626
19.122	0.0299552
19.123	0.0303448
19.124	0.0305442
19.125	0.0305282
19.126	0.030625
19.127	0.0305903
19.128	0.0306841
19.129	0.0309711
19.13	0.0309187
19.131	0.0307701
19.132	0.0306557
19.133	0.0305303
19.134	0.0304104
19.135	0.0303528
19.136	0.0304173
19.137	0.0301444
19.138	0.0297266
19.139	0.0294604
19.14	0.0297563
19.141	0.0299151
19.142	0.0297619
19.143	0.0292798
19.144	0.0290554
19.145	0.0291817
19.146	0.0297114
19.147	0.0299678
19.148	0.0297877
19.149	0.0295518
19.15	0.0294477
19.151	0.0298954
19.152	0.0303613
19.153	0.0306136
19.154	0.0303484
19.155	0.0300966
19.156	0.0302251
19.157	0.0305397
19.158	0.0308394
19.159	0.0307248
19.16	0.0307248
19.161	0.0301768
19.162	0.0302707
19.163	0.0305829
19.164	0.030664
19.165	0.030664
19.166	0.0299484
19.167	0.0294137
19.168	0.029612
19.169	0.030114
19.17	0.030114
19.171	0.0300917
19.172	0.0295391
19.173	0.0293927
19.174	0.02962
19.175	0.0305481
19.176	0.0305481
19.177	0.0304193
19.178	0.0302222
19.179	0.0305431
19.18	0.0311618
19.181	0.0314654
19.182	0.0311152
19.183	0.0307546
19.184	0.0308872
19.185	0.0311058
19.186	0.0313047
19.187	0.0310058
19.188	0.0305982
19.189	0.030279
19.19	0.030344
19.191	0.0304839
19.192	0.0303893
19.193	0.0303893
19.194	0.0298087
19.195	0.0296149
19.196	0.0298324
19.197	0.0301465
19.198	0.0300312
19.199	0.0297271
19.2	0.0297024
19.201	0.0300643
19.202	0.0303665
19.203	0.0306945
19.204	0.0307301
19.205	0.030527
19.206	0.0305235
19.207	0.0309983
19.208	0.0312652
19.209	0.0310378
19.21	0.0310378
19.211	0.0307399
19.212	0.0308914
19.213	0.0310754
19.214	0.0311485
19.215	0.0310179
19.216	0.0307623
19.217	0.030741
19.218	0.0308499
19.219	0.0307739
19.22	0.0304802
19.221	0.0302355
19.222	0.030372
19.223	0.0305875
19.224	0.0304449
19.225	0.0299401
19.226	0.0299401
19.227	0.0301417
19.228	0.0304525
19.229	0.0305807
19.23	0.030388
19.231	0.0300999
19.232	0.0302612
19.233	0.0306605
19.234	0.0309143
19.235	0.0309317
19.236	0.0305504
19.237	0.030413
19.238	0.030413
19.239	0.0310887
19.24	0.0311656
19.241	0.0306163
19.242	0.0306163
19.243	0.0303014
19.244	0.0303014
19.245	0.0307605
19.246	0.0307285
19.247	0.0302691
19.248	0.0298536
19.249	0.0296941
19.25	0.0299919
19.251	0.0301381
19.252	0.0297064
19.253	0.0293246
19.254	0.0293246
19.255	0.0297864
19.256	0.0297864
19.257	0.0301828
19.258	0.0301828
19.259	0.0296917
19.26	0.0303068
19.261	0.0306949
19.262	0.0309584
19.263	0.0306859
19.264	0.0306859
19.265	0.0306859
19.266	0.0305498
19.267	0.0307413
19.268	0.0308122
19.269	0.0304603
19.27	0.0300893
19.271	0.0300588
19.272	0.0302385
19.273	0.0304078
19.274	0.030055
19.275	0.0296413
19.276	0.029457
19.277	0.029449
19.278	0.029709
19.279	0.0295122
19.28	0.0293448
19.281	0.0292582
19.282	0.0293032
19.283	0.0295629
19.284	0.0297864
19.285	0.0298433
19.286	0.0298432
19.287	0.0299743
19.288	0.0301991
19.289	0.0303961
19.29	0.0302861
19.291	0.0299884
19.292	0.0298994
19.293	0.030058
19.294	0.0301441
19.295	0.0300783
19.296	0.0298169
19.297	0.0297515
19.298	0.0297163
19.299	0.0298661
19.3	0.0296989
19.301	0.0294568
19.302	0.0292902
19.303	0.0292532
19.304	0.0291836
19.305	0.0289978
19.306	0.0290625
19.307	0.0289945
19.308	0.0288982
19.309	0.028778
19.31	0.0289069
19.311	0.029038
19.312	0.0292829
19.313	0.0293027
19.314	0.0291894
19.315	0.0293776
19.316	0.0297226
19.317	0.0298591
19.318	0.0299546
19.319	0.0298722
19.32	0.0299069
19.321	0.0301074
19.322	0.0301728
19.323	0.0301859
19.324	0.0300025
19.325	0.0297792
19.326	0.0297792
19.327	0.0299688
19.328	0.0299136
19.329	0.029672
19.33	0.0294027
19.331	0.0292675
19.332	0.0292179
19.333	0.0292636
19.334	0.0291296
19.335	0.0286661
19.336	0.0283611
19.337	0.0283994
19.338	0.0285056
19.339	0.0285867
19.34	0.028512
19.341	0.0286617
19.342	0.0286617
19.343	0.0289814
19.344	0.0289814
19.345	0.0295713
19.346	0.0299122
19.347	0.0299122
19.348	0.0301368
19.349	0.0301636
19.35	0.0302363
19.351	0.0302363
19.352	0.0303875
19.353	0.0303875
19.354	0.0301969
19.355	0.0301969
19.356	0.0297449
19.357	0.0297449
19.358	0.0294134
19.359	0.0294134
19.36	0.0290543
19.361	0.0290543
19.362	0.0285461
19.363	0.0285461
19.364	0.0285946
19.365	0.0285946
19.366	0.0284653
19.367	0.0284653
19.368	0.0283181
19.369	0.0283181
19.37	0.0291598
19.371	0.0293621
19.372	0.0294419
19.373	0.0295692
19.374	0.0298501
19.375	0.0301906
19.376	0.0301525
19.377	0.029879
19.378	0.0298028
19.379	0.0299088
19.38	0.0300402
19.381	0.0300911
19.382	0.029691
19.383	0.0295239
19.384	0.0295872
19.385	0.0296244
19.386	0.0295545
19.387	0.0291343
19.388	0.0288357
19.389	0.0287522
19.39	0.0290886
19.391	0.0292577
19.392	0.0288553
19.393	0.0283514
19.394	0.0283715
19.395	0.0287943
19.396	0.0292834
19.397	0.0293318
19.398	0.0291434
19.399	0.0288809
19.4	0.0289479
19.401	0.0296911
19.402	0.0301863
19.403	0.0303099
19.404	0.0299778
19.405	0.0297173
19.406	0.0300836
19.407	0.030628
19.408	0.0309372
19.409	0.0304427
19.41	0.0304427
19.411	0.0301072
19.412	0.0303687
19.413	0.0306186
19.414	0.0304745
19.415	0.0299378
19.416	0.0295339
19.417	0.0296914
19.418	0.0300049
19.419	0.0301095
19.42	0.0298028
19.421	0.029206
19.422	0.0290286
19.423	0.0292303
19.424	0.0295152
19.425	0.0296707
19.426	0.0296662
19.427	0.029488
19.428	0.0294652
19.429	0.0297914
19.43	0.0303933
19.431	0.0305886
19.432	0.0304227
19.433	0.0300554
19.434	0.0301082
19.435	0.0301082
19.436	0.0305898
19.437	0.0305989
19.438	0.0302568
19.439	0.0299301
19.44	0.0299187
19.441	0.0302315
19.442	0.0302994
19.443	0.0302994
19.444	0.0296155
19.445	0.0296155
19.446	0.029707
19.447	0.0301403
19.448	0.0300913
19.449	0.0300913
19.45	0.0297221
19.451	0.0297221
19.452	0.030243
19.453	0.0308448
19.454	0.0308448
19.455	0.0307498
19.456	0.0308026
19.457	0.031031
19.458	0.031031
19.459	0.0314795
19.46	0.0314795
19.461	0.0307535
19.462	0.0305632
19.463	0.0305632
19.464	0.0310263
19.465	0.0310263
19.466	0.0307549
19.467	0.0303994
19.468	0.0303994
19.469	0.0305229
19.47	0.0306032
19.471	0.0302745
19.472	0.0298317
19.473	0.0295895
19.474	0.0299677
19.475	0.0302494
19.476	0.0299533
19.477	0.0295378
19.478	0.0293229
19.479	0.0296782
19.48	0.0300485
19.481	0.0302389
19.482	0.0299581
19.483	0.0297262
19.484	0.0300732
19.485	0.0305013
19.486	0.0308245
19.487	0.0308103
19.488	0.0304861
19.489	0.0306993
19.49	0.0310964
19.491	0.0313145
19.492	0.0312003
19.493	0.0309214
19.494	0.0307749
19.495	0.030865
19.496	0.031104
19.497	0.0310793
19.498	0.0306432
19.499	0.030349
19.5	0.0305061
19.501	0.0307886
19.502	0.0307893
19.503	0.0303036
19.504	0.0299038
19.505	0.0298311
19.506	0.0299347
19.507	0.0302314
19.508	0.0301097
19.509	0.0299001
19.51	0.0298935
19.511	0.0301924
19.512	0.0305077
19.513	0.0304478
19.514	0.0303858
19.515	0.030376
19.516	0.0304959
19.517	0.0305969
19.518	0.0303997
19.519	0.0301619
19.52	0.0300548
19.521	0.0300623
19.522	0.0302152
19.523	0.0300309
19.524	0.0297418
19.525	0.0296318
19.526	0.0295808
19.527	0.0297834
19.528	0.0296744
19.529	0.0294936
19.53	0.0293954
19.531	0.0293792
19.532	0.0296901
19.533	0.0296999
19.534	0.0298853
19.535	0.030095
19.536	0.0301117
19.537	0.0302411
19.538	0.030632
19.539	0.0309767
19.54	0.0310506
19.541	0.0310316
19.542	0.0306471
19.543	0.0306471
19.544	0.0308063
19.545	0.0309384
19.546	0.0308818
19.547	0.0306519
19.548	0.0305049
19.549	0.0304226
19.55	0.0303579
19.551	0.0304476
19.552	0.0302128
19.553	0.0297591
19.554	0.0296176
19.555	0.0294881
19.556	0.0294881
19.557	0.0297654
19.558	0.0297654
19.559	0.0289508
19.56	0.0289508
19.561	0.0293176
19.562	0.0295216
19.563	0.0295216
19.564	0.0292598
19.565	0.0292598
19.566	0.0293316
19.567	0.0298476
19.568	0.0301152
19.569	0.0300033
19.57	0.0296584
19.571	0.029837
19.572	0.0302908
19.573	0.0306086
19.574	0.0305349
19.575	0.0304313
19.576	0.0301939
19.577	0.0306955
19.578	0.0307674
19.579	0.0307674
19.58	0.0300659
19.581	0.0300094
19.582	0.0302758
19.583	0.0303657
19.584	0.0301747
19.585	0.0296942
19.586	0.0292189
19.587	0.0293031
19.588	0.0295938
19.589	0.0296475
19.59	0.0293996
19.591	0.0292211
19.592	0.0291666
19.593	0.0297379
19.594	0.0302407
19.595	0.0302953
19.596	0.029926
19.597	0.0297218
19.598	0.03001
19.599	0.0305393
19.6	0.0305964
19.601	0.0301253
19.602	0.0297764
19.603	0.0297263
19.604	0.0298363
19.605	0.0298745
19.606	0.0296943
19.607	0.0292441
19.608	0.028974
19.609	0.0288629
19.61	0.0290461
19.611	0.0290227
19.612	0.0288276
19.613	0.0285578
19.614	0.0285172
19.615	0.0287281
19.616	0.028915
19.617	0.0289591
19.618	0.0289591
19.619	0.0290223
19.62	0.029184
19.621	0.0298588
19.622	0.0298588
19.623	0.0302696
19.624	0.0302036
19.625	0.0301731
19.626	0.0303382
19.627	0.0305588
19.628	0.030685
19.629	0.0306898
19.63	0.0305098
19.631	0.0304609
19.632	0.0306112
19.633	0.0308095
19.634	0.0307653
19.635	0.030498
19.636	0.0301093
19.637	0.0298503
19.638	0.0299753
19.639	0.0302889
19.64	0.0301437
19.641	0.0296091
19.642	0.0293062
19.643	0.0295356
19.644	0.0298248
19.645	0.0298265
19.646	0.029616
19.647	0.0294858
19.648	0.0295126
19.649	0.0298216
19.65	0.0300307
19.651	0.0300809
19.652	0.0298919
19.653	0.0300264
19.654	0.0302735
19.655	0.0305615
19.656	0.0305324
19.657	0.030244
19.658	0.0301353
19.659	0.0302083
19.66	0.0304644
19.661	0.0306061
19.662	0.0306607
19.663	0.0305018
19.664	0.0302188
19.665	0.0301567
19.666	0.0302596
19.667	0.030295
19.668	0.0300568
19.669	0.0300589
19.67	0.0300198
19.671	0.0300299
19.672	0.0301608
19.673	0.0300675
19.674	0.0299543
19.675	0.0300224
19.676	0.0305292
19.677	0.030396
19.678	0.0306262
19.679	0.0306262
19.68	0.0312441
19.681	0.0314729
19.682	0.0312595
19.683	0.0310699
19.684	0.031042
19.685	0.0311645
19.686	0.0313354
19.687	0.0312554
19.688	0.0307811
19.689	0.0303944
19.69	0.0303869
19.691	0.0307857
19.692	0.0305674
19.693	0.0301116
19.694	0.0301116
19.695	0.0296162
19.696	0.029976
19.697	0.0302495
19.698	0.0299709
19.699	0.0296238
19.7	0.0295137
19.701	0.0299459
19.702	0.0304799
19.703	0.0307307
19.704	0.0305465
19.705	0.0302001
19.706	0.0304034
19.707	0.031025
19.708	0.0314602
19.709	0.0312662
19.71	0.0305539
19.711	0.0305539
19.712	0.0307125
19.713	0.0313951
19.714	0.031554
19.715	0.0311807
19.716	0.0306107
19.717	0.0304482
19.718	0.0308658
19.719	0.0313479
19.72	0.031292
19.721	0.0307481
19.722	0.0301678
19.723	0.0302992
19.724	0.0306991
19.725	0.0308131
19.726	0.0304868
19.727	0.0300518
19.728	0.0299567
19.729	0.0302576
19.73	0.0305956
19.731	0.0305956
19.732	0.0302447
19.733	0.0301382
19.734	0.0301382
19.735	0.0309391
19.736	0.0309391
19.737	0.0303739
19.738	0.0303739
19.739	0.0306311
19.74	0.0306311
19.741	0.0310149
19.742	0.0310149
19.743	0.030454
19.744	0.0303562
19.745	0.0306844
19.746	0.0306708
19.747	0.030399
19.748	0.0300902
19.749	0.0299281
19.75	0.0300649
19.751	0.0301694
19.752	0.0299402
19.753	0.0294772
19.754	0.029251
19.755	0.0295118
19.756	0.0300015
19.757	0.0301246
19.758	0.0301541
19.759	0.0298418
19.76	0.0299114
19.761	0.0303862
19.762	0.0306674
19.763	0.0308575
19.764	0.0306551
19.765	0.0304112
19.766	0.030359
19.767	0.0306249
19.768	0.0308148
19.769	0.0306492
19.77	0.0302697
19.771	0.0299833
19.772	0.0300948
19.773	0.0304449
19.774	0.0304739
19.775	0.0299352
19.776	0.0293487
19.777	0.0292883
19.778	0.0295335
19.779	0.0298008
19.78	0.0293952
19.781	0.0289827
19.782	0.0289827
19.783	0.0291137
19.784	0.0295963
19.785	0.0300619
19.786	0.0300359
19.787	0.0296588
19.788	0.0295204
19.789	0.0300212
19.79	0.0304833
19.791	0.0304246
19.792	0.0300723
19.793	0.0295514
19.794	0.0295221
19.795	0.0299786
19.796	0.0302035
19.797	0.0299545
19.798	0.029466
19.799	0.0293519
19.8	0.0295767
19.801	0.0298757
19.802	0.0298428
19.803	0.0293568
19.804	0.0288103
19.805	0.0290096
19.806	0.0294824
19.807	0.0296583
19.808	0.0293805
19.809	0.0285587
19.81	0.0285587
19.811	0.0289475
19.812	0.0295449
19.813	0.029703
19.814	0.029308
19.815	0.0289255
19.816	0.0290357
19.817	0.0297136
19.818	0.0302698
19.819	0.0301445
19.82	0.0296486
19.821	0.0295231
19.822	0.0299401
19.823	0.0304196
19.824	0.0303805
19.825	0.0300089
19.826	0.0293819
19.827	0.0296412
19.828	0.0296412
19.829	0.030095
19.83	0.0298863
19.831	0.0293454
19.832	0.0289091
19.833	0.0288676
19.834	0.0291405
19.835	0.0291857
19.836	0.0289628
19.837	0.0285973
19.838	0.0284356
19.839	0.028463
19.84	0.0287279
19.841	0.029021
19.842	0.0288751
19.843	0.0288751
19.844	0.0287745
19.845	0.0297386
19.846	0.0297386
19.847	0.030137
19.848	0.030137
19.849	0.0296657
19.85	0.0296657
19.851	0.0304553
19.852	0.0304553
19.853	0.0301759
19.854	0.0301759
19.855	0.0296851
19.856	0.0296851
19.857	0.0300406
19.858	0.0300406
19.859	0.0292973
19.86	0.0292973
19.861	0.0287985
19.862	0.0289642
19.863	0.0289642
19.864	0.0288167
19.865	0.0284292
19.866	0.0281948
19.867	0.028403
19.868	0.0288733
19.869	0.0290776
19.87	0.028934
19.871	0.028934
19.872	0.0291594
19.873	0.0298003
19.874	0.0302107
19.875	0.030243
19.876	0.0297773
19.877	0.0294795
19.878	0.0295884
19.879	0.0302588
19.88	0.0302126
19.881	0.0297299
19.882	0.0297299
19.883	0.0292688
19.884	0.0292307
19.885	0.0296383
19.886	0.0296805
19.887	0.0293469
19.888	0.0286462
19.889	0.0284618
19.89	0.028881
19.891	0.0292543
19.892	0.0291276
19.893	0.0284784
19.894	0.0281131
19.895	0.0285521
19.896	0.0292133
19.897	0.0294904
19.898	0.0292034
19.899	0.0287303
19.9	0.0288029
19.901	0.0294014
19.902	0.0300865
19.903	0.0302614
19.904	0.0298845
19.905	0.0295847
19.906	0.0299766
19.907	0.0306349
19.908	0.031112
19.909	0.0306865
19.91	0.0306865
19.911	0.0301384
19.912	0.0304167
19.913	0.0308459
19.914	0.0308878
19.915	0.0303922
19.916	0.0298706
19.917	0.0298075
19.918	0.0300846
19.919	0.0302415
19.92	0.0298453
19.921	0.0293133
19.922	0.0291482
19.923	0.0293904
19.924	0.0297175
19.925	0.0297199
19.926	0.0294624
19.927	0.0293251
19.928	0.0297268
19.929	0.0297268
19.93	0.0307122
19.931	0.0307122
19.932	0.0302624
19.933	0.0302624
19.934	0.0306094
19.935	0.0306094
19.936	0.0307091
19.937	0.0307091
19.938	0.0300904
19.939	0.0302768
19.94	0.0305142
19.941	0.0305142
19.942	0.030139
19.943	0.030139
19.944	0.0299144
19.945	0.0299144
19.946	0.0301104
19.947	0.0301104
19.948	0.0298329
19.949	0.0299751
19.95	0.0301148
19.951	0.0302785
19.952	0.0304742
19.953	0.0305016
19.954	0.0306276
19.955	0.030803
19.956	0.0311984
19.957	0.0315103
19.958	0.0314471
19.959	0.0310717
19.96	0.0310717
19.961	0.0310611
19.962	0.0312495
19.963	0.0313487
19.964	0.031033
19.965	0.0305539
19.966	0.0304942
19.967	0.0307768
19.968	0.03095
19.969	0.0305891
19.97	0.0305891
19.971	0.0298364
19.972	0.0298591
19.973	0.0301082
19.974	0.0302012
19.975	0.0300689
19.976	0.029776
19.977	0.029413
19.978	0.029534
19.979	0.0298852
19.98	0.0300767
19.981	0.0299521
19.982	0.0299521
19.983	0.0298442
19.984	0.0299331
19.985	0.0302582
19.986	0.0307019
19.987	0.0307707
19.988	0.0306509
19.989	0.0306143
19.99	0.030814
19.991	0.0310257
19.992	0.0310799
19.993	0.0308717
19.994	0.0307521
19.995	0.0307812
19.996	0.0311027
19.997	0.031247
19.998	0.0310726
19.999	0.0305848
20	0.0305094
20.001	0.0305596
20.002	0.0307609
20.003	0.0306303
20.004	0.0301933
20.005	0.0298191
20.006	0.0298191
20.007	0.0302651
20.008	0.0302293
20.009	0.0299867
20.01	0.0298717
20.011	0.0302562
20.012	0.0306111
20.013	0.0306092
20.014	0.0303802
20.015	0.0304358
20.016	0.0305169
20.017	0.0304444
20.018	0.0303415
20.019	0.0301874
20.02	0.0300527
20.021	0.0301906
20.022	0.0302073
20.023	0.0300872
20.024	0.0298428
20.025	0.0296552
20.026	0.0299332
20.027	0.0299332
20.028	0.0297989
20.029	0.02971
20.03	0.0294635
20.031	0.0296843
20.032	0.0296843
20.033	0.0300112
20.034	0.0299087
20.035	0.0299827
20.036	0.0303118
20.037	0.0303118
20.038	0.0310869
20.039	0.0310869
20.04	0.0306901
20.041	0.0306901
20.042	0.0312197
20.043	0.0312197
20.044	0.0308837
20.045	0.0305513
20.046	0.0304021
20.047	0.0305996
20.048	0.0306896
20.049	0.0305573
20.05	0.0303632
20.051	0.0300023
20.052	0.029918
20.053	0.0297995
20.054	0.0298683
20.055	0.0297399
20.056	0.029479
20.057	0.0292337
20.058	0.0290985
20.059	0.0291088
20.06	0.0292511
20.061	0.0293613
20.062	0.0291281
20.063	0.0291093
20.064	0.0292453
20.065	0.0295635
20.066	0.0294674
20.067	0.0294407
20.068	0.0295823
20.069	0.0297527
20.07	0.0300334
20.071	0.0302244
20.072	0.0301616
20.073	0.0301509
20.074	0.0302857
20.075	0.0305212
20.076	0.0305988
20.077	0.0303636
20.078	0.0302496
20.079	0.0300846
20.08	0.0300846
20.081	0.0304354
20.082	0.0305893
20.083	0.0304011
20.084	0.0296651
20.085	0.0296651
20.086	0.0296702
20.087	0.0296702
20.088	0.030119
20.089	0.0294332
20.09	0.0294332
20.091	0.0293526
20.092	0.0296742
20.093	0.0296742
20.094	0.0297793
20.095	0.0297793
20.096	0.0299917
20.097	0.0299917
20.098	0.0302844
20.099	0.0302235
20.1	0.0299302
20.101	0.0299302
20.102	0.0299045
20.103	0.0299045
20.104	0.0300208
20.105	0.0297317
20.106	0.0293806
20.107	0.0293806
20.108	0.029311
20.109	0.0292482
20.11	0.0290573
20.111	0.0290573
20.112	0.0286131
20.113	0.0286189
20.114	0.0287487
20.115	0.0287408
20.116	0.0286562
20.117	0.0286491
20.118	0.0288892
20.119	0.0292953
20.12	0.0296575
20.121	0.029946
20.122	0.0300676
20.123	0.0303286
20.124	0.0306073
20.125	0.0308858
20.126	0.0306751
20.127	0.0305143
20.128	0.0305075
20.129	0.0307456
20.13	0.0308985
20.131	0.0309473
20.132	0.0306244
20.133	0.0302354
20.134	0.0304156
20.135	0.0305307
20.136	0.0304812
20.137	0.0298429
20.138	0.0294871
20.139	0.0296398
20.14	0.0299124
20.141	0.0299875
20.142	0.0295355
20.143	0.0290214
20.144	0.0290365
20.145	0.0294181
20.146	0.0299307
20.147	0.0300597
20.148	0.0296798
20.149	0.0293295
20.15	0.0295117
20.151	0.0300719
20.152	0.0304458
20.153	0.0304502
20.154	0.0299382
20.155	0.0297378
20.156	0.0301906
20.157	0.0306199
20.158	0.0307746
20.159	0.0305986
20.16	0.0300435
20.161	0.0299496
20.162	0.0303182
20.163	0.0304815
20.164	0.0302222
20.165	0.029803
20.166	0.029803
20.167	0.0297332
20.168	0.0301296
20.169	0.0303536
20.17	0.0301655
20.171	0.0294973
20.172	0.0293053
20.173	0.0295863
20.174	0.0303058
20.175	0.0303925
20.176	0.0304879
20.177	0.0303126
20.178	0.0302875
20.179	0.0308291
20.18	0.0313799
20.181	0.0313183
20.182	0.0309894
20.183	0.0307776
20.184	0.0309933
20.185	0.0312516
20.186	0.0310714
20.187	0.0305667
20.188	0.0302113
20.189	0.0303985
20.19	0.0305962
20.191	0.0305566
20.192	0.0301161
20.193	0.0297508
20.194	0.0296641
20.195	0.0298658
20.196	0.0301546
20.197	0.0299903
20.198	0.0296286
20.199	0.0294845
20.2	0.0298984
20.201	0.0302609
20.202	0.0304957
20.203	0.0303318
20.204	0.0303312
20.205	0.0304837
20.206	0.0309445
20.207	0.0312789
20.208	0.0313017
20.209	0.0309397
20.21	0.0307319
20.211	0.0307233
20.212	0.0310072
20.213	0.0312918
20.214	0.0311698
20.215	0.0307612
20.216	0.03052
20.217	0.0305165
20.218	0.0309031
20.219	0.0309883
20.22	0.030664
20.221	0.0300709
20.222	0.0299888
20.223	0.0304872
20.224	0.0306881
20.225	0.0303209
20.226	0.0298772
20.227	0.029677
20.228	0.0299322
20.229	0.0304831
20.23	0.0306691
20.231	0.0304388
20.232	0.0300136
20.233	0.0300765
20.234	0.030459
20.235	0.0309922
20.236	0.0309721
20.237	0.030528
20.238	0.0300698
20.239	0.0301
20.24	0.0305575
20.241	0.0309923
20.242	0.0308314
20.243	0.0303287
20.244	0.0301418
20.245	0.0303093
20.246	0.0304039
20.247	0.0304976
20.248	0.0301821
20.249	0.0297468
20.25	0.0297034
20.251	0.0299249
20.252	0.0300975
20.253	0.0298538
20.254	0.029666
20.255	0.0295137
20.256	0.0296318
20.257	0.0299594
20.258	0.0303047
20.259	0.0303159
20.26	0.0301667
20.261	0.0304279
20.262	0.0307815
20.263	0.0309919
20.264	0.0308376
20.265	0.0306595
20.266	0.0306595
20.267	0.0306829
20.268	0.0307852
20.269	0.0307896
20.27	0.0306461
20.271	0.0302305
20.272	0.0301243
20.273	0.0300746
20.274	0.0301672
20.275	0.0299572
20.276	0.0299572
20.277	0.0294153
20.278	0.0294153
20.279	0.0296159
20.28	0.0296694
20.281	0.0293693
20.282	0.0292994
20.283	0.0295662
20.284	0.029767
20.285	0.0299227
20.286	0.02996
20.287	0.0299383
20.288	0.0300267
20.289	0.030155
20.29	0.0303183
20.291	0.0303224
20.292	0.0300702
20.293	0.0297893
20.294	0.0298403
20.295	0.0298939
20.296	0.0298208
20.297	0.0297162
20.298	0.0295982
20.299	0.0295317
20.3	0.0295358
20.301	0.0294926
20.302	0.029277
20.303	0.0292282
20.304	0.0291624
20.305	0.0290165
20.306	0.0291278
20.307	0.0291386
20.308	0.0289028
20.309	0.0289536
20.31	0.0289939
20.311	0.0291778
20.312	0.0294106
20.313	0.0293158
20.314	0.0293978
20.315	0.0295338
20.316	0.0298718
20.317	0.0300496
20.318	0.0299826
20.319	0.0298042
20.32	0.0299547
20.321	0.0303396
20.322	0.0305073
20.323	0.030415
20.324	0.0300316
20.325	0.0298672
20.326	0.0298923
20.327	0.030084
20.328	0.0300741
20.329	0.0297065
20.33	0.0293936
20.331	0.0291272
20.332	0.0290776
20.333	0.0290883
20.334	0.0289418
20.335	0.0286846
20.336	0.0284061
20.337	0.028421
20.338	0.0285607
20.339	0.0285815
20.34	0.0284563
20.341	0.0284768
20.342	0.0286892
20.343	0.0291039
20.344	0.0293994
20.345	0.0296645
20.346	0.0298161
20.347	0.0299879
20.348	0.0301071
20.349	0.0301688
20.35	0.0301313
20.351	0.0301273
20.352	0.0301206
20.353	0.0301458
20.354	0.0301906
20.355	0.0299786
20.356	0.0298363
20.357	0.0296353
20.358	0.0295624
20.359	0.0295704
20.36	0.0293099
20.361	0.0288331
20.362	0.0285192
20.363	0.0286016
20.364	0.028773
20.365	0.0288647
20.366	0.0288647
20.367	0.0284978
20.368	0.028422
20.369	0.028422
20.37	0.0291167
20.371	0.0294916
20.372	0.0294541
20.373	0.0294845
20.374	0.0297296
20.375	0.0299247
20.376	0.0300964
20.377	0.0299217
20.378	0.0296759
20.379	0.0296759
20.38	0.0299257
20.381	0.0299257
20.382	0.0294808
20.383	0.0294808
20.384	0.0293439
20.385	0.0293439
20.386	0.0293919
20.387	0.0289412
20.388	0.0289412
20.389	0.0286057
20.39	0.0289534
20.391	0.0290892
20.392	0.0290892
20.393	0.0284373
20.394	0.0285007
20.395	0.0285007
20.396	0.0293898
20.397	0.0294809
20.398	0.029142
20.399	0.0290774
20.4	0.0290774
20.401	0.030024
20.402	0.0303957
20.403	0.0302111
20.404	0.0299358
20.405	0.0300955
20.406	0.030516
20.407	0.0307264
20.408	0.0306682
20.409	0.0303577
20.41	0.0303003
20.411	0.0303884
20.412	0.0303884
20.413	0.030517
20.414	0.0300212
20.415	0.0296921
20.416	0.0298051
20.417	0.0300394
20.418	0.0299876
20.419	0.0296356
20.42	0.0293197
20.421	0.0291327
20.422	0.0292378
20.423	0.0294216
20.424	0.0294354
20.425	0.0293617
20.426	0.0292944
20.427	0.0293094
20.428	0.0297732
20.429	0.0302767
20.43	0.0304972
20.431	0.03032
20.432	0.0301737
20.433	0.0302078
20.434	0.0304283
20.435	0.0306409
20.436	0.0304766
20.437	0.0300577
20.438	0.0298796
20.439	0.0300552
20.44	0.0302213
20.441	0.0302378
20.442	0.0299113
20.443	0.0296022
20.444	0.0295191
20.445	0.0297537
20.446	0.0299893
20.447	0.0298553
20.448	0.0296894
20.449	0.029702
20.45	0.0299898
20.451	0.0302548
20.452	0.0305161
20.453	0.0304922
20.454	0.030514
20.455	0.0307595
20.456	0.0307595
20.457	0.0311799
20.458	0.0312833
20.459	0.0312196
20.46	0.0310128
20.461	0.0309822
20.462	0.0309398
20.463	0.0311191
