Time [s]	163.05 NAIO-03 ch1 torq.(P:00A305h)	
0.000	 1.6042	
0.001	 1.6254	
0.002	  1.632	
0.003	   1.34	
0.004	0.93911	
0.005	0.61482	
0.006	0.39453	
0.007	0.29863	
0.008	0.28854	
0.009	0.28157	
0.010	0.37876	
0.011	0.75805	
0.012	 1.1639	
0.013	 1.4768	
0.014	 1.6307	
0.015	 1.6937	
0.016	 1.7562	
0.017	 1.8196	
0.018	 1.8463	
0.019	 1.7009	
0.020	 1.2298	
0.021	0.76113	
0.022	0.46392	
0.023	0.33398	
0.024	0.28789	
0.025	0.23155	
0.026	0.15438	
0.027	0.36616	
0.028	0.80608	
0.029	  1.203	
0.030	 1.4725	
0.031	 1.5793	
0.032	 1.6103	
0.033	 1.6525	
0.034	 1.7474	
0.035	 1.8305	
0.036	 1.5725	
0.037	 1.0803	
0.038	0.64582	
0.039	0.40478	
0.040	0.30913	
0.041	0.26033	
0.042	0.18024	
0.043	0.12257	
0.044	0.39165	
0.045	0.81362	
0.046	  1.225	
0.047	 1.5382	
0.048	 1.6739	
0.049	 1.6856	
0.050	 1.6798	
0.051	 1.7512	
0.052	 1.8347	
0.053	 1.6064	
0.054	  1.233	
0.055	0.85018	
0.056	0.55414	
0.057	0.38132	
0.058	0.37751	
0.059	0.42562	
0.060	0.57425	
0.061	0.92245	
0.062	 1.2302	
0.063	 1.4728	
0.064	 1.6965	
0.065	 1.8543	
0.066	  1.901	
0.067	  1.892	
0.068	 1.8956	
0.069	    1.8	
0.070	 1.4697	
0.071	 1.0688	
0.072	0.69191	
0.073	0.44264	
0.074	0.33057	
0.075	0.31177	
0.076	0.30836	
0.077	0.49671	
0.078	0.49671	
0.079	  1.056	
0.080	  1.056	
0.081	 1.4783	
0.082	 1.5217	
0.083	 1.5217	
0.084	 1.4912	
0.085	 1.4912	
0.086	 1.3875	
0.087	 1.3875	
0.088	0.80171	
0.089	0.80171	
0.090	0.48982	
0.091	0.48982	
0.092	0.62726	
0.093	0.62726	
0.094	 1.1554	
0.095	 1.1554	
0.096	 1.7728	
0.097	 1.7728	
0.098	 2.1649	
0.099	 2.1649	
0.100	 2.2557	
0.101	 2.2557	
0.102	 2.0338	
0.103	 2.0338	
0.104	 1.1807	
0.105	 1.1807	
0.106	0.60075	
0.107	0.60075	
0.108	0.26978	
0.109	0.26978	
0.110	0.31513	
0.111	0.31513	
0.112	 1.0839	
0.113	 1.0839	
0.114	 1.4963	
0.115	 1.4963	
0.116	 1.7082	
0.117	 1.7082	
0.118	 1.7252	
0.119	 1.7252	
0.120	 1.1514	
0.121	 1.1514	
0.122	0.54758	
0.123	0.54758	
0.124	 0.2185	
0.125	 0.2185	
0.126	0.16974	
0.127	0.16974	
0.128	0.95252	
0.129	0.95252	
0.130	 1.5212	
0.131	 1.5212	
0.132	 1.8025	
0.133	 1.8025	
0.134	 1.9949	
0.135	 1.9949	
0.136	 1.6374	
0.137	 1.6374	
0.138	0.93453	
0.139	0.93453	
0.140	0.63046	
0.141	0.63046	
0.142	0.44134	
0.143	0.44134	
0.144	 1.0154	
0.145	 1.0154	
0.146	 1.7891	
0.147	 1.7891	
0.148	 1.9855	
0.149	 1.9855	
0.150	 2.1427	
0.151	 2.1427	
0.152	 2.2168	
0.153	 2.2168	
0.154	 1.2947	
0.155	0.95171	
0.156	 0.7769	
0.157	0.68348	
0.158	0.57781	
0.159	0.44438	
0.160	0.48297	
0.161	0.82035	
0.162	 1.1703	
0.163	 1.4041	
0.164	 1.5014	
0.165	 1.5293	
0.166	 1.5589	
0.167	 1.6273	
0.168	 1.6749	
0.169	 1.4667	
0.170	0.99309	
0.171	0.56958	
0.172	0.36478	
0.173	0.31537	
0.174	0.33908	
0.175	0.32701	
0.176	0.30305	
0.177	0.59654	
0.178	 1.0404	
0.179	 1.4421	
0.180	 1.7124	
0.181	 1.8226	
0.182	 1.8716	
0.183	 1.9423	
0.184	 2.0298	
0.185	 2.0393	
0.186	 1.6767	
0.187	 1.2166	
0.188	0.87709	
0.189	 0.7078	
0.190	0.66807	
0.191	0.67594	
0.192	0.64136	
0.193	0.69811	
0.194	 1.0608	
0.195	 1.4821	
0.196	 1.8279	
0.197	  2.023	
0.198	 2.0599	
0.199	 2.0494	
0.200	 2.0554	
0.201	 2.1046	
0.202	 2.0345	
0.203	 1.6054	
0.204	  1.104	
0.205	0.72855	
0.206	0.51835	
0.207	0.42375	
0.208	0.36442	
0.209	0.28125	
0.210	0.42521	
0.211	0.81524	
0.212	  1.205	
0.213	 1.5167	
0.214	 1.6847	
0.215	 1.7268	
0.216	 1.7302	
0.217	 1.8055	
0.218	 1.9252	
0.219	 1.7761	
0.220	  1.382	
0.221	0.97327	
0.222	0.68644	
0.223	0.54863	
0.224	0.55122	
0.225	0.56667	
0.226	0.57826	
0.227	0.86684	
0.228	 1.2229	
0.229	 1.5717	
0.230	 1.8412	
0.231	 1.9593	
0.232	 1.9983	
