Time [s]	gt_FA2TC_data.n_meas(W:0000EF94h)	
0.000	0.0296126	
0.001	0.0296126	
0.002	0.0294107	
0.003	0.0294107	
0.004	0.0295693	
0.005	0.0295693	
0.006	0.0298378	
0.007	0.0298378	
0.008	0.0297509	
0.009	0.0297509	
0.010	0.0299738	
0.011	0.0299738	
0.012	0.0302731	
0.013	0.0302731	
0.014	0.0302318	
0.015	0.0302318	
0.016	0.0302537	
0.017	0.0301523	
0.018	0.0301523	
0.019	0.0305074	
0.020	0.0305865	
0.021	0.0303688	
0.022	0.0302123	
0.023	0.0302123	
0.024	0.0304545	
0.025	0.030544	
0.026	0.0306106	
0.027	0.0303937	
0.028	0.0301772	
0.029	0.0301772	
0.030	0.0303681	
0.031	0.0303596	
0.032	0.0302163	
0.033	0.0300113	
0.034	0.029796	
0.035	0.0299064	
0.036	0.0299875	
0.037	0.0299654	
0.038	0.0297893	
0.039	0.0295755	
0.040	0.0295431	
0.041	0.0296508	
0.042	0.0297508	
0.043	0.0297658	
0.044	0.0295716	
0.045	0.0295417	
0.046	0.029664	
0.047	0.0298563	
0.048	0.0298694	
0.049	0.029847	
0.050	0.0296545	
0.051	0.0298358	
0.052	0.0300048	
0.053	0.0301718	
0.054	0.0300702	
0.055	0.0299653	
0.056	0.0300498	
0.057	0.0302606	
0.058	0.0303302	
0.059	0.0302224	
0.060	0.0300734	
0.061	0.030125	
0.062	0.0303683	
0.063	0.0305204	
0.064	0.0302777	
0.065	0.030088	
0.066	0.0300735	
0.067	0.030164	
0.068	0.0303001	
0.069	0.0303039	
0.070	0.0302244	
0.071	0.0301412	
0.072	0.0300444	
0.073	0.0300511	
0.074	0.030101	
0.075	0.0300147	
0.076	0.0299373	
0.077	0.029838	
0.078	0.0298188	
0.079	0.0297488	
0.080	0.0296232	
0.081	0.0296114	
0.082	0.0296433	
0.083	0.0296592	
0.084	0.0296013	
0.085	0.0295336	
0.086	0.0295336	
0.087	0.0296508	
0.088	0.0296742	
0.089	0.0297163	
0.090	0.0297163	
0.091	0.0297467	
0.092	0.0297573	
0.093	0.0297793	
0.094	0.0298883	
0.095	0.0299445	
0.096	0.030022	
0.097	0.0300327	
0.098	0.0299923	
0.099	0.0299769	
0.100	0.0300825	
0.101	0.0302983	
0.102	0.0302124	
0.103	0.0300961	
0.104	0.030086	
0.105	0.030204	
0.106	0.0303621	
0.107	0.0303791	
0.108	0.0303625	
0.109	0.0301414	
0.110	0.0302936	
0.111	0.0304192	
0.112	0.0305345	
0.113	0.0303706	
0.114	0.030193	
0.115	0.0301718	
0.116	0.0302114	
0.117	0.0302898	
0.118	0.0302368	
0.119	0.0300675	
0.120	0.0299262	
0.121	0.0299175	
0.122	0.0300355	
0.123	0.0300086	
0.124	0.0298363	
0.125	0.0297391	
0.126	0.0297003	
0.127	0.0298216	
0.128	0.0299119	
0.129	0.0298449	
0.130	0.0298275	
0.131	0.0297714	
0.132	0.02987	
0.133	0.0299512	
0.134	0.0300641	
0.135	0.0300175	
0.136	0.0300032	
0.137	0.0299864	
0.138	0.0300352	
0.139	0.0300352	
0.140	0.0302794	
0.141	0.0302972	
0.142	0.0300554	
0.143	0.0298704	
0.144	0.0300159	
0.145	0.0302389	
0.146	0.0302602	
0.147	0.0301614	
0.148	0.0300452	
0.149	0.0300082	
0.150	0.0300491	
0.151	0.0302622	
0.152	0.0302996	
0.153	0.0300987	
0.154	0.0299773	
0.155	0.0300144	
0.156	0.0300144	
0.157	0.030192	
0.158	0.0301159	
0.159	0.0300089	
0.160	0.0298245	
0.161	0.0298246	
0.162	0.0299406	
0.163	0.0299246	
0.164	0.0298792	
0.165	0.0297235	
0.166	0.0297174	
0.167	0.0297549	
0.168	0.0298834	
0.169	0.0298071	
0.170	0.0297313	
0.171	0.0298515	
0.172	0.0298515	
0.173	0.0299338	
0.174	0.030031	
0.175	0.0300452	
0.176	0.0300414	
0.177	0.0299851	
0.178	0.0299508	
0.179	0.0302394	
0.180	0.0302394	
0.181	0.0301964	
0.182	0.0301922	
0.183	0.0301317	
0.184	0.030226	
0.185	0.0303491	
0.186	0.0302951	
0.187	0.0300834	
0.188	0.0301109	
0.189	0.0301109	
0.190	0.0304632	
0.191	0.0304632	
0.192	0.0300998	
0.193	0.0300998	
0.194	0.0300487	
0.195	0.0300487	
0.196	0.0304152	
0.197	0.0304152	
0.198	0.030025	
0.199	0.030025	
0.200	0.0299533	
0.201	0.0301458	
0.202	0.0302667	
0.203	0.0302667	
0.204	0.0298702	
0.205	0.0297246	
0.206	0.0298765	
0.207	0.0300686	
0.208	0.0300945	
0.209	0.0300303	
0.210	0.0298547	
0.211	0.029825	
0.212	0.0298608	
0.213	0.0299752	
0.214	0.0301234	
0.215	0.0301868	
0.216	0.0301084	
0.217	0.03	
0.218	0.0300163	
0.219	0.0300482	
0.220	0.0301514	
0.221	0.0302285	
0.222	0.0302992	
0.223	0.0301907	
0.224	0.0300514	
0.225	0.0299834	
0.226	0.0300369	
0.227	0.0302268	
0.228	0.0301879	
0.229	0.0301153	
0.230	0.0299625	
0.231	0.0299695	
0.232	0.0299695	
0.233	0.030166	
0.234	0.0302554	
0.235	0.0300538	
0.236	0.0297583	
0.237	0.029706	
0.238	0.0299885	
0.239	0.0299885	
0.240	0.0301347	
0.241	0.0298721	
0.242	0.0296586	
