Time [s]	gt_FA2TC_data.n_meas(W:0000EF94h)	
0.000	0.0316632	
0.001	0.0311343	
0.002	0.0314768	
0.003	0.0320139	
0.004	0.0316364	
0.005	0.0302438	
0.006	0.0295317	
0.007	0.0306443	
0.008	0.031893	
0.009	0.031222	
0.010	0.028863	
0.011	0.027647	
0.012	0.0288621	
0.013	0.0310271	
0.014	0.0310271	
0.015	0.0283639	
0.016	0.0267999	
0.017	0.0280339	
0.018	0.0304926	
0.019	0.0310924	
0.020	0.0293361	
0.021	0.0275602	
0.022	0.0276728	
0.023	0.0294193	
0.024	0.0306423	
0.025	0.0300256	
0.026	0.0284328	
0.027	0.0278543	
0.028	0.0290507	
0.029	0.0303774	
0.030	0.0303774	
0.031	0.0283259	
0.032	0.0278251	
0.033	0.02856	
0.034	0.0294681	
0.035	0.0291778	
0.036	0.0278692	
0.037	0.0269787	
0.038	0.0274786	
0.039	0.028584	
0.040	0.028424	
0.041	0.0270857	
0.042	0.0263556	
0.043	0.0269068	
0.044	0.0278953	
0.045	0.0278953	
0.046	0.0278528	
0.047	0.0278303	
0.048	0.0279714	
0.049	0.0290463	
0.050	0.0290463	
0.051	0.0295835	
0.052	0.0296274	
0.053	0.0298133	
0.054	0.0298133	
0.055	0.0302784	
0.056	0.0307228	
0.057	0.0309162	
0.058	0.0307886	
0.059	0.0314458	
0.060	0.031336	
0.061	0.031336	
0.062	0.0306267	
0.063	0.0305711	
0.064	0.0314115	
0.065	0.0314115	
0.066	0.0306453	
0.067	0.0306453	
0.068	0.0296665	
0.069	0.0296665	
0.070	0.0294737	
0.071	0.0294737	
0.072	0.0290045	
0.073	0.0290045	
0.074	0.0288445	
0.075	0.0288445	
0.076	0.0291587	
0.077	0.0291587	
0.078	0.0288766	
0.079	0.0288766	
0.080	0.0295978	
0.081	0.0295978	
0.082	0.0296997	
0.083	0.0294929	
0.084	0.0295867	
0.085	0.0298969	
0.086	0.0301142	
0.087	0.0298561	
0.088	0.0296623	
0.089	0.0299855	
0.090	0.0302774	
0.091	0.030166	
0.092	0.0294853	
0.093	0.0290513	
0.094	0.0289439	
0.095	0.0289406	
0.096	0.0291123	
0.097	0.029162	
0.098	0.0287619	
0.099	0.0283015	
0.100	0.028148	
0.101	0.0286234	
0.102	0.0286344	
0.103	0.0278106	
0.104	0.0277816	
0.105	0.028937	
0.106	0.0296169	
0.107	0.0289892	
0.108	0.0281522	
0.109	0.0282103	
0.110	0.0288704	
0.111	0.0291058	
0.112	0.0289915	
0.113	0.0290549	
0.114	0.0288934	
0.115	0.0285643	
0.116	0.0285119	
0.117	0.0289449	
0.118	0.029156	
0.119	0.0287889	
0.120	0.0282676	
0.121	0.0283678	
0.122	0.0285233	
0.123	0.0281471	
0.124	0.0275741	
0.125	0.0276378	
0.126	0.028163	
0.127	0.028457	
0.128	0.028028	
