Time [s]	gt_FA2TC_data.n_meas(W:0000EF94h)	
0.000	0.0305886	
0.001	0.0306549	
0.002	0.0305909	
0.003	0.0304763	
0.004	0.0303311	
0.005	0.0302924	
0.006	0.030533	
0.007	0.0305961	
0.008	0.0304145	
0.009	0.0303801	
0.010	0.0301651	
0.011	0.0301053	
0.012	0.0302599	
0.013	0.0304103	
0.014	0.0301134	
0.015	0.0299073	
0.016	0.0297496	
0.017	0.0296501	
0.018	0.029808	
0.019	0.0299758	
0.020	0.0297269	
0.021	0.0294703	
0.022	0.0293943	
0.023	0.0293944	
0.024	0.0294853	
0.025	0.029633	
0.026	0.0296727	
0.027	0.0295581	
0.028	0.0294601	
0.029	0.0295975	
0.030	0.0297468	
0.031	0.0299097	
0.032	0.0299421	
0.033	0.0299111	
0.034	0.0298573	
0.035	0.0300517	
0.036	0.0303662	
0.037	0.0303662	
0.038	0.0303569	
0.039	0.0302739	
0.040	0.0302661	
0.041	0.0303877	
0.042	0.0303877	
0.043	0.0305807	
0.044	0.0304312	
0.045	0.0302685	
0.046	0.0302685	
0.047	0.0302883	
0.048	0.0305321	
0.049	0.0305321	
0.050	0.0303966	
0.051	0.0302161	
0.052	0.0300666	
0.053	0.0301106	
0.054	0.0301106	
0.055	0.030289	
0.056	0.0302102	
0.057	0.0298998	
0.058	0.0295263	
0.059	0.0295976	
0.060	0.0297641	
0.061	0.0298844	
0.062	0.0297584	
0.063	0.0294438	
0.064	0.0292984	
0.065	0.0292957	
0.066	0.0294528	
0.067	0.0296554	
0.068	0.0297178	
0.069	0.0295549	
0.070	0.0293431	
0.071	0.0294259	
0.072	0.0296774	
0.073	0.0298653	
0.074	0.030014	
0.075	0.0299188	
0.076	0.0297539	
0.077	0.0298002	
0.078	0.0300544	
0.079	0.0303375	
0.080	0.0304097	
0.081	0.0302596	
0.082	0.0301912	
0.083	0.0300916	
0.084	0.0300916	
0.085	0.0305292	
0.086	0.0307147	
0.087	0.0305676	
0.088	0.0302655	
0.089	0.0302235	
0.090	0.0304092	
0.091	0.0307445	
0.092	0.0307746	
0.093	0.0305116	
0.094	0.0302878	
0.095	0.0301789	
0.096	0.0301268	
0.097	0.0303977	
0.098	0.0304505	
0.099	0.0302261	
0.100	0.0300252	
0.101	0.0297416	
0.102	0.0297214	
0.103	0.0299245	
0.104	0.0299245	
0.105	0.0298929	
0.106	0.0296066	
0.107	0.0293905	
0.108	0.0294201	
0.109	0.0297769	
0.110	0.0299902	
0.111	0.0299367	
0.112	0.02976	
0.113	0.0294533	
0.114	0.0295304	
0.115	0.0297172	
0.116	0.0300865	
0.117	0.0302022	
0.118	0.0300152	
0.119	0.0300152	
0.120	0.0296629	
0.121	0.0299602	
0.122	0.0303433	
0.123	0.0303569	
0.124	0.0300737	
0.125	0.029746	
0.126	0.029746	
0.127	0.0299448	
0.128	0.0302921	
0.129	0.0306035	
0.130	0.0305678	
0.131	0.0302981	
0.132	0.0300259	
0.133	0.0300336	
0.134	0.0303574	
0.135	0.030538	
0.136	0.0304476	
0.137	0.0301813	
0.138	0.0300378	
0.139	0.0299385	
0.140	0.0300934	
0.141	0.0301546	
0.142	0.0301546	
0.143	0.0299199	
0.144	0.0297775	
0.145	0.0296902	
0.146	0.02966	
0.147	0.0296876	
0.148	0.0297069	
0.149	0.0296424	
0.150	0.0295337	
0.151	0.0295089	
0.152	0.0294926	
0.153	0.0295874	
0.154	0.029615	
0.155	0.0296807	
0.156	0.0297245	
0.157	0.0296853	
0.158	0.0296515	
0.159	0.0297127	
0.160	0.0298034	
0.161	0.029926	
0.162	0.0299972	
0.163	0.0299972	
0.164	0.0298455	
0.165	0.0298455	
0.166	0.030021	
0.167	0.030021	
0.168	0.0302865	
0.169	0.0301721	
0.170	0.0300697	
0.171	0.0300697	
0.172	0.0301184	
0.173	0.0301184	
0.174	0.0302862	
0.175	0.0304508	
0.176	0.0303923	
0.177	0.0302306	
