Time [s]	gt_FA2TC_data.n_meas(W:0000EED4h)	
0.382	0.0285613	
0.383	0.0285613	
0.384	0.0297186	
0.385	0.029593	
0.386	0.0289269	
0.387	0.0289349	
0.388	0.0303521	
0.389	0.0310448	
0.390	0.0302091	
0.391	0.0286849	
0.392	0.0283957	
0.393	0.0283957	
0.394	0.0302762	
0.395	0.0303008	
0.396	0.0290936	
0.397	0.0278984	
0.398	0.0281474	
0.399	0.029368	
0.400	0.0297343	
0.401	0.0288861	
0.402	0.0288861	
0.403	0.0280359	
0.404	0.0289951	
0.405	0.0298224	
0.406	0.0300147	
0.407	0.0300147	
0.408	0.0290893	
0.409	0.0289053	
0.410	0.0296926	
0.411	0.0309761	
0.412	0.0314557	
0.413	0.0306344	
0.414	0.0293776	
0.415	0.0292264	
0.416	0.030466	
0.417	0.0316838	
0.418	0.0310485	
0.419	0.0286985	
0.420	0.0273551	
0.421	0.0282739	
0.422	0.0303429	
0.423	0.0306268	
0.424	0.0285164	
0.425	0.0263186	
0.426	0.0264844	
0.427	0.0285939	
0.428	0.0300208	
0.429	0.0288112	
0.430	0.0264021	
0.431	0.0261188	
0.432	0.0284122	
0.433	0.0310501	
0.434	0.0309368	
0.435	0.0283975	
0.436	0.0265137	
0.437	0.0275602	
0.438	0.0315449	
0.439	0.0315449	
0.440	0.0300295	
0.441	0.0273256	
0.442	0.0268901	
0.443	0.0289293	
0.444	0.0308758	
0.445	0.0305796	
0.446	0.0284924	
0.447	0.0272393	
0.448	0.0275072	
0.449	0.0302685	
0.450	0.0307404	
0.451	0.0292285	
0.452	0.0277213	
0.453	0.0275285	
0.454	0.0293574	
0.455	0.0300031	
0.456	0.0297194	
0.457	0.0279357	
0.458	0.0279357	
0.459	0.0295429	
0.460	0.0300563	
0.461	0.0303794	
0.462	0.0296301	
0.463	0.0289465	
0.464	0.0291392	
0.465	0.0300409	
0.466	0.0305306	
0.467	0.0300395	
0.468	0.0291576	
0.469	0.0286658	
0.470	0.0289597	
0.471	0.0293619	
0.472	0.0292476	
0.473	0.029085	
0.474	0.0285095	
0.475	0.0281479	
0.476	0.0281408	
0.477	0.0280944	
0.478	0.0279792	
0.479	0.027531	
0.480	0.0272441	
0.481	0.0274406	
0.482	0.0278923	
0.483	0.0279607	
0.484	0.0276157	
0.485	0.0273421	
0.486	0.0275963	
0.487	0.0278291	
0.488	0.0279481	
0.489	0.0285608	
0.490	0.0294029	
0.491	0.029558	
0.492	0.0291057	
0.493	0.0290462	
0.494	0.0297962	
0.495	0.0306466	
0.496	0.0310751	
0.497	0.0307465	
0.498	0.0301822	
0.499	0.0301603	
0.500	0.0303831	
0.501	0.0305521	
0.502	0.0306958	
0.503	0.0303108	
0.504	0.0297246	
0.505	0.0294506	
0.506	0.0296267	
0.507	0.0293251	
0.508	0.0285838	
0.509	0.0284331	
0.510	0.0287819	
0.511	0.0288558	
0.512	0.0282082	
0.513	0.0273011	
0.514	0.0272391	
0.515	0.0281204	
0.516	0.0293555	
0.517	0.0293021	
0.518	0.0284461	
0.519	0.0280761	
0.520	0.0289262	
0.521	0.030402	
0.522	0.0312674	
0.523	0.0309087	
0.524	0.0304132	
0.525	0.0302351	
0.526	0.0309175	
0.527	0.0317995	
0.528	0.0322115	
0.529	0.0317558	
0.530	0.0308992	
0.531	0.030359	
0.532	0.0306821	
0.533	0.0315056	
0.534	0.0317193	
0.535	0.0307236	
0.536	0.0294762	
0.537	0.0291342	
0.538	0.0303481	
0.539	0.0303481	
0.540	0.0302452	
0.541	0.0299506	
0.542	0.0288675	
0.543	0.0290837	
0.544	0.0301856	
0.545	0.0310767	
0.546	0.0311771	
0.547	0.0304777	
0.548	0.0304777	
0.549	0.0300482	
0.550	0.0300482	
0.551	0.0312706	
0.552	0.0313	
0.553	0.0313	
0.554	0.0304417	
0.555	0.0306017	
0.556	0.0308685	
0.557	0.0313379	
0.558	0.0313379	
0.559	0.0302914	
0.560	0.0302904	
0.561	0.0307318	
0.562	0.0307634	
0.563	0.0307634	
0.564	0.0298064	
0.565	0.029899	
0.566	0.029899	
0.567	0.030608	
0.568	0.0304689	
0.569	0.0302317	
0.570	0.0302317	
0.571	0.0300574	
0.572	0.0306496	
0.573	0.0312454	
0.574	0.0312232	
0.575	0.0307416	
0.576	0.0307416	
0.577	0.0309938	
0.578	0.031438	
0.579	0.0315318	
0.580	0.0315318	
0.581	0.0311945	
0.582	0.0310379	
0.583	0.0309794	
0.584	0.0310626	
0.585	0.031195	
0.586	0.0309794	
0.587	0.0304647	
0.588	0.030078	
0.589	0.0300782	
0.590	0.0304676	
0.591	0.0306776	
0.592	0.0301798	
0.593	0.0295054	
0.594	0.0292096	
0.595	0.0295393	
0.596	0.0300796	
0.597	0.0300529	
0.598	0.0293549	
0.599	0.0290202	
0.600	0.0297969	
0.601	0.0306023	
0.602	0.0308174	
0.603	0.0304599	
0.604	0.0302656	
0.605	0.0309494	
0.606	0.031848	
0.607	0.0317496	
0.608	0.0307509	
0.609	0.030077	
0.610	0.0306888	
0.611	0.0318867	
0.612	0.0322199	
0.613	0.0312099	
0.614	0.0302532	
0.615	0.0305013	
0.616	0.0313129	
0.617	0.0312	
0.618	0.0304703	
0.619	0.0299696	
0.620	0.0301394	
0.621	0.0306092	
0.622	0.0306725	
0.623	0.0301876	
0.624	0.0297208	
0.625	0.0297422	
0.626	0.0302788	
0.627	0.0308481	
0.628	0.0308119	
0.629	0.0304213	
0.630	0.0302813	
0.631	0.030491	
0.632	0.0308793	
0.633	0.030849	
0.634	0.0309192	
0.635	0.0312543	
0.636	0.0311548	
0.637	0.0306894	
0.638	0.0303668	
0.639	0.0310153	
0.640	0.032345	
0.641	0.0325972	
0.642	0.0312003	
0.643	0.0297107	
0.644	0.0298697	
0.645	0.0311418	
0.646	0.0320702	
0.647	0.0315795	
0.648	0.0301217	
0.649	0.0292696	
0.650	0.029943	
0.651	0.0310141	
0.652	0.0311516	
0.653	0.0303856	
0.654	0.0297762	
0.655	0.0300082	
0.656	0.0311079	
0.657	0.0321686	
0.658	0.0320026	
0.659	0.0309369	
0.660	0.0304376	
0.661	0.0315304	
0.662	0.0333873	
0.663	0.033843	
0.664	0.0324835	
0.665	0.0310282	
0.666	0.0314054	
0.667	0.0329485	
0.668	0.0336509	
0.669	0.0322868	
0.670	0.0303962	
0.671	0.0300909	
0.672	0.0312274	
0.673	0.0320629	
0.674	0.0312277	
0.675	0.029926	
0.676	0.0297592	
0.677	0.0305078	
0.678	0.0307101	
0.679	0.0299588	
0.680	0.0297831	
0.681	0.0308876	
0.682	0.03172	
0.683	0.0312221	
0.684	0.0301379	
0.685	0.0299901	
0.686	0.0307984	
0.687	0.031663	
0.688	0.0313706	
0.689	0.0302423	
0.690	0.0297243	
0.691	0.0304514	
0.692	0.0315001	
0.693	0.0315121	
0.694	0.0305251	
0.695	0.0299993	
0.696	0.0305714	
0.697	0.0314511	
0.698	0.0311678	
0.699	0.0311678	
0.700	0.0303064	
0.701	0.0303064	
0.702	0.0313106	
0.703	0.0305833	
0.704	0.0305833	
0.705	0.0301065	
0.706	0.031228	
0.707	0.0321653	
0.708	0.0321653	
0.709	0.0312099	
0.710	0.0312099	
0.711	0.0314069	
0.712	0.0314069	
0.713	0.0325098	
0.714	0.031802	
0.715	0.0309233	
0.716	0.0309233	
0.717	0.0310047	
0.718	0.0310047	
0.719	0.0311232	
0.720	0.0311232	
0.721	0.0302781	
0.722	0.0300128	
0.723	0.0300128	
0.724	0.0297556	
0.725	0.029552	
0.726	0.0293397	
0.727	0.02917	
0.728	0.0292446	
0.729	0.0292446	
0.730	0.0290863	
0.731	0.0288016	
0.732	0.0288973	
0.733	0.0289763	
0.734	0.0290649	
0.735	0.0300424	
0.736	0.0305187	
0.737	0.0303615	
0.738	0.0298463	
0.739	0.030144	
0.740	0.0311499	
0.741	0.0319078	
0.742	0.031908	
0.743	0.0314468	
0.744	0.0310315	
0.745	0.0310776	
0.746	0.0312659	
0.747	0.031567	
0.748	0.0315231	
0.749	0.0309967	
0.750	0.0303474	
0.751	0.0303218	
0.752	0.030393	
0.753	0.030092	
0.754	0.0297116	
0.755	0.0298191	
0.756	0.030129	
0.757	0.0293209	
0.758	0.0282538	
0.759	0.0279912	
0.760	0.0291633	
0.761	0.0302445	
0.762	0.0302684	
0.763	0.0295007	
0.764	0.0290495	
0.765	0.0296295	
0.766	0.0309606	
0.767	0.0317368	
0.768	0.0316048	
0.769	0.0309258	
0.770	0.0306277	
0.771	0.0310068	
0.772	0.0317598	
0.773	0.0321426	
0.774	0.0317401	
0.775	0.0306245	
0.776	0.0301741	
0.777	0.0306633	
0.778	0.0313127	
0.779	0.0309456	
0.780	0.0296248	
0.781	0.0287246	
0.782	0.0288446	
0.783	0.0295422	
0.784	0.0297945	
0.785	0.0293643	
0.786	0.028742	
0.787	0.0284596	
0.788	0.0291407	
0.789	0.0299241	
0.790	0.0299987	
0.791	0.0300531	
0.792	0.0298188	
0.793	0.0297469	
0.794	0.0301742	
0.795	0.0306274	
0.796	0.0307013	
0.797	0.0303729	
0.798	0.0304582	
0.799	0.0304582	
0.800	0.0305302	
0.801	0.0305295	
0.802	0.0304581	
0.803	0.0305186	
0.804	0.0303791	
0.805	0.0301301	
0.806	0.0302012	
0.807	0.0299527	
0.808	0.0299151	
0.809	0.0298102	
0.810	0.0297791	
0.811	0.0297008	
0.812	0.0297457	
0.813	0.0296123	
0.814	0.0301466	
0.815	0.0300367	
0.816	0.0295453	
0.817	0.0295453	
0.818	0.0305543	
0.819	0.0305543	
0.820	0.0304549	
0.821	0.0304549	
0.822	0.0301112	
0.823	0.0301112	
0.824	0.0302403	
0.825	0.0307709	
0.826	0.030898	
0.827	0.0302945	
0.828	0.0302945	
0.829	0.0295514	
0.830	0.0296498	
0.831	0.0305298	
0.832	0.0304965	
0.833	0.0296128	
0.834	0.0288441	
0.835	0.0290208	
0.836	0.029333	
0.837	0.0296485	
0.838	0.0292748	
0.839	0.0285456	
0.840	0.028653	
0.841	0.0291575	
0.842	0.0295315	
0.843	0.0289007	
0.844	0.0281842	
0.845	0.028532	
0.846	0.029618	
0.847	0.0305598	
0.848	0.030189	
0.849	0.029338	
0.850	0.0293908	
0.851	0.0305088	
0.852	0.0317041	
0.853	0.0313197	
0.854	0.0295955	
0.855	0.0288098	
0.856	0.0297317	
0.857	0.0310571	
0.858	0.0314353	
0.859	0.0303524	
0.860	0.0289218	
0.861	0.0289662	
0.862	0.0302124	
0.863	0.0306355	
0.864	0.0293966	
0.865	0.0281685	
0.866	0.0281572	
0.867	0.0289497	
0.868	0.0296753	
0.869	0.029305	
0.870	0.0282029	
0.871	0.027726	
0.872	0.0280938	
0.873	0.0289895	
0.874	0.0293887	
0.875	0.0288707	
0.876	0.0281799	
0.877	0.0283499	
0.878	0.0291303	
0.879	0.0295114	
0.880	0.0289936	
0.881	0.0285762	
0.882	0.0289748	
0.883	0.0300316	
0.884	0.0300657	
0.885	0.0290405	
0.886	0.0285098	
0.887	0.0296565	
0.888	0.0312222	
0.889	0.0311855	
0.890	0.0294342	
0.891	0.0282022	
0.892	0.0287266	
0.893	0.0302306	
0.894	0.0307639	
0.895	0.0298187	
0.896	0.0284793	
0.897	0.0279702	
0.898	0.028841	
0.899	0.0298995	
0.900	0.0296508	
0.901	0.0284587	
0.902	0.027876	
0.903	0.0286427	
0.904	0.0296881	
0.905	0.0303302	
0.906	0.030181	
0.907	0.0292264	
0.908	0.0288023	
0.909	0.02949	
0.910	0.031005	
0.911	0.0318263	
0.912	0.0309978	
0.913	0.0294575	
0.914	0.0290392	
0.915	0.0304898	
0.916	0.0319269	
0.917	0.0312488	
0.918	0.0289764	
0.919	0.0276012	
0.920	0.0284716	
0.921	0.0302259	
0.922	0.0305246	
0.923	0.0305246	
0.924	0.0274948	
0.925	0.0262379	
0.926	0.0275192	
0.927	0.0295259	
0.928	0.0294791	
0.929	0.0273116	
0.930	0.0259289	
0.931	0.0269279	
0.932	0.0294797	
0.933	0.0308677	
0.934	0.0294499	
0.935	0.0269537	
0.936	0.0264429	
0.937	0.0284378	
0.938	0.0309462	
0.939	0.0284845	
0.940	0.0271955	
0.941	0.0272762	
0.942	0.0298395	
0.943	0.0295105	
0.944	0.0295105	
0.945	0.0295105	
0.946	0.0268896	
0.947	0.0277063	
0.948	0.0297581	
0.949	0.0306102	
0.950	0.0293087	
0.951	0.0276796	
0.952	0.0275286	
0.953	0.0291701	
0.954	0.030034	
0.955	0.0288715	
0.956	0.0273883	
0.957	0.0279019	
0.958	0.0279019	
0.959	0.0303303	
0.960	0.0300484	
0.961	0.0289381	
0.962	0.0283442	
0.963	0.0290936	
0.964	0.0290936	
0.965	0.0302739	
0.966	0.0302739	
0.967	0.0283475	
0.968	0.0283475	
0.969	0.0291246	
0.970	0.0290722	
0.971	0.0290722	
0.972	0.0279137	
0.973	0.0279137	
0.974	0.028513	
0.975	0.0282662	
0.976	0.0275668	
0.977	0.0269703	
0.978	0.0270386	
0.979	0.0272972	
0.980	0.0273251	
0.981	0.0273439	
0.982	0.0270976	
0.983	0.0270296	
0.984	0.0271546	
0.985	0.0275159	
0.986	0.02776	
0.987	0.0274628	
0.988	0.0275057	
0.989	0.0285333	
0.990	0.0296153	
0.991	0.0296633	
0.992	0.028938	
0.993	0.0290384	
0.994	0.0298236	
0.995	0.0309371	
0.996	0.0312712	
0.997	0.0306567	
0.998	0.0301575	
0.999	0.030151	
1.000	0.0303851	
1.001	0.0308446	
1.002	0.0309306	
1.003	0.0302956	
1.004	0.0297194	
1.005	0.0295905	
1.006	0.0297663	
1.007	0.0294473	
1.008	0.0288743	
1.009	0.0289405	
1.010	0.0292615	
1.011	0.0290066	
1.012	0.028025	
1.013	0.027309	
1.014	0.0276944	
1.015	0.0288424	
1.016	0.0292688	
1.017	0.02865	
1.018	0.028124	
1.019	0.0286299	
1.020	0.0298366	
1.021	0.030693	
1.022	0.0306066	
1.023	0.0306066	
1.024	0.0302237	
1.025	0.0305745	
1.026	0.0309723	
1.027	0.0313592	
1.028	0.0315414	
1.029	0.0312562	
1.030	0.0310501	
1.031	0.0307665	
1.032	0.0310346	
1.033	0.0310935	
1.034	0.0309618	
1.035	0.0301	
1.036	0.0294626	
1.037	0.0295848	
1.038	0.02989	
1.039	0.0296846	
1.040	0.0292672	
1.041	0.029133	
1.042	0.0292582	
1.043	0.0294364	
1.044	0.0296794	
1.045	0.0299247	
1.046	0.0303017	
1.047	0.0305756	
1.048	0.0303857	
1.049	0.0301961	
1.050	0.0302401	
1.051	0.0306416	
1.052	0.0307861	
1.053	0.0305704	
1.054	0.0304633	
1.055	0.0304101	
1.056	0.0306652	
1.057	0.0307839	
1.058	0.0305672	
1.059	0.0302868	
1.060	0.0302889	
1.061	0.0304856	
1.062	0.0304918	
1.063	0.0300901	
1.064	0.0297402	
1.065	0.0298307	
1.066	0.0298307	
1.067	0.0303603	
1.068	0.0302817	
1.069	0.0301176	
1.070	0.0299059	
1.071	0.0299059	
1.072	0.0301421	
1.073	0.0310501	
1.074	0.0310501	
1.075	0.0309058	
1.076	0.0309058	
1.077	0.0308815	
1.078	0.0308815	
1.079	0.0313437	
1.080	0.0313437	
1.081	0.0312331	
1.082	0.0310469	
1.083	0.0309584	
1.084	0.0311309	
1.085	0.0311038	
1.086	0.0305716	
1.087	0.0300974	
1.088	0.030054	
1.089	0.0301698	
1.090	0.0304808	
1.091	0.0302076	
1.092	0.0297903	
1.093	0.0294569	
1.094	0.0294569	
1.095	0.0298298	
1.096	0.0299278	
1.097	0.0293629	
1.098	0.028971	
1.099	0.0294582	
1.100	0.0303095	
1.101	0.0307469	
1.102	0.0302914	
1.103	0.0298041	
1.104	0.0302981	
1.105	0.0314482	
1.106	0.0320053	
1.107	0.0310298	
1.108	0.0299556	
1.109	0.0298335	
1.110	0.0309706	
1.111	0.0319604	
1.112	0.0316212	
1.113	0.0303195	
1.114	0.0296606	
1.115	0.0305791	
1.116	0.0315791	
1.117	0.0310421	
1.118	0.0296315	
1.119	0.0289131	
1.120	0.029727	
1.121	0.0308223	
1.122	0.0310177	
1.123	0.0310177	
1.124	0.0292657	
1.125	0.0288818	
1.126	0.0296317	
1.127	0.0306425	
1.128	0.03094	
1.129	0.0302011	
1.130	0.0294437	
1.131	0.0297726	
1.132	0.0306855	
1.133	0.031109	
1.134	0.0307275	
1.135	0.0304548	
1.136	0.0309967	
1.137	0.0312052	
1.138	0.0307322	
1.139	0.0304682	
1.140	0.0314101	
1.141	0.0324937	
1.142	0.0320889	
1.143	0.0304838	
1.144	0.0298503	
1.145	0.0306661	
1.146	0.0316572	
1.147	0.0313722	
1.148	0.0313722	
1.149	0.0296008	
1.150	0.0296008	
1.151	0.0307329	
1.152	0.0312438	
1.153	0.0304565	
1.154	0.0296808	
1.155	0.0298612	
1.156	0.0306332	
1.157	0.0314847	
1.158	0.0320226	
1.159	0.0314099	
1.160	0.0305162	
1.161	0.0307444	
1.162	0.0322175	
1.163	0.0334346	
1.164	0.0327159	
1.165	0.0327159	
1.166	0.0309116	
1.167	0.0327153	
1.168	0.0327153	
1.169	0.0332468	
1.170	0.0315376	
1.171	0.0305896	
1.172	0.0305896	
1.173	0.0317933	
1.174	0.0317933	
1.175	0.0296364	
1.176	0.0296364	
1.177	0.030979	
1.178	0.030979	
1.179	0.0299376	
1.180	0.0299376	
1.181	0.0298613	
1.182	0.0298613	
1.183	0.0322368	
1.184	0.0307821	
1.185	0.029401	
1.186	0.0296213	
1.187	0.0311042	
1.188	0.0318565	
1.189	0.0311116	
1.190	0.0298753	
1.191	0.0299307	
1.192	0.0308711	
1.193	0.0313681	
1.194	0.0306864	
1.195	0.0302675	
1.196	0.0304542	
1.197	0.0309635	
1.198	0.0314439	
1.199	0.0308015	
1.200	0.0304902	
1.201	0.0308504	
1.202	0.0311841	
1.203	0.0307667	
1.204	0.0300664	
1.205	0.0303416	
1.206	0.0316314	
1.207	0.0323448	
1.208	0.031923	
1.209	0.031314	
1.210	0.0310559	
1.211	0.0313702	
1.212	0.0321469	
1.213	0.0324353	
1.214	0.0318514	
1.215	0.0313524	
1.216	0.0311694	
1.217	0.0311651	
1.218	0.0312637	
1.219	0.0308422	
1.220	0.030633	
1.221	0.0306963	
1.222	0.0303558	
1.223	0.0303558	
1.224	0.0296039	
1.225	0.0293917	
1.226	0.0294702	
1.227	0.0292775	
1.228	0.0293136	
1.229	0.0293214	
1.230	0.0292724	
1.231	0.0290198	
1.232	0.0289749	
1.233	0.0293055	
1.234	0.0291137	
1.235	0.0290321	
1.236	0.0299781	
1.237	0.0308861	
1.238	0.0308861	
1.239	0.0298265	
1.240	0.0303379	
1.241	0.031362	
1.242	0.0321365	
1.243	0.0319174	
1.244	0.031065	
1.245	0.0306393	
1.246	0.0308566	
1.247	0.0316006	
1.248	0.0320259	
1.249	0.0314763	
1.250	0.030381	
1.251	0.0298425	
1.252	0.0301965	
1.253	0.0304766	
1.254	0.0300781	
1.255	0.0297028	
1.256	0.0296155	
1.257	0.0292747	
1.258	0.0286842	
1.259	0.0287073	
1.260	0.0293057	
1.261	0.0298329	
1.262	0.0297101	
1.263	0.0292293	
1.264	0.0293968	
1.265	0.0302413	
1.266	0.0310571	
1.267	0.0310206	
1.268	0.0308308	
1.269	0.0307309	
1.270	0.0310379	
1.271	0.031303	
1.272	0.0315716	
1.273	0.0318369	
1.274	0.0313974	
1.275	0.0308237	
1.276	0.0305137	
