Time [s]	gt_FA2TC_data.n_meas(W:0000EED4h)	
0.110	0.0300751	
0.111	0.0301013	
0.112	0.0300799	
0.113	0.0300504	
0.114	0.0301716	
0.115	0.0303517	
0.116	0.030225	
0.117	0.0301142	
0.118	0.030152	
0.119	0.0301108	
0.120	0.0301854	
0.121	0.030475	
0.122	0.0304985	
0.123	0.0303029	
0.124	0.0301553	
0.125	0.0302894	
0.126	0.0302802	
0.127	0.030529	
0.128	0.0307223	
0.129	0.0304004	
0.130	0.0302844	
0.131	0.0303229	
0.132	0.0303538	
0.133	0.0303759	
0.134	0.0304521	
0.135	0.0302046	
0.136	0.0299461	
0.137	0.0299325	
0.138	0.0299343	
0.139	0.0299122	
0.140	0.0298775	
0.141	0.0297946	
0.142	0.0296342	
0.143	0.0295569	
0.144	0.0295502	
0.145	0.0296485	
0.146	0.029741	
0.147	0.0296347	
0.148	0.0295382	
0.149	0.0293409	
0.150	0.0294276	
0.151	0.0294865	
0.152	0.0294865	
0.153	0.0294865	
0.154	0.0294865	
0.155	0.0291251	
0.156	0.0291115	
0.157	0.0291511	
0.158	0.0293527	
0.159	0.0291118	
0.160	0.0291118	
0.161	0.0288895	
0.162	0.0288895	
0.163	0.0293079	
0.164	0.0294846	
0.165	0.0294846	
0.166	0.0294811	
0.167	0.0293591	
0.168	0.0294084	
0.169	0.0295131	
0.170	0.0299912	
0.171	0.0299912	
0.172	0.0299912	
0.173	0.0295937	
0.174	0.0295937	
0.175	0.0297331	
0.176	0.0297331	
0.177	0.0301877	
0.178	0.0301877	
0.179	0.0298346	
0.180	0.0298346	
0.181	0.0292609	
0.182	0.0295648	
0.183	0.0300058	
0.184	0.0300058	
0.185	0.0295619	
0.186	0.0291958	
0.187	0.0291326	
0.188	0.0293575	
0.189	0.029756	
0.190	0.029756	
0.191	0.0295019	
0.192	0.0295019	
0.193	0.0288118	
0.194	0.0289219	
0.195	0.0289219	
0.196	0.0295389	
0.197	0.0293085	
0.198	0.0288702	
0.199	0.028602	
0.200	0.0287735	
0.201	0.0291238	
0.202	0.0295899	
0.203	0.0296742	
0.204	0.0291898	
0.205	0.0288957	
0.206	0.0288957	
0.207	0.0292492	
0.208	0.0297008	
0.209	0.0299417	
0.210	0.0298527	
0.211	0.0295146	
0.212	0.0293037	
0.213	0.029685	
0.214	0.0301578	
0.215	0.0305495	
0.216	0.030349	
0.217	0.0297525	
0.218	0.0295141	
0.219	0.0298574	
0.220	0.0302802	
0.221	0.0304212	
0.222	0.0301742	
0.223	0.0297072	
0.224	0.0294283	
0.225	0.0295277	
0.226	0.030065	
0.227	0.0302164	
0.228	0.0299713	
0.229	0.0297648	
0.230	0.0294449	
0.231	0.029418	
0.232	0.0298212	
0.233	0.0300747	
0.234	0.0299575	
0.235	0.029593	
0.236	0.0293079	
0.237	0.0293204	
0.238	0.029531	
0.239	0.0298183	
0.240	0.0296708	
0.241	0.0291808	
0.242	0.0289482	
0.243	0.0288975	
0.244	0.0292375	
0.245	0.0294976	
0.246	0.0295727	
0.247	0.0293525	
0.248	0.0289163	
0.249	0.0290593	
0.250	0.0295514	
0.251	0.0298332	
0.252	0.030068	
0.253	0.0299136	
0.254	0.0296889	
0.255	0.0297231	
0.256	0.030288	
0.257	0.0307117	
0.258	0.0307117	
0.259	0.0306508	
0.260	0.0303642	
0.261	0.0302791	
0.262	0.030366	
0.263	0.0309961	
0.264	0.0309961	
0.265	0.0306731	
0.266	0.0304398	
0.267	0.030372	
0.268	0.0306072	
0.269	0.0307491	
0.270	0.0307866	
0.271	0.0305582	
0.272	0.0303024	
0.273	0.0302892	
0.274	0.0304486	
0.275	0.0305835	
0.276	0.0306801	
0.277	0.0303289	
0.278	0.0300273	
0.279	0.0300009	
0.280	0.0301618	
0.281	0.0302129	
0.282	0.0301752	
0.283	0.0300885	
0.284	0.0299012	
0.285	0.0298678	
0.286	0.0300253	
0.287	0.0301988	
0.288	0.0302731	
0.289	0.0300596	
0.290	0.0298515	
0.291	0.0299923	
0.292	0.0302748	
0.293	0.0304721	
0.294	0.0304367	
0.295	0.0303554	
0.296	0.0303973	
0.297	0.0305354	
0.298	0.0307002	
0.299	0.0308654	
0.300	0.0308731	
0.301	0.0308731	
0.302	0.0307071	
0.303	0.0307271	
0.304	0.0309145	
0.305	0.0309348	
0.306	0.0307342	
0.307	0.0306438	
0.308	0.0307647	
0.309	0.0308627	
0.310	0.0309664	
0.311	0.0307992	
0.312	0.0306726	
0.313	0.0307596	
0.314	0.0309043	
0.315	0.0309032	
0.316	0.0306547	
0.317	0.0305748	
0.318	0.0305726	
0.319	0.0305538	
0.320	0.0305942	
0.321	0.0304244	
0.322	0.0301749	
0.323	0.0301066	
0.324	0.0301376	
0.325	0.0301544	
0.326	0.0299819	
0.327	0.0298622	
0.328	0.0296306	
0.329	0.0297175	
0.330	0.0298759	
0.331	0.029972	
0.332	0.0299489	
0.333	0.0298247	
0.334	0.0297672	
0.335	0.0299081	
0.336	0.0300889	
0.337	0.0300987	
0.338	0.0300987	
0.339	0.0302053	
0.340	0.0302053	
0.341	0.0305043	
0.342	0.0306029	
0.343	0.030546	
0.344	0.0305151	
0.345	0.0304817	
0.346	0.0304817	
0.347	0.0306839	
0.348	0.0306798	
0.349	0.0306799	
0.350	0.0306799	
0.351	0.0305	
0.352	0.0305	
0.353	0.0305199	
0.354	0.0306713	
0.355	0.030729	
0.356	0.030638	
0.357	0.0304504	
0.358	0.0303855	
0.359	0.0303936	
0.360	0.0303936	
0.361	0.0302094	
0.362	0.0302094	
0.363	0.0300596	
0.364	0.0299393	
0.365	0.029897	
0.366	0.029897	
0.367	0.029885	
0.368	0.0297969	
0.369	0.0295912	
0.370	0.0296261	
0.371	0.0297278	
0.372	0.0298174	
0.373	0.0297485	
0.374	0.0297189	
0.375	0.0296269	
0.376	0.0296824	
0.377	0.0297504	
0.378	0.0298501	
0.379	0.0299524	
0.380	0.0298655	
0.381	0.0297135	
0.382	0.0297188	
0.383	0.0297188	
0.384	0.0299513	
0.385	0.0299513	
0.386	0.0296233	
0.387	0.0293957	
0.388	0.0293957	
0.389	0.0296821	
0.390	0.0296821	
0.391	0.0298194	
0.392	0.0298194	
0.393	0.029571	
0.394	0.0295363	
0.395	0.0295363	
0.396	0.0299249	
0.397	0.0299249	
0.398	0.0299366	
0.399	0.0297566	
0.400	0.0297327	
0.401	0.0297064	
0.402	0.0298748	
0.403	0.0297526	
0.404	0.0295811	
0.405	0.029504	
0.406	0.0294454	
0.407	0.0293694	
0.408	0.0292927	
0.409	0.0291628	
0.410	0.0291628	
0.411	0.0290471	
0.412	0.0291195	
0.413	0.0291503	
0.414	0.02905	
0.415	0.0290999	
0.416	0.0290105	
0.417	0.0289056	
0.418	0.0290836	
0.419	0.0292714	
0.420	0.0293168	
0.421	0.0293043	
0.422	0.0292679	
0.423	0.0292809	
0.424	0.0294338	
0.425	0.029561	
0.426	0.0296081	
0.427	0.0295616	
0.428	0.0295209	
0.429	0.0296266	
0.430	0.0297089	
0.431	0.0297089	
0.432	0.0296121	
0.433	0.0297115	
0.434	0.0297183	
0.435	0.0296813	
0.436	0.029676	
0.437	0.0296466	
0.438	0.0297554	
0.439	0.029858	
0.440	0.0299515	
0.441	0.0297987	
0.442	0.0297126	
0.443	0.0296776	
0.444	0.0297449	
0.445	0.0297912	
0.446	0.0297544	
0.447	0.0296236	
0.448	0.0294561	
0.449	0.0294328	
0.450	0.0295586	
0.451	0.0295589	
0.452	0.0294751	
0.453	0.0294751	
0.454	0.029449	
0.455	0.0295461	
0.456	0.0294442	
0.457	0.0295251	
0.458	0.0295379	
0.459	0.0294734	
0.460	0.0294751	
0.461	0.0295185	
0.462	0.0296183	
0.463	0.0295994	
0.464	0.0297138	
0.465	0.0296405	
0.466	0.0296743	
0.467	0.0296401	
0.468	0.0297672	
0.469	0.0296537	
0.470	0.0295464	
0.471	0.02957	
0.472	0.0297202	
0.473	0.0296863	
0.474	0.0295758	
0.475	0.0296708	
0.476	0.029747	
0.477	0.0298434	
0.478	0.0298033	
0.479	0.0297088	
0.480	0.029752	
0.481	0.0299173	
0.482	0.0300662	
0.483	0.0300025	
0.484	0.0299832	
0.485	0.0299772	
0.486	0.0300258	
0.487	0.0300338	
0.488	0.0300272	
0.489	0.0298933	
0.490	0.0298572	
0.491	0.0299326	
0.492	0.0299019	
0.493	0.0297689	
0.494	0.0296518	
0.495	0.0296521	
0.496	0.0298445	
0.497	0.0298414	
0.498	0.0296726	
0.499	0.0295783	
0.500	0.0296225	
0.501	0.029715	
0.502	0.0299554	
0.503	0.0300671	
0.504	0.0300429	
0.505	0.029953	
0.506	0.0299265	
0.507	0.0300495	
0.508	0.0303022	
0.509	0.0303977	
0.510	0.0303879	
0.511	0.0303451	
0.512	0.0304173	
0.513	0.0304292	
0.514	0.0304823	
0.515	0.0304026	
0.516	0.0303559	
0.517	0.0304451	
0.518	0.0304289	
0.519	0.0305406	
0.520	0.0305274	
0.521	0.0305425	
0.522	0.0305558	
0.523	0.0306289	
0.524	0.0307032	
0.525	0.0306899	
0.526	0.0306828	
0.527	0.0305778	
0.528	0.0306276	
0.529	0.0307464	
0.530	0.030773	
0.531	0.0307511	
0.532	0.0307199	
0.533	0.0307211	
0.534	0.0307241	
0.535	0.0307739	
0.536	0.0308525	
0.537	0.0309184	
0.538	0.0308806	
0.539	0.0307908	
0.540	0.0307787	
0.541	0.0307574	
0.542	0.030857	
0.543	0.0310104	
0.544	0.0310399	
0.545	0.030787	
0.546	0.0307066	
0.547	0.0308654	
0.548	0.0310944	
0.549	0.0311844	
0.550	0.0310325	
0.551	0.0307436	
0.552	0.0306506	
0.553	0.0306506	
0.554	0.0308457	
0.555	0.0308198	
0.556	0.0306834	
0.557	0.0304783	
0.558	0.0304977	
0.559	0.0307504	
0.560	0.0308212	
0.561	0.0308263	
0.562	0.0306496	
0.563	0.0305436	
0.564	0.0306887	
0.565	0.0308437	
0.566	0.0310917	
0.567	0.0308972	
0.568	0.0306371	
0.569	0.0306181	
0.570	0.0307835	
0.571	0.0308973	
0.572	0.0307518	
0.573	0.0305689	
0.574	0.0303681	
0.575	0.0303681	
0.576	0.0304642	
0.577	0.0306292	
0.578	0.0306574	
0.579	0.0305965	
0.580	0.0304605	
0.581	0.0304044	
0.582	0.0304782	
0.583	0.0307145	
0.584	0.0308461	
0.585	0.0308303	
0.586	0.030673	
0.587	0.0305624	
0.588	0.0305445	
0.589	0.0307535	
0.590	0.0311201	
0.591	0.0311048	
0.592	0.0309757	
0.593	0.0307138	
0.594	0.0306655	
0.595	0.0308535	
0.596	0.0309628	
0.597	0.0307948	
0.598	0.0305372	
0.599	0.0304824	
0.600	0.0304733	
0.601	0.0305923	
0.602	0.0306991	
0.603	0.0306991	
0.604	0.0302659	
0.605	0.0301782	
0.606	0.0302668	
0.607	0.0305346	
0.608	0.0305079	
0.609	0.0303017	
0.610	0.0301483	
0.611	0.0301199	
0.612	0.030248	
0.613	0.0303652	
0.614	0.030365	
0.615	0.0302765	
0.616	0.0301374	
0.617	0.0303208	
0.618	0.0303208	
0.619	0.0304219	
0.620	0.0303448	
0.621	0.0303448	
0.622	0.0303541	
0.623	0.0303234	
0.624	0.0303234	
0.625	0.0307557	
0.626	0.0307557	
0.627	0.0303162	
0.628	0.0303162	
0.629	0.0304138	
0.630	0.0305317	
0.631	0.0305317	
0.632	0.0304428	
0.633	0.0300855	
0.634	0.0300855	
0.635	0.0300576	
0.636	0.0301329	
0.637	0.0300582	
0.638	0.0300076	
0.639	0.0300076	
0.640	0.0295628	
0.641	0.0297626	
0.642	0.0296788	
0.643	0.0296788	
0.644	0.0294861	
0.645	0.0294861	
0.646	0.0295395	
0.647	0.0295395	
0.648	0.0296253	
0.649	0.0295665	
0.650	0.0293786	
0.651	0.0292408	
0.652	0.0293587	
0.653	0.0293967	
0.654	0.0293098	
0.655	0.0293673	
0.656	0.0290707	
0.657	0.0291688	
0.658	0.0291688	
0.659	0.0292782	
0.660	0.0292405	
0.661	0.0291555	
0.662	0.0291375	
0.663	0.0290893	
0.664	0.0290685	
0.665	0.0294338	
0.666	0.0295084	
0.667	0.0294843	
0.668	0.0295102	
0.669	0.0294205	
0.670	0.0295412	
0.671	0.0297985	
0.672	0.030087	
0.673	0.0299858	
0.674	0.0298147	
0.675	0.0298782	
0.676	0.0297899	
0.677	0.0299732	
0.678	0.0300906	
0.679	0.0301628	
0.680	0.029978	
0.681	0.0297037	
0.682	0.0297989	
0.683	0.0297872	
0.684	0.0297832	
0.685	0.0296562	
0.686	0.0295552	
0.687	0.0295338	
0.688	0.029485	
0.689	0.0295003	
0.690	0.0296059	
0.691	0.0294677	
0.692	0.0293184	
0.693	0.029261	
0.694	0.0292187	
0.695	0.0292024	
0.696	0.0292799	
0.697	0.029198	
0.698	0.0291492	
0.699	0.0289888	
0.700	0.0290691	
0.701	0.0291444	
0.702	0.0292172	
0.703	0.0293157	
0.704	0.029392	
0.705	0.0294001	
0.706	0.0294174	
0.707	0.0294582	
0.708	0.0295413	
0.709	0.0296276	
0.710	0.0299035	
0.711	0.0300193	
0.712	0.03002	
0.713	0.0299715	
0.714	0.0299597	
0.715	0.0299599	
0.716	0.0301482	
0.717	0.0301852	
0.718	0.0300331	
0.719	0.0299971	
0.720	0.029786	
0.721	0.0297961	
0.722	0.0297965	
0.723	0.0299761	
0.724	0.0299546	
0.725	0.0298312	
0.726	0.0297452	
0.727	0.0295595	
0.728	0.0296308	
0.729	0.0297507	
0.730	0.0298719	
0.731	0.02977	
0.732	0.0296618	
0.733	0.0296071	
0.734	0.0295602	
0.735	0.0294552	
0.736	0.029552	
0.737	0.0296742	
0.738	0.029399	
0.739	0.0291883	
0.740	0.0291787	
0.741	0.0292214	
0.742	0.0292209	
0.743	0.0294435	
0.744	0.0293211	
0.745	0.0290252	
0.746	0.0288817	
0.747	0.0292243	
0.748	0.0293049	
0.749	0.0295664	
0.750	0.0296854	
0.751	0.0295715	
0.752	0.0295715	
0.753	0.0296819	
0.754	0.0298819	
0.755	0.0300356	
0.756	0.0300356	
0.757	0.0302741	
0.758	0.0303317	
0.759	0.0301952	
0.760	0.0303552	
0.761	0.0305634	
0.762	0.0306765	
0.763	0.0306993	
0.764	0.0305514	
0.765	0.0303932	
0.766	0.0305237	
0.767	0.0307615	
0.768	0.0308056	
0.769	0.0305101	
0.770	0.0302202	
0.771	0.0304084	
0.772	0.0306347	
0.773	0.0307981	
0.774	0.0305724	
0.775	0.0302096	
0.776	0.0300114	
0.777	0.0300176	
0.778	0.0302638	
0.779	0.0303701	
0.780	0.0303043	
0.781	0.0300813	
0.782	0.0298253	
0.783	0.0298243	
0.784	0.0300672	
0.785	0.0301202	
0.786	0.030063	
0.787	0.0300834	
0.788	0.0299292	
0.789	0.0299988	
0.790	0.0301275	
0.791	0.0301457	
0.792	0.030336	
0.793	0.0304046	
0.794	0.0305207	
0.795	0.0304145	
0.796	0.030379	
0.797	0.0304326	
0.798	0.0306885	
0.799	0.0308714	
0.800	0.0308434	
0.801	0.0307584	
0.802	0.0306438	
0.803	0.0307349	
0.804	0.0308106	
0.805	0.0307839	
0.806	0.0308331	
0.807	0.0307757	
0.808	0.0307624	
0.809	0.0308334	
0.810	0.0307652	
0.811	0.0307029	
0.812	0.0307422	
0.813	0.0307422	
0.814	0.0308743	
0.815	0.0308743	
0.816	0.0306835	
0.817	0.0306835	
0.818	0.0303765	
0.819	0.0303765	
0.820	0.0303502	
0.821	0.0303502	
0.822	0.0300439	
0.823	0.0300439	
0.824	0.0299281	
0.825	0.0299281	
0.826	0.0298636	
0.827	0.0298636	
0.828	0.0295977	
0.829	0.0295977	
0.830	0.0297792	
0.831	0.0297792	
0.832	0.0298516	
0.833	0.0297611	
0.834	0.0297813	
0.835	0.0297813	
0.836	0.0300845	
0.837	0.0300845	
0.838	0.0302745	
0.839	0.0302121	
0.840	0.0302581	
0.841	0.0304025	
0.842	0.030536	
0.843	0.0305929	
0.844	0.0306826	
0.845	0.0305913	
0.846	0.030407	
0.847	0.0304608	
0.848	0.0306592	
0.849	0.0307902	
0.850	0.0306049	
0.851	0.0305396	
0.852	0.0303086	
0.853	0.0303597	
0.854	0.0303597	
0.855	0.0306052	
0.856	0.0305828	
0.857	0.0304864	
0.858	0.0302695	
0.859	0.0300795	
0.860	0.0300274	
0.861	0.0300407	
0.862	0.0300612	
0.863	0.0299083	
0.864	0.0297303	
0.865	0.0296066	
0.866	0.0295387	
0.867	0.0296486	
0.868	0.0298267	
0.869	0.029731	
0.870	0.0295258	
0.871	0.0294061	
0.872	0.0294068	
0.873	0.029556	
0.874	0.0296499	
0.875	0.0297007	
0.876	0.0296044	
0.877	0.029435	
0.878	0.029408	
0.879	0.0295323	
0.880	0.0297538	
0.881	0.0299192	
0.882	0.0298341	
0.883	0.0296581	
0.884	0.0293979	
0.885	0.029415	
0.886	0.0296264	
0.887	0.029767	
0.888	0.0297816	
0.889	0.0296389	
0.890	0.029533	
0.891	0.0296165	
0.892	0.0296525	
0.893	0.0298046	
0.894	0.0297367	
0.895	0.0297406	
0.896	0.0296889	
0.897	0.0297691	
0.898	0.0298277	
0.899	0.0297642	
0.900	0.0296476	
0.901	0.0296604	
0.902	0.0296107	
0.903	0.0295694	
0.904	0.0294859	
0.905	0.0294859	
0.906	0.0293217	
0.907	0.02909	
0.908	0.0289896	
0.909	0.0290173	
0.910	0.0289888	
0.911	0.0289891	
0.912	0.0290497	
0.913	0.0289657	
0.914	0.0288967	
0.915	0.0288379	
0.916	0.0288631	
0.917	0.0289398	
0.918	0.0290344	
0.919	0.0290669	
0.920	0.0291726	
0.921	0.0292088	
0.922	0.0293001	
0.923	0.0292743	
0.924	0.0293347	
0.925	0.0293786	
0.926	0.0295475	
0.927	0.0294747	
0.928	0.0294556	
0.929	0.029451	
0.930	0.0294569	
0.931	0.0293937	
0.932	0.0294962	
0.933	0.0297082	
0.934	0.0296905	
0.935	0.0295017	
0.936	0.0294396	
0.937	0.0293953	
0.938	0.029567	
0.939	0.0298463	
0.940	0.0299605	
0.941	0.0298108	
0.942	0.029521	
0.943	0.0293516	
0.944	0.0293516	
0.945	0.029436	
0.946	0.0296875	
0.947	0.0296078	
0.948	0.0292824	
0.949	0.0292824	
0.950	0.0291905	
0.951	0.0293034	
0.952	0.0297009	
0.953	0.0296238	
0.954	0.0296238	
0.955	0.0294049	
0.956	0.0291925	
0.957	0.0292725	
0.958	0.0294508	
0.959	0.0297314	
0.960	0.0297267	
0.961	0.0295323	
0.962	0.0291972	
0.963	0.0292601	
0.964	0.0295037	
0.965	0.0299023	
0.966	0.0300909	
0.967	0.0298429	
0.968	0.0295494	
0.969	0.0293461	
0.970	0.0297943	
0.971	0.0300249	
0.972	0.0298946	
0.973	0.0294606	
0.974	0.0292154	
0.975	0.0295725	
0.976	0.0299001	
0.977	0.0301269	
0.978	0.0300416	
0.979	0.0296676	
0.980	0.0294505	
0.981	0.0295945	
0.982	0.0299435	
0.983	0.0303141	
0.984	0.0303432	
0.985	0.0300081	
0.986	0.029694	
0.987	0.0296923	
0.988	0.0299504	
0.989	0.0301646	
0.990	0.0301882	
0.991	0.0299371	
0.992	0.0296413	
0.993	0.0295901	
0.994	0.0298095	
0.995	0.029928	
0.996	0.0300108	
0.997	0.0298637	
0.998	0.0296422	
0.999	0.0295378	
1.000	0.0297374	
1.001	0.0299183	
1.002	0.0301602	
1.003	0.0301175	
1.004	0.0299829	
1.005	0.0297941	
1.006	0.0298353	
1.007	0.0301073	
1.008	0.0304452	
1.009	0.0305051	
1.010	0.0304248	
1.011	0.0302554	
1.012	0.0301829	
1.013	0.03024	
1.014	0.03039	
1.015	0.0305545	
1.016	0.0304625	
1.017	0.0304459	
1.018	0.0303048	
1.019	0.0302488	
1.020	0.030401	
1.021	0.0306236	
1.022	0.0307579	
1.023	0.0306794	
1.024	0.0306502	
1.025	0.0305979	
1.026	0.0305623	
1.027	0.0305954	
1.028	0.030765	
1.029	0.0307669	
1.030	0.0306901	
1.031	0.0305837	
1.032	0.0305579	
1.033	0.0306382	
1.034	0.030829	
1.035	0.0309751	
1.036	0.0308185	
1.037	0.0306949	
1.038	0.0307376	
1.039	0.0309091	
1.040	0.0310437	
1.041	0.0310671	
1.042	0.0309926	
1.043	0.0308251	
1.044	0.0307277	
1.045	0.030881	
1.046	0.0311095	
1.047	0.0312075	
1.048	0.0310019	
1.049	0.0308417	
1.050	0.0307138	
1.051	0.0308096	
1.052	0.0309967	
1.053	0.0310398	
1.054	0.0310398	
1.055	0.0306365	
1.056	0.0304731	
1.057	0.0305337	
1.058	0.030734	
1.059	0.0308657	
1.060	0.0308101	
1.061	0.0305887	
1.062	0.0304617	
1.063	0.0306288	
1.064	0.0309294	
1.065	0.0310521	
1.066	0.0310038	
1.067	0.030875	
1.068	0.030875	
1.069	0.0306443	
1.070	0.0307706	
1.071	0.0310192	
1.072	0.0310235	
1.073	0.0308763	
1.074	0.0306841	
1.075	0.0304886	
1.076	0.0304298	
1.077	0.0307285	
1.078	0.0308891	
1.079	0.0308157	
1.080	0.030489	
1.081	0.0303552	
1.082	0.030412	
1.083	0.0306439	
1.084	0.0309326	
1.085	0.0309502	
1.086	0.0308712	
1.087	0.0306568	
1.088	0.0305864	
1.089	0.0305582	
1.090	0.0309246	
1.091	0.0311248	
1.092	0.0310829	
1.093	0.0306956	
1.094	0.0304246	
1.095	0.0304741	
1.096	0.0307204	
1.097	0.0309044	
1.098	0.0308894	
1.099	0.0305117	
1.100	0.0302704	
1.101	0.0300877	
1.102	0.0304923	
1.103	0.0304923	
1.104	0.0306755	
1.105	0.030559	
1.106	0.030271	
1.107	0.0300798	
1.108	0.0300798	
1.109	0.0304172	
1.110	0.0304172	
1.111	0.0304991	
1.112	0.0300449	
1.113	0.0300449	
1.114	0.0300754	
1.115	0.0300754	
1.116	0.0305176	
1.117	0.0305176	
1.118	0.0300571	
1.119	0.0300571	
1.120	0.0300652	
1.121	0.0300652	
1.122	0.0305871	
1.123	0.0305397	
1.124	0.0305397	
1.125	0.030179	
1.126	0.0301784	
1.127	0.0301784	
1.128	0.0307161	
1.129	0.0307428	
1.130	0.0307428	
1.131	0.0302208	
1.132	0.030136	
1.133	0.030136	
1.134	0.0303606	
1.135	0.0303606	
1.136	0.0301169	
1.137	0.0301169	
1.138	0.0296231	
1.139	0.0296098	
1.140	0.0296098	
1.141	0.0301889	
1.142	0.0301889	
1.143	0.0293719	
1.144	0.0291856	
1.145	0.0291856	
1.146	0.0297409	
1.147	0.0298438	
1.148	0.0298999	
1.149	0.0294606	
1.150	0.029035	
1.151	0.029092	
1.152	0.0295434	
1.153	0.0295501	
1.154	0.0295948	
1.155	0.029259	
1.156	0.02888	
1.157	0.0287138	
1.158	0.0290722	
1.159	0.0293967	
1.160	0.0293645	
1.161	0.0291706	
1.162	0.0289628	
1.163	0.0288134	
1.164	0.0290288	
1.165	0.0295907	
1.166	0.0297426	
1.167	0.029598	
1.168	0.0295025	
1.169	0.0293605	
1.170	0.0292993	
1.171	0.0295711	
1.172	0.0301357	
1.173	0.0300297	
1.174	0.029786	
1.175	0.0297764	
1.176	0.0296984	
1.177	0.0296971	
1.178	0.0300433	
1.179	0.0301285	
1.180	0.0298288	
1.181	0.02945	
1.182	0.0294485	
1.183	0.0296071	
1.184	0.0297803	
1.185	0.0299178	
1.186	0.0295649	
1.187	0.0291837	
1.188	0.0292573	
1.189	0.0295376	
1.190	0.0297151	
1.191	0.0297049	
1.192	0.0294469	
1.193	0.0290961	
1.194	0.0288666	
1.195	0.0290054	
1.196	0.0291639	
1.197	0.029128	
1.198	0.0291307	
1.199	0.0291051	
1.200	0.0288528	
1.201	0.0289779	
1.202	0.0292093	
1.203	0.0293016	
1.204	0.0293152	
1.205	0.029309	
1.206	0.0293115	
1.207	0.0292587	
1.208	0.0294457	
1.209	0.0296085	
1.210	0.029712	
1.211	0.0297759	
1.212	0.0299354	
1.213	0.0298436	
1.214	0.0299213	
1.215	0.0300378	
1.216	0.0300988	
1.217	0.0300856	
1.218	0.0301011	
1.219	0.0301397	
1.220	0.0299041	
1.221	0.0298667	
1.222	0.029922	
1.223	0.0298006	
1.224	0.0297949	
1.225	0.0298795	
1.226	0.0296476	
1.227	0.0296649	
1.228	0.0295054	
1.229	0.0296833	
1.230	0.0298115	
1.231	0.0297716	
1.232	0.0296541	
1.233	0.0294483	
1.234	0.0293959	
1.235	0.0293996	
1.236	0.0295842	
1.237	0.0295707	
1.238	0.0293835	
1.239	0.0291634	
1.240	0.029065	
1.241	0.029182	
1.242	0.0293163	
1.243	0.0293606	
1.244	0.0292125	
1.245	0.0290542	
1.246	0.0291032	
1.247	0.0293144	
1.248	0.0296326	
1.249	0.0296032	
1.250	0.029515	
1.251	0.029462	
1.252	0.0295243	
1.253	0.0298774	
1.254	0.0303651	
1.255	0.0303651	
1.256	0.0302166	
1.257	0.0302166	
1.258	0.030287	
1.259	0.0304623	
1.260	0.0307313	
1.261	0.0309845	
1.262	0.0309147	
1.263	0.0306315	
1.264	0.030564	
1.265	0.0306067	
1.266	0.0308008	
1.267	0.0309453	
1.268	0.0309261	
1.269	0.0305483	
1.270	0.0303497	
1.271	0.0306335	
1.272	0.0308071	
1.273	0.0307075	
1.274	0.0305148	
1.275	0.0302218	
1.276	0.0299633	
