Time [s]	gt_FA2TC_data.n_meas(W:0000EF94h)	
0.000	0.031318	
0.001	0.031385	
0.002	0.0319251	
0.003	0.0322975	
0.004	0.0318202	
0.005	0.0306566	
0.006	0.0303283	
0.007	0.031029	
0.008	0.0316417	
0.009	0.0311841	
0.010	0.0302248	
0.011	0.0296909	
0.012	0.0300803	
0.013	0.0307134	
0.014	0.030542	
0.015	0.0298061	
0.016	0.0296502	
0.017	0.030453	
0.018	0.0310728	
0.019	0.0307606	
0.020	0.0302368	
0.021	0.0301217	
0.022	0.0305301	
0.023	0.0311083	
0.024	0.0314422	
0.025	0.0310391	
0.026	0.0305446	
0.027	0.0302594	
0.028	0.0307074	
0.029	0.0313349	
0.030	0.0316305	
0.031	0.0312269	
0.032	0.0305212	
0.033	0.0302354	
0.034	0.0304554	
0.035	0.0305827	
0.036	0.0304959	
0.037	0.030448	
0.038	0.0300772	
0.039	0.0300971	
0.040	0.0300971	
0.041	0.0302938	
0.042	0.0302912	
0.043	0.0303107	
0.044	0.0300513	
0.045	0.0298976	
0.046	0.0301054	
0.047	0.030542	
0.048	0.0306551	
0.049	0.0304037	
0.050	0.0302971	
0.051	0.0304358	
0.052	0.030651	
0.053	0.0308674	
0.054	0.0311101	
0.055	0.0310685	
0.056	0.0308112	
0.057	0.0306554	
0.058	0.0309276	
0.059	0.0314122	
0.060	0.0315137	
0.061	0.0309571	
0.062	0.0303902	
0.063	0.0302142	
0.064	0.0302169	
0.065	0.0303064	
0.066	0.0298202	
0.067	0.0293014	
0.068	0.0288085	
0.069	0.0288881	
0.070	0.0291691	
0.071	0.0289705	
0.072	0.0286366	
0.073	0.0287968	
0.074	0.0291105	
0.075	0.0291987	
0.076	0.0293092	
0.077	0.0297878	
0.078	0.0301332	
0.079	0.0298781	
0.080	0.0294406	
0.081	0.0294883	
0.082	0.0298332	
0.083	0.0299453	
0.084	0.0294581	
0.085	0.0290067	
0.086	0.028889	
0.087	0.029148	
0.088	0.0293378	
0.089	0.0292585	
0.090	0.0291111	
0.091	0.0286336	
0.092	0.0287024	
0.093	0.0289312	
0.094	0.029153	
0.095	0.028904	
0.096	0.0286863	
0.097	0.0289728	
0.098	0.0295857	
0.099	0.0297594	
0.100	0.0295611	
0.101	0.0296601	
0.102	0.0300626	
0.103	0.0305924	
0.104	0.0309393	
0.105	0.0307681	
0.106	0.0305408	
0.107	0.0306315	
0.108	0.0306872	
0.109	0.030642	
0.110	0.0304368	
0.111	0.0299748	
0.112	0.0298817	
0.113	0.0300015	
0.114	0.0297518	
0.115	0.029551	
0.116	0.0292151	
0.117	0.0291404	
0.118	0.0291844	
0.119	0.0291348	
0.120	0.0286816	
0.121	0.0281962	
0.122	0.0282137	
0.123	0.0287323	
0.124	0.0290147	
0.125	0.0286044	
0.126	0.0280434	
0.127	0.0281906	
