Time [s]	gt_FA2TC_data.n_meas(W:0000EF94h)	
0.000	0.0212037	
0.001	0.0210526	
0.002	0.020795	
0.003	0.0207672	
0.004	0.0206835	
0.005	0.0205921	
0.006	0.0207627	
0.007	0.0209368	
0.008	0.0213572	
0.009	0.0219575	
0.010	0.0226073	
0.011	0.0233407	
0.012	0.0237033	
0.013	0.0237117	
0.014	0.0236039	
0.015	0.0237787	
0.016	0.0240303	
0.017	0.024381	
0.018	0.0242775	
0.019	0.0238749	
0.020	0.0234463	
0.021	0.023512	
0.022	0.0232129	
0.023	0.023133	
0.024	0.0226405	
0.025	0.0223695	
0.026	0.0219613	
0.027	0.0217058	
0.028	0.0213163	
0.029	0.0213163	
0.030	0.0210923	
0.031	0.0210923	
0.032	0.0207204	
0.033	0.0206741	
0.034	0.0204178	
0.035	0.020539	
0.036	0.0204608	
0.037	0.0202022	
0.038	0.019718	
0.039	0.0194648	
0.040	0.019071	
0.041	0.0186702	
0.042	0.0185531	
0.043	0.018568	
0.044	0.0188557	
0.045	0.0188625	
0.046	0.019103	
0.047	0.0193355	
0.048	0.0197766	
0.049	0.0199804	
0.050	0.0199948	
0.051	0.0197303	
0.052	0.0191477	
0.053	0.0189009	
0.054	0.018936	
0.055	0.018896	
0.056	0.0190346	
0.057	0.018915	
0.058	0.0185924	
0.059	0.01837	
0.060	0.0184895	
0.061	0.0182743	
0.062	0.0188268	
0.063	0.0188106	
0.064	0.0184047	
0.065	0.0186475	
0.066	0.0183984	
0.067	0.0178554	
0.068	0.017428	
0.069	0.017428	
0.070	0.0170837	
0.071	0.0170926	
0.072	0.0168768	
0.073	0.0167851	
0.074	0.0170223	
0.075	0.0169617	
0.076	0.0169617	
0.077	0.0169983	
0.078	0.0171738	
0.079	0.0171738	
0.080	0.017323	
0.081	0.017323	
0.082	0.0171061	
0.083	0.0171061	
0.084	0.0169026	
0.085	0.0169026	
0.086	0.0172302	
0.087	0.0172302	
0.088	0.0172539	
0.089	0.0172539	
0.090	0.0175507	
0.091	0.017707	
0.092	0.017707	
0.093	0.0177315	
