Time [s]	gt_FA2TC_data.n_meas(W:0000EF94h)	
0.000	0.160304	
0.001	0.160583	
0.002	0.160284	
0.003	0.160463	
0.004	0.160329	
0.005	0.160006	
0.006	0.160006	
0.007	0.159863	
0.008	0.159863	
0.009	0.159582	
0.010	0.159582	
0.011	0.15961	
0.012	0.15961	
0.013	0.160066	
0.014	0.160066	
0.015	0.159698	
0.016	0.159944	
0.017	0.15965	
0.018	0.159769	
0.019	0.159615	
0.020	0.159615	
0.021	0.159546	
0.022	0.159378	
0.023	0.158633	
0.024	0.159011	
0.025	0.159112	
0.026	0.159257	
0.027	0.158244	
0.028	0.158003	
0.029	0.157864	
0.030	0.158158	
0.031	0.157731	
0.032	0.157737	
0.033	0.157456	
0.034	0.157874	
0.035	0.158321	
0.036	0.158882	
0.037	0.159031	
0.038	0.159005	
0.039	0.15885	
0.040	0.158849	
0.041	0.159075	
0.042	0.159288	
0.043	0.159177	
0.044	0.159114	
0.045	0.158662	
0.046	0.158295	
0.047	0.159034	
0.048	0.159204	
0.049	0.159133	
0.050	0.158817	
0.051	0.15827	
0.052	0.159004	
0.053	0.15985	
0.054	0.160129	
0.055	0.16002	
0.056	0.159901	
0.057	0.160015	
0.058	0.160183	
0.059	0.160758	
0.060	0.161587	
0.061	0.161325	
0.062	0.161516	
0.063	0.161366	
0.064	0.161502	
0.065	0.161526	
0.066	0.161242	
0.067	0.16094	
0.068	0.160995	
0.069	0.160825	
0.070	0.161151	
0.071	0.161219	
0.072	0.161026	
0.073	0.160735	
0.074	0.160628	
0.075	0.161075	
0.076	0.161448	
0.077	0.161369	
0.078	0.160964	
0.079	0.160747	
0.080	0.160718	
0.081	0.161641	
0.082	0.161718	
0.083	0.161748	
0.084	0.161029	
0.085	0.160331	
0.086	0.160183	
0.087	0.160532	
0.088	0.160206	
0.089	0.159881	
0.090	0.159253	
0.091	0.159054	
0.092	0.159228	
0.093	0.159524	
0.094	0.15979	
0.095	0.159307	
0.096	0.159362	
0.097	0.159357	
0.098	0.1597	
0.099	0.1597	
0.100	0.159942	
0.101	0.159892	
0.102	0.159588	
0.103	0.159408	
0.104	0.159572	
0.105	0.159978	
0.106	0.15977	
0.107	0.159234	
0.108	0.158799	
0.109	0.158435	
0.110	0.158638	
0.111	0.158709	
0.112	0.158413	
0.113	0.157917	
0.114	0.157647	
0.115	0.158099	
0.116	0.158693	
0.117	0.158597	
0.118	0.158835	
0.119	0.158695	
0.120	0.158773	
0.121	0.159332	
0.122	0.159188	
0.123	0.159586	
0.124	0.159523	
0.125	0.159052	
0.126	0.15925	
0.127	0.159513	
0.128	0.159678	
0.129	0.159246	
0.130	0.15897	
0.131	0.158799	
0.132	0.158739	
0.133	0.158836	
0.134	0.158869	
0.135	0.158404	
0.136	0.158228	
0.137	0.158571	
0.138	0.159076	
