  time [ms]     ;   speed [rpm]  ; torque [Nm]
  0.52083333E-01;   240.00000    ;   3.7632916    
  0.10416667    ;   240.00000    ;   3.2994815    
  0.15625000    ;   240.00000    ;   2.8438733    
  0.20833333    ;   240.00000    ;   2.4061017    
  0.26041667    ;   240.00000    ;   1.9859947    
  0.31250000    ;   240.00000    ;   1.6017711    
  0.36458333    ;   240.00000    ;   1.2730387    
  0.41666667    ;   240.00000    ;  0.98746568    
  0.46875000    ;   240.00000    ;  0.69395022    
  0.52083333    ;   240.00000    ;  0.44000780    
  0.57291667    ;   240.00000    ;  0.22891407    
  0.62500000    ;   240.00000    ;  0.29792392E-01
  0.67708333    ;   240.00000    ; -0.73501074E-01
  0.72916667    ;   240.00000    ; -0.12457311    
  0.78125000    ;   240.00000    ; -0.13875161    
  0.83333333    ;   240.00000    ; -0.13507331    
  0.88541667    ;   240.00000    ; -0.88371638E-01
  0.93750000    ;   240.00000    ; -0.26778569E-02
  0.98958333    ;   240.00000    ;  0.77340402E-01
   1.0416667    ;   240.00000    ;  0.25392153    
   1.0937500    ;   240.00000    ;  0.47526319    
   1.1458333    ;   240.00000    ;  0.70407024    
   1.1979167    ;   240.00000    ;  0.96772341    
   1.2500000    ;   240.00000    ;   1.2538913    
   1.3020833    ;   240.00000    ;   1.5325439    
   1.3541667    ;   240.00000    ;   1.8193693    
   1.4062500    ;   240.00000    ;   2.1706964    
   1.4583333    ;   240.00000    ;   2.5565988    
   1.5104167    ;   240.00000    ;   2.9233412    
   1.5625000    ;   240.00000    ;   3.3122937    
   1.6145833    ;   240.00000    ;   3.7126780    
   1.6666667    ;   240.00000    ;   4.0480441    
   1.7187500    ;   240.00000    ;   4.4302382    
   1.7708333    ;   240.00000    ;   4.8416244    
   1.8229167    ;   240.00000    ;   5.2561887    
   1.8750000    ;   240.00000    ;   5.6537867    
   1.9270833    ;   240.00000    ;   6.0543122    
   1.9791667    ;   240.00000    ;   6.4464595    
   2.0312500    ;   240.00000    ;   6.7436274    
   2.0833333    ;   240.00000    ;   7.0821687    
   2.1354167    ;   240.00000    ;   7.4300977    
   2.1875000    ;   240.00000    ;   7.7428894    
   2.2395833    ;   240.00000    ;   8.0485555    
   2.2916667    ;   240.00000    ;   8.3322111    
   2.3437500    ;   240.00000    ;   8.5590974    
   2.3958333    ;   240.00000    ;   8.7068283    
   2.4479167    ;   240.00000    ;   8.8564644    
   2.5000000    ;   240.00000    ;   8.9984788    
   2.5520833    ;   240.00000    ;   9.0800640    
   2.6041667    ;   240.00000    ;   9.1396843    
   2.6562500    ;   240.00000    ;   9.1729060    
   2.7083333    ;   240.00000    ;   9.0968953    
   2.7604167    ;   240.00000    ;   8.9744120    
   2.8125000    ;   240.00000    ;   8.8303174    
   2.8645833    ;   240.00000    ;   8.6564206    
   2.9166667    ;   240.00000    ;   8.4414851    
   2.9687500    ;   240.00000    ;   8.2024145    
   3.0208333    ;   240.00000    ;   7.9424545    
   3.0729167    ;   240.00000    ;   7.5691098    
   3.1250000    ;   240.00000    ;   7.1779497    
   3.1770833    ;   240.00000    ;   6.7790061    
   3.2291667    ;   240.00000    ;   6.3478945    
   3.2812500    ;   240.00000    ;   5.9256871    
   3.3333333    ;   240.00000    ;   5.4940230    
   3.3854167    ;   240.00000    ;   5.0442843    
   3.4375000    ;   240.00000    ;   4.5496565    
   3.4895833    ;   240.00000    ;   4.0641171    
   3.5416667    ;   240.00000    ;   3.5997657    
   3.5937500    ;   240.00000    ;   3.1279349    
   3.6458333    ;   240.00000    ;   2.7050473    
   3.6979167    ;   240.00000    ;   2.3103153    
   3.7500000    ;   240.00000    ;   1.9053246    
