  time [ms]     ;   speed [rpm]  ; torque [Nm]
  0.52083333E-01;   120.00000    ;   3.9808842    
  0.10416667    ;   120.00000    ;   3.7632924    
  0.15625000    ;   120.00000    ;   3.5462134    
  0.20833333    ;   120.00000    ;   3.2994778    
  0.26041667    ;   120.00000    ;   3.0742530    
  0.31250000    ;   120.00000    ;   2.8438657    
  0.36458333    ;   120.00000    ;   2.6214397    
  0.41666667    ;   120.00000    ;   2.4060903    
  0.46875000    ;   120.00000    ;   2.2006131    
  0.52083333    ;   120.00000    ;   1.9859801    
  0.57291667    ;   120.00000    ;   1.7785354    
  0.62500000    ;   120.00000    ;   1.6017560    
  0.67708333    ;   120.00000    ;   1.4328430    
  0.72916667    ;   120.00000    ;   1.2730250    
  0.78125000    ;   120.00000    ;   1.1236721    
  0.83333333    ;   120.00000    ;  0.98745448    
  0.88541667    ;   120.00000    ;  0.83133843    
  0.93750000    ;   120.00000    ;  0.69394431    
  0.98958333    ;   120.00000    ;  0.56161551    
   1.0416667    ;   120.00000    ;  0.44000958    
   1.0937500    ;   120.00000    ;  0.32917885    
   1.1458333    ;   120.00000    ;  0.22892441    
   1.1979167    ;   120.00000    ;  0.13492020    
   1.2500000    ;   120.00000    ;  0.29812455E-01
   1.3020833    ;   120.00000    ; -0.29548197E-01
   1.3541667    ;   120.00000    ; -0.73474314E-01
   1.4062500    ;   120.00000    ; -0.10517629    
   1.4583333    ;   120.00000    ; -0.12454091    
   1.5104167    ;   120.00000    ; -0.13017816    
   1.5625000    ;   120.00000    ; -0.13871578    
   1.6145833    ;   120.00000    ; -0.14723479    
   1.6666667    ;   120.00000    ; -0.13503488    
   1.7187500    ;   120.00000    ; -0.11711225    
   1.7708333    ;   120.00000    ; -0.88333398E-01
   1.8229167    ;   120.00000    ; -0.50773256E-01
   1.8750000    ;   120.00000    ; -0.26430060E-02
   1.9270833    ;   120.00000    ;  0.19100443E-01
   1.9791667    ;   120.00000    ;  0.77370346E-01
