Time [s]	gt_FA2TC_data.n_meas(W:0000E914h)	
10.601	0.0303523	
10.602	0.030569	
10.603	0.0304459	
10.604	0.0302686	
10.605	0.0302636	
10.606	0.0302137	
10.607	0.0302796	
10.608	0.0302813	
10.609	0.030247	
10.610	0.0299701	
10.611	0.0299701	
10.612	0.029903	
10.613	0.0300929	
10.614	0.0300411	
10.615	0.0298759	
10.616	0.0297203	
10.617	0.0296455	
10.618	0.0296819	
10.619	0.0298727	
10.620	0.0299058	
10.621	0.0296134	
10.622	0.0293567	
10.623	0.0294112	
10.624	0.0295911	
10.625	0.0296716	
10.626	0.029646	
10.627	0.0293656	
10.628	0.029442	
10.629	0.0296496	
10.630	0.0297959	
10.631	0.0298613	
10.632	0.0297594	
10.633	0.0297108	
10.634	0.029758	
10.635	0.0300628	
10.636	0.0302454	
10.637	0.03028	
10.638	0.0302012	
10.639	0.030127	
10.640	0.0304129	
10.641	0.0304806	
10.642	0.0304762	
10.643	0.0304367	
10.644	0.0303383	
10.645	0.0303073	
10.646	0.0304841	
10.647	0.0305154	
10.648	0.0303168	
10.649	0.030159	
10.650	0.030217	
10.651	0.0301635	
10.652	0.0302073	
10.653	0.0301644	
10.654	0.0300506	
10.655	0.0298143	
10.656	0.0300088	
10.657	0.0300574	
10.658	0.0298296	
10.659	0.0295286	
10.660	0.0297398	
10.661	0.0297428	
10.662	0.0297894	
10.663	0.0297829	
10.664	0.0293996	
10.665	0.0292051	
10.666	0.0293712	
10.667	0.0296887	
10.668	0.0296623	
10.669	0.0294449	
10.670	0.0293627	
10.671	0.0292558	
10.672	0.0293979	
10.673	0.0298695	
10.674	0.029911	
10.675	0.0297298	
10.676	0.029648	
10.677	0.0296698	
10.678	0.0298903	
10.679	0.0301765	
10.680	0.0304297	
10.681	0.0302194	
10.682	0.0300049	
10.683	0.0300982	
10.684	0.0303876	
10.685	0.0305178	
10.686	0.0305624	
10.687	0.0302571	
10.688	0.0300791	
10.689	0.0301453	
10.690	0.0304356	
10.691	0.0305584	
10.692	0.0303259	
10.693	0.0301134	
10.694	0.0300754	
10.695	0.0301444	
10.696	0.030315	
10.697	0.0302964	
10.698	0.0301345	
10.699	0.0297911	
10.700	0.0300254	
10.701	0.0300254	
10.702	0.0299741	
10.703	0.0299534	
10.704	0.0297048	
10.705	0.0294966	
10.706	0.0295501	
10.707	0.0297607	
10.708	0.029753	
10.709	0.029753	
10.710	0.0292947	
10.711	0.0292947	
10.712	0.0292928	
10.713	0.0295699	
10.714	0.0295699	
10.715	0.0297141	
10.716	0.0295297	
10.717	0.0295218	
10.718	0.0294795	
10.719	0.0297593	
10.720	0.0300647	
10.721	0.0300588	
10.722	0.0298988	
10.723	0.0297122	
10.724	0.0300885	
10.725	0.0303742	
10.726	0.0303742	
10.727	0.03017	
10.728	0.0300751	
10.729	0.030294	
10.730	0.0304388	
10.731	0.0304712	
10.732	0.0302643	
10.733	0.0302643	
10.734	0.0302463	
10.735	0.0304267	
10.736	0.0304597	
10.737	0.0302383	
10.738	0.0299957	
10.739	0.0299276	
10.740	0.0302511	
10.741	0.0303108	
10.742	0.0301487	
10.743	0.0300122	
10.744	0.0298853	
10.745	0.0299248	
10.746	0.0300325	
10.747	0.0300795	
10.748	0.029835	
10.749	0.0296279	
10.750	0.0295159	
10.751	0.0297817	
10.752	0.0298694	
10.753	0.029801	
10.754	0.0296641	
10.755	0.029439	
10.756	0.0293332	
10.757	0.0296574	
10.758	0.0299394	
10.759	0.0299561	
10.760	0.0298012	
10.761	0.0295949	
10.762	0.0295855	
10.763	0.0298963	
10.764	0.030193	
10.765	0.0303036	
10.766	0.0299468	
10.767	0.0298774	
10.768	0.030014	
10.769	0.0302547	
10.770	0.0303275	
10.771	0.0302303	
10.772	0.0300936	
10.773	0.0300448	
10.774	0.0301459	
10.775	0.0305221	
10.776	0.0305436	
10.777	0.0303562	
10.778	0.0300002	
10.779	0.0299418	
10.780	0.0302518	
10.781	0.0305995	
10.782	0.0305393	
10.783	0.0302021	
10.784	0.0299604	
10.785	0.0299226	
10.786	0.0301195	
10.787	0.0302911	
10.788	0.0303105	
10.789	0.0299398	
10.790	0.0296826	
10.791	0.029838	
10.792	0.0299737	
10.793	0.0299956	
10.794	0.0297505	
10.795	0.0295418	
10.796	0.0295597	
10.797	0.0297704	
10.798	0.0299744	
10.799	0.0298307	
10.800	0.0295775	
10.801	0.0295053	
10.802	0.0297764	
10.803	0.0299324	
10.804	0.0300237	
