Time [s]	gt_FA2TC_data.n_meas(W:0000EF94h)	
0.000	0.299829	
0.001	0.300401	
0.002	0.300688	
0.003	0.299533	
0.004	0.299533	
0.005	0.299309	
0.006	0.300032	
0.007	0.299798	
0.008	0.298723	
0.009	0.298543	
0.010	0.299476	
0.011	0.300198	
0.012	0.299064	
0.013	0.298352	
0.014	0.299145	
0.015	0.300559	
0.016	0.300439	
0.017	0.299275	
0.018	0.298698	
0.019	0.299703	
0.020	0.300789	
0.021	0.300185	
0.022	0.298878	
0.023	0.299218	
0.024	0.300726	
0.025	0.300669	
0.026	0.299365	
0.027	0.298536	
0.028	0.299441	
0.029	0.300568	
0.030	0.300482	
0.031	0.298939	
0.032	0.298705	
0.033	0.300005	
0.034	0.300895	
0.035	0.300037	
0.036	0.299769	
0.037	0.299696	
0.038	0.300486	
0.039	0.30078	
0.040	0.300525	
0.041	0.300567	
0.042	0.301577	
0.043	0.301914	
0.044	0.301098	
0.045	0.300205	
0.046	0.300697	
0.047	0.301494	
0.048	0.301466	
0.049	0.30058	
0.050	0.300075	
0.051	0.300557	
0.052	0.300842	
0.053	0.300191	
0.054	0.299315	
0.055	0.299376	
0.056	0.299833	
0.057	0.299674	
0.058	0.298785	
0.059	0.298919	
0.060	0.300013	
0.061	0.300552	
0.062	0.29928	
0.063	0.297948	
0.064	0.297948	
0.065	0.300634	
0.066	0.300845	
0.067	0.299288	
0.068	0.298705	
0.069	0.2998	
0.070	0.301028	
0.071	0.301028	
0.072	0.299145	
0.073	0.299007	
0.074	0.300186	
0.075	0.300684	
0.076	0.299893	
0.077	0.29912	
0.078	0.299437	
0.079	0.300218	
0.080	0.30007	
0.081	0.299196	
0.082	0.298883	
0.083	0.300012	
0.084	0.300608	
0.085	0.299836	
0.086	0.299684	
0.087	0.299684	
0.088	0.30099	
0.089	0.301048	
0.090	0.300303	
0.091	0.299854	
0.092	0.301003	
0.093	0.301884	
0.094	0.301318	
0.095	0.300431	
0.096	0.300707	
0.097	0.301349	
0.098	0.301269	
0.099	0.300275	
0.100	0.29986	
0.101	0.300379	
0.102	0.300524	
0.103	0.29986	
0.104	0.29911	
0.105	0.299179	
0.106	0.29989	
0.107	0.299833	
0.108	0.298789	
0.109	0.298463	
0.110	0.299216	
0.111	0.29961	
0.112	0.299186	
0.113	0.299088	
0.114	0.30071	
0.115	0.300325	
0.116	0.299012	
0.117	0.298641	
0.118	0.299628	
0.119	0.300856	
0.120	0.300856	
0.121	0.300856	
0.122	0.298913	
0.123	0.298724	
0.124	0.300426	
0.125	0.301192	
0.126	0.299675	
0.127	0.298216	
0.128	0.299463	
0.129	0.300157	
