Time [s]	163.05 NAIO-03 ch1 torq.(P:00A305h)	
0.000	-50.846	
0.001	-51.347	
0.002	-51.487	
0.003	-51.419	
0.004	-51.444	
0.005	-51.849	
0.006	-51.708	
0.007	-51.708	
0.008	-50.949	
0.009	-50.949	
0.010	-50.739	
0.011	-50.711	
0.012	-50.659	
0.013	 -50.67	
0.014	 -50.93	
0.015	-51.268	
0.016	 -51.44	
0.017	-51.537	
0.018	-51.733	
0.019	-52.005	
0.020	-52.114	
0.021	 -51.95	
0.022	  -51.4	
0.023	-50.826	
0.024	-50.541	
0.025	-50.411	
0.026	-50.206	
0.027	-49.908	
0.028	-49.759	
0.029	-49.855	
0.030	-50.062	
0.031	-50.397	
0.032	-50.742	
0.033	-51.021	
0.034	-51.333	
0.035	-51.669	
0.036	-51.898	
0.037	-51.937	
0.038	-51.841	
0.039	-51.471	
0.040	-51.086	
0.041	-50.888	
0.042	-50.803	
0.043	-50.647	
0.044	-50.397	
0.045	-50.156	
0.046	-49.993	
0.047	-49.917	
0.048	-50.124	
0.049	-50.379	
0.050	-50.545	
0.051	-50.622	
0.052	-50.657	
0.053	-50.718	
0.054	-50.817	
0.055	-50.859	
0.056	-50.657	
0.057	-50.433	
0.058	-50.318	
0.059	-50.348	
0.060	-50.422	
0.061	-50.406	
0.062	-50.308	
0.063	-50.217	
0.064	-50.283	
0.065	-50.652	
0.066	-50.858	
0.067	-50.843	
0.068	 -50.74	
0.069	-50.612	
0.070	-50.433	
0.071	-50.216	
0.072	-49.907	
0.073	-49.552	
0.074	 -49.32	
0.075	-49.142	
0.076	-49.061	
0.077	-49.086	
0.078	-49.091	
0.079	-49.003	
0.080	-48.868	
0.081	-48.872	
0.082	 -49.08	
0.083	-49.295	
0.084	-49.484	
0.085	-49.657	
0.086	-49.877	
0.087	-50.148	
0.088	-50.311	
0.089	 -50.01	
0.090	-49.468	
0.091	-49.066	
0.092	-48.908	
0.093	-48.898	
0.094	-48.902	
0.095	-48.813	
0.096	-48.805	
0.097	-49.079	
0.098	-49.732	
0.099	-50.303	
0.100	-50.448	
0.101	-50.265	
0.102	-50.067	
0.103	-50.072	
0.104	-50.205	
0.105	-50.211	
0.106	-49.762	
0.107	-49.234	
0.108	-48.901	
0.109	-48.683	
0.110	-48.427	
0.111	-48.215	
0.112	-48.171	
0.113	-48.176	
