Time [s]	163.05 NAIO-03 ch1 torq.(P:00A305h)	
0.000	-3.4045	
0.001	-3.8936	
0.002	-3.8936	
0.003	-3.8938	
0.004	-3.8938	
0.005	-3.5116	
0.006	-3.5116	
0.007	-3.0614	
0.008	-3.0614	
0.009	-2.6143	
0.010	-2.6143	
0.011	-2.4371	
0.012	-2.4371	
0.013	-2.4236	
0.014	-2.4324	
0.015	 -3.007	
0.016	 -3.007	
0.017	 -3.315	
0.018	-3.4999	
0.019	-3.5625	
0.020	-3.5357	
0.021	-3.5419	
0.022	-3.4252	
0.023	-3.0578	
0.024	-2.6298	
0.025	-2.2577	
0.026	-2.0695	
0.027	-2.0218	
0.028	-2.0074	
0.029	-1.9491	
0.030	-1.8665	
0.031	-1.9807	
0.032	-2.4672	
0.033	 -2.986	
0.034	-3.3597	
0.035	-3.5507	
0.036	 -3.669	
0.037	-3.7835	
0.038	-3.9213	
0.039	-3.8181	
0.040	-3.4432	
0.041	-3.0386	
0.042	-2.7592	
0.043	-2.6199	
0.044	-2.5396	
0.045	-2.4483	
0.046	-2.3041	
0.047	-2.1707	
0.048	-2.3274	
0.049	 -2.732	
0.050	-3.1219	
0.051	-3.4328	
0.052	-3.7576	
0.053	-3.7861	
0.054	-3.7711	
0.055	-3.4785	
0.056	 -3.104	
0.057	-2.8495	
0.058	-2.6931	
0.059	 -2.561	
0.060	-2.4092	
0.061	 -2.218	
0.062	-2.0615	
0.063	-2.0078	
0.064	-2.3112	
0.065	-2.7833	
0.066	-3.1816	
0.067	-3.4138	
0.068	-3.5155	
0.069	-3.5584	
0.070	-3.6224	
0.071	-3.6784	
0.072	-3.4541	
0.073	-3.1426	
0.074	 -2.836	
0.075	-2.5786	
0.076	-2.4578	
0.077	-2.4788	
0.078	 -2.558	
0.079	-2.5807	
0.080	-2.5412	
0.081	-2.7455	
0.082	-3.0733	
0.083	-3.4184	
0.084	-3.7002	
0.085	-3.8365	
0.086	-3.8436	
0.087	-3.7693	
0.088	-3.6283	
0.089	-3.3535	
0.090	-3.1219	
0.091	-2.9037	
0.092	-2.6707	
0.093	-2.4345	
0.094	-2.2783	
0.095	-2.2155	
0.096	-2.2133	
0.097	-2.4069	
0.098	-2.8095	
0.099	-3.1521	
0.100	-3.3639	
0.101	-3.5252	
0.102	-3.6478	
0.103	 -3.699	
0.104	-3.6843	
0.105	-3.3842	
0.106	-2.9561	
0.107	-2.6532	
0.108	-2.4968	
0.109	-2.4219	
0.110	-2.3482	
0.111	-2.2623	
0.112	-2.1738	
0.113	-2.1201	
0.114	-2.3811	
0.115	-2.8172	
0.116	-3.2323	
0.117	-3.5443	
0.118	-3.6868	
0.119	-3.7251	
0.120	-3.7258	
0.121	-3.6818	
0.122	-3.3816	
0.123	-3.0602	
0.124	 -2.813	
0.125	-2.6412	
0.126	-2.5249	
0.127	-2.4338	
0.128	-2.3801	
0.129	-2.3789	
0.130	-2.4564	
0.131	-2.7996	
0.132	-3.1468	
0.133	-3.3629	
0.134	-3.5114	
0.135	-3.6029	
0.136	  -3.66	
0.137	-3.7042	
0.138	-3.7042	
0.139	-3.2931	
0.140	-3.0041	
0.141	 -2.756	
0.142	-2.5565	
0.143	-2.4015	
0.144	-2.2876	
0.145	  -2.22	
0.146	-2.1737	
0.147	-2.3094	
0.148	-2.6547	
0.149	 -2.958	
0.150	 -2.958	
0.151	-3.3418	
0.152	-3.5022	
0.153	-3.6203	
0.154	  -3.68	
0.155	-3.4535	
0.156	-3.4535	
0.157	-2.7217	
0.158	-2.4953	
0.159	-2.3585	
0.160	-2.2801	
0.161	-2.2646	
0.162	-2.2646	
0.163	-2.3617	
0.164	-2.6637	
0.165	-3.1131	
0.166	-3.4445	
0.167	-3.5868	
0.168	-3.5868	
0.169	-3.6982	
0.170	-3.7889	
0.171	-3.8713	
0.172	-3.6526	
0.173	-3.2973	
0.174	-3.2973	
0.175	-2.5639	
0.176	-2.4101	
0.177	 -2.388	
0.178	-2.3996	
0.179	-2.3521	
0.180	-2.3521	
0.181	-2.5761	
0.182	-3.0312	
0.183	-3.4588	
0.184	-3.7319	
0.185	-3.8137	
0.186	-3.8137	
0.187	-3.7374	
0.188	-3.6261	
0.189	-3.6261	
0.190	 -2.949	
0.191	 -2.949	
0.192	-2.3684	
0.193	-2.3684	
0.194	-2.2031	
0.195	-2.2031	
0.196	-2.1422	
0.197	-2.1422	
0.198	-2.6821	
0.199	-2.6821	
0.200	-3.4394	
0.201	-3.4394	
0.202	-3.7265	
0.203	-3.7265	
0.204	-3.8636	
0.205	-3.8636	
0.206	-3.2592	
0.207	-3.2592	
0.208	-2.6135	
0.209	-2.6135	
0.210	 -2.357	
0.211	 -2.357	
0.212	-2.2775	
0.213	-2.2775	
0.214	-2.4612	
0.215	-2.4612	
0.216	-3.0613	
0.217	-3.0613	
0.218	-3.4357	
0.219	-3.4357	
0.220	-3.5767	
0.221	-3.5767	
0.222	 -3.226	
0.223	 -3.226	
0.224	-2.6324	
0.225	-2.6324	
0.226	-2.2207	
0.227	-2.2207	
0.228	-2.0518	
0.229	-2.0518	
0.230	-2.0837	
0.231	-2.0837	
0.232	 -2.765	
0.233	 -2.765	
0.234	-3.3935	
0.235	-3.3935	
0.236	-3.6796	
0.237	-3.6796	
0.238	 -3.733	
0.239	 -3.733	
0.240	-3.0605	
0.241	-3.0605	
0.242	-2.6339	
0.243	-2.6339	
0.244	-2.5188	
0.245	-2.5188	
0.246	-2.5114	
0.247	-2.5114	
0.248	-2.8831	
0.249	-2.8831	
0.250	-3.5451	
0.251	-3.5451	
0.252	-3.8338	
0.253	-3.8338	
0.254	-3.7394	
0.255	-3.7394	
0.256	-3.2728	
0.257	-3.2728	
0.258	-2.7352	
0.259	-2.7352	
0.260	-2.3325	
0.261	-2.3325	
0.262	-2.1787	
0.263	-2.1787	
0.264	-2.2229	
0.265	-2.2229	
0.266	-3.0122	
0.267	-3.0122	
0.268	-3.3356	
0.269	-3.3356	
0.270	-3.3329	
0.271	-3.3329	
0.272	-3.1754	
0.273	-3.1754	
0.274	-2.3106	
0.275	-2.3106	
0.276	-1.9418	
0.277	-1.9418	
0.278	-1.9573	
0.279	-1.9223	
0.280	-1.8793	
0.281	-2.1846	
0.282	-2.7003	
0.283	-3.1812	
0.284	-3.5066	
0.285	-3.6651	
0.286	-3.7737	
0.287	-3.8529	
0.288	-3.8594	
0.289	-3.5603	
0.290	 -3.205	
0.291	-2.9016	
0.292	 -2.645	
0.293	-2.4403	
