Time [s]	163.05 NAIO-03 ch1 torq.(P:00A305h)	
0.000	  104.1	
0.001	 104.51	
0.002	 104.92	
0.003	 105.28	
0.004	 105.38	
0.005	    104	
0.006	 103.37	
0.007	  102.9	
0.008	 102.52	
0.009	 102.52	
0.010	 102.02	
0.011	 102.12	
0.012	 102.99	
0.013	 103.96	
0.014	 104.55	
0.015	 104.81	
0.016	 104.94	
0.017	 105.06	
0.018	 105.12	
0.019	    105	
0.020	 104.17	
0.021	 103.05	
0.022	 102.16	
0.023	 101.58	
0.024	 101.19	
0.025	 100.81	
0.026	 100.51	
0.027	 100.84	
0.028	 101.75	
0.029	 102.61	
0.030	 103.32	
0.031	 103.76	
0.032	 104.04	
0.033	 104.34	
0.034	 104.67	
0.035	 104.75	
0.036	 104.12	
0.037	 103.37	
0.038	 102.91	
0.039	 102.77	
0.040	 102.82	
0.041	 102.83	
0.042	 102.86	
0.043	 103.61	
0.044	 104.64	
0.045	 105.51	
0.046	 106.04	
0.047	 106.25	
0.048	  106.3	
0.049	  106.4	
0.050	 106.48	
0.051	 105.89	
0.052	 104.86	
0.053	 103.87	
0.054	 103.22	
0.055	  102.9	
0.056	 102.75	
0.057	 102.56	
0.058	  102.7	
0.059	 103.47	
0.060	 104.26	
0.061	 104.84	
0.062	 105.08	
0.063	 105.19	
0.064	 105.29	
0.065	 105.43	
0.066	 105.36	
0.067	 104.47	
0.068	 103.41	
0.069	 102.65	
0.070	 102.39	
0.071	 102.44	
0.072	 102.42	
0.073	 102.33	
0.074	 102.91	
0.075	 103.97	
0.076	 105.03	
0.077	 105.73	
0.078	 105.96	
0.079	 106.09	
0.080	 106.39	
0.081	 106.79	
0.082	 106.73	
0.083	 105.73	
0.084	 105.73	
0.085	 104.03	
0.086	  103.7	
0.087	 103.36	
0.088	 103.36	
0.089	 102.85	
0.090	 103.06	
0.091	 103.06	
0.092	 104.65	
0.093	 104.65	
0.094	 105.09	
0.095	 105.09	
0.096	 105.18	
0.097	 105.18	
0.098	 105.07	
0.099	 105.07	
0.100	 103.21	
0.101	 103.21	
0.102	 101.31	
0.103	 101.31	
0.104	 100.28	
0.105	 100.28	
0.106	 99.513	
0.107	 99.513	
0.108	 100.49	
0.109	 100.49	
0.110	  101.8	
0.111	  101.8	
0.112	 102.39	
0.113	 102.39	
0.114	 102.68	
0.115	 102.68	
0.116	 102.81	
0.117	 102.81	
0.118	 101.45	
0.119	 101.45	
0.120	 100.41	
0.121	 100.41	
0.122	 100.39	
0.123	 100.39	
0.124	 100.35	
0.125	 100.35	
0.126	 101.74	
0.127	 101.74	
0.128	 102.94	
0.129	 102.94	
0.130	 102.79	
0.131	 102.79	
0.132	 102.95	
0.133	 102.95	
0.134	 102.22	
0.135	 102.22	
0.136	 100.21	
0.137	 100.21	
0.138	 99.169	
0.139	 99.169	
0.140	 98.603	
0.141	 98.603	
0.142	 98.662	
0.143	 98.662	
0.144	  100.1	
0.145	  100.1	
0.146	 100.83	
0.147	 100.83	
0.148	 100.93	
0.149	 100.93	
0.150	 101.08	
0.151	 101.08	
0.152	 100.18	
0.153	 100.18	
0.154	 98.663	
0.155	 98.663	
0.156	 98.271	
0.157	 98.271	
0.158	 98.213	
0.159	 98.213	
0.160	 99.661	
0.161	 99.661	
0.162	 101.35	
0.163	 101.35	
0.164	 101.93	
0.165	 101.93	
0.166	 102.34	
0.167	 102.34	
0.168	 102.73	
0.169	 102.73	
0.170	 101.43	
0.171	 101.43	
0.172	  99.88	
0.173	  99.88	
0.174	 99.201	
0.175	 99.201	
0.176	 99.288	
0.177	 99.288	
0.178	  100.3	
0.179	  100.3	
0.180	 101.71	
0.181	 101.71	
0.182	 102.15	
0.183	 102.15	
0.184	 101.99	
0.185	 101.99	
0.186	 101.78	
0.187	 101.78	
0.188	 99.789	
0.189	 99.789	
0.190	 98.531	
0.191	 98.531	
0.192	 98.148	
0.193	 98.148	
0.194	 98.187	
0.195	 98.187	
0.196	 100.17	
0.197	 100.17	
0.198	 101.28	
0.199	 101.28	
0.200	 101.92	
0.201	 101.92	
0.202	 102.76	
0.203	 102.76	
0.204	 102.07	
0.205	 102.07	
0.206	 100.89	
0.207	 100.89	
0.208	  100.8	
0.209	  100.8	
0.210	  100.8	
0.211	  100.8	
0.212	 102.06	
0.213	 102.06	
0.214	 103.66	
0.215	 103.66	
0.216	  104.1	
0.217	  104.1	
