Time [s]	163.05 NAIO-03 ch1 torq.(P:00A305h)	
0.000	 9.8243	
0.001	 9.8243	
0.002	 9.2195	
0.003	 9.2195	
0.004	 9.2712	
0.005	 9.2712	
0.006	 10.391	
0.007	 10.391	
0.008	 11.517	
0.009	 11.517	
0.010	   12.1	
0.011	   12.1	
0.012	 12.233	
0.013	 12.233	
0.014	  11.77	
0.015	  11.77	
0.016	 10.223	
0.017	 10.223	
0.018	 9.6415	
0.019	 9.6415	
0.020	 9.3155	
0.021	 9.3155	
0.022	 9.9265	
0.023	 9.9265	
0.024	 11.201	
0.025	 11.201	
0.026	 11.566	
0.027	 11.566	
0.028	 11.815	
0.029	 11.815	
0.030	 11.733	
0.031	 11.733	
0.032	 10.295	
0.033	 10.295	
0.034	 9.1884	
0.035	 9.1884	
0.036	 8.9707	
0.037	 8.9707	
0.038	 8.8105	
0.039	 8.8105	
0.040	 10.254	
0.041	 10.254	
0.042	 11.523	
0.043	 11.523	
0.044	  11.57	
0.045	  11.57	
0.046	 11.602	
0.047	 11.602	
0.048	 11.162	
0.049	 11.162	
0.050	 9.7184	
0.051	 9.7184	
0.052	 8.9802	
0.053	 8.9802	
0.054	 9.0582	
0.055	 9.0582	
0.056	 10.028	
0.057	 10.028	
0.058	 11.207	
0.059	 11.207	
0.060	 12.001	
0.061	 12.001	
0.062	 12.179	
0.063	 12.256	
0.064	 12.256	
0.065	  11.39	
0.066	  11.39	
0.067	 9.9028	
0.068	 9.9028	
0.069	 9.1624	
0.070	 9.1624	
0.071	  9.145	
0.072	  9.145	
0.073	 10.166	
0.074	 10.166	
0.075	 11.344	
0.076	 11.344	
0.077	 12.033	
0.078	 12.033	
0.079	 12.442	
0.080	 12.442	
0.081	 11.882	
0.082	 11.882	
0.083	 10.601	
0.084	 10.601	
0.085	 9.8426	
0.086	 9.8426	
0.087	 9.5106	
0.088	 9.5106	
0.089	 10.141	
0.090	 10.141	
0.091	  11.62	
0.092	  11.62	
0.093	 12.273	
0.094	 12.273	
0.095	 12.583	
0.096	 12.583	
0.097	 12.655	
0.098	 12.655	
0.099	 11.205	
0.100	 11.205	
0.101	 10.104	
0.102	 10.104	
0.103	 9.9415	
0.104	 9.9415	
0.105	 9.8366	
0.106	 9.8366	
0.107	 11.135	
0.108	 11.135	
0.109	 12.144	
0.110	 12.144	
0.111	 12.424	
0.112	 12.424	
0.113	 12.388	
0.114	  12.34	
0.115	 12.152	
0.116	 11.453	
0.117	 10.679	
0.118	  10.05	
0.119	 9.6456	
0.120	 9.4507	
0.121	 9.3786	
0.122	 9.4317	
0.123	 9.9864	
0.124	 10.776	
0.125	 11.341	
0.126	 11.723	
0.127	 12.036	
0.128	 12.311	
0.129	 12.525	
0.130	 12.594	
0.131	 12.532	
0.132	 11.961	
0.133	 11.242	
0.134	 10.298	
0.135	 10.298	
0.136	 9.7991	
0.137	 9.7991	
0.138	  9.752	
0.139	  9.752	
0.140	 11.152	
0.141	 11.152	
0.142	 12.112	
0.143	 12.112	
0.144	 12.536	
0.145	 12.536	
0.146	  12.84	
0.147	  12.84	
0.148	 11.819	
0.149	 11.819	
0.150	 10.468	
0.151	 10.468	
0.152	 9.9053	
0.153	 9.9053	
0.154	 9.6194	
0.155	 9.6194	
0.156	 10.841	
0.157	 10.841	
0.158	 12.202	
0.159	 12.202	
0.160	 12.651	
0.161	 12.651	
0.162	 13.152	
0.163	 13.152	
0.164	 12.732	
0.165	 12.732	
0.166	 11.355	
0.167	 11.355	
0.168	 10.722	
0.169	 10.722	
0.170	 10.258	
0.171	 10.258	
0.172	 11.002	
0.173	 11.002	
0.174	  12.44	
0.175	  12.44	
0.176	 13.024	
0.177	 13.024	
0.178	 13.355	
0.179	 13.355	
0.180	 13.193	
0.181	 13.193	
0.182	 11.622	
0.183	 11.622	
0.184	 10.824	
0.185	 10.824	
0.186	 10.394	
0.187	 10.394	
0.188	 10.552	
0.189	 10.552	
0.190	 12.001	
0.191	 12.001	
