Time [s]	gt_FA2TC_data.n_meas(W:0000E914h)	
0.000	0.0293429	
0.001	0.0293429	
0.002	0.0294003	
0.003	0.0296191	
0.004	0.0295693	
0.005	0.0296557	
0.006	0.0296557	
0.007	0.0296557	
0.008	0.0297959	
0.009	0.0297817	
0.010	0.029895	
0.011	0.0300998	
0.012	0.0301879	
0.013	0.0301879	
0.014	0.0301937	
0.015	0.0301937	
0.016	0.0304577	
0.017	0.0304577	
0.018	0.0304577	
0.019	0.0303447	
0.020	0.0300879	
0.021	0.0300879	
0.022	0.0305882	
0.023	0.0305882	
0.024	0.0303914	
0.025	0.030229	
0.026	0.0302648	
0.027	0.030406	
0.028	0.0304879	
0.029	0.0304214	
0.030	0.0300278	
0.031	0.0298585	
0.032	0.0298585	
0.033	0.0300084	
0.034	0.0300535	
0.035	0.0297783	
0.036	0.0296659	
0.037	0.0294733	
0.038	0.0294485	
0.039	0.0294485	
0.040	0.0294697	
0.041	0.0294141	
0.042	0.0294141	
0.043	0.0294813	
0.044	0.0294813	
0.045	0.0295535	
0.046	0.0295355	
0.047	0.0295355	
0.048	0.0297275	
0.049	0.0297936	
0.050	0.0297936	
0.051	0.0301572	
0.052	0.0301572	
0.053	0.0299611	
0.054	0.0298966	
0.055	0.0302182	
0.056	0.0302663	
0.057	0.0302663	
0.058	0.0298765	
0.059	0.0298765	
0.060	0.0300325	
0.061	0.0303752	
0.062	0.0303752	
0.063	0.0303752	
0.064	0.0302908	
0.065	0.030008	
0.066	0.030008	
0.067	0.0301332	
0.068	0.0303326	
0.069	0.0301272	
0.070	0.0301272	
0.071	0.0301143	
0.072	0.0301143	
0.073	0.0302333	
0.074	0.0301349	
0.075	0.0301349	
0.076	0.0297692	
0.077	0.0297692	
0.078	0.0299601	
0.079	0.0299601	
0.080	0.0295021	
0.081	0.0293075	
0.082	0.0295852	
0.083	0.0295852	
0.084	0.0295785	
0.085	0.0295785	
0.086	0.0294217	
0.087	0.0295124	
0.088	0.0295423	
0.089	0.029509	
0.090	0.0295664	
