Time [s]	gt_FA2TC_data.n_meas(W:0000EF94h)	
0.000	0.0804674	
0.001	0.0802595	
0.002	0.0801223	
0.003	0.0796214	
0.004	0.0794248	
0.005	0.0794305	
0.006	0.0793214	
0.007	0.0791638	
0.008	0.0786727	
0.009	0.078103	
0.010	0.0778337	
0.011	0.0780636	
0.012	0.0777338	
0.013	0.0774449	
0.014	0.0769504	
0.015	0.0769545	
0.016	0.0773889	
0.017	0.0776639	
0.018	0.07796	
0.019	0.0781407	
0.020	0.0781992	
0.021	0.0788437	
0.022	0.0780023	
0.023	0.0784391	
0.024	0.0783718	
0.025	0.0792105	
0.026	0.0792274	
0.027	0.0790445	
0.028	0.0797572	
0.029	0.0797734	
0.030	0.0807367	
0.031	0.0811811	
0.032	0.0813065	
0.033	0.0816703	
0.034	0.0823246	
0.035	0.0825613	
0.036	0.0825788	
0.037	0.0829063	
0.038	0.082804	
0.039	0.0827747	
0.040	0.0828261	
0.041	0.0834968	
0.042	0.0834011	
0.043	0.0832629	
0.044	0.0826481	
0.045	0.0830678	
0.046	0.0832214	
0.047	0.0833115	
0.048	0.0827999	
0.049	0.0820237	
0.050	0.082155	
0.051	0.0819991	
0.052	0.0817149	
0.053	0.0815133	
0.054	0.0815873	
0.055	0.0817253	
0.056	0.0820652	
0.057	0.0819087	
0.058	0.081235	
0.059	0.0812365	
0.060	0.080984	
0.061	0.0808741	
0.062	0.0808022	
0.063	0.0805731	
0.064	0.0809464	
0.065	0.081108	
0.066	0.0810307	
0.067	0.0810307	
0.068	0.0814834	
0.069	0.0809139	
0.070	0.0811758	
0.071	0.0812976	
0.072	0.0807954	
0.073	0.0805742	
0.074	0.0805778	
0.075	0.0809597	
0.076	0.0808989	
0.077	0.0818533	
0.078	0.0815409	
0.079	0.0812871	
0.080	0.080592	
0.081	0.080592	
0.082	0.0801452	
0.083	0.0801452	
0.084	0.079813	
0.085	0.0802552	
0.086	0.0797011	
0.087	0.0794385	
0.088	0.0794829	
0.089	0.079558	
0.090	0.0790558	
0.091	0.0783453	
0.092	0.0783453	
0.093	0.0777966	
0.094	0.0777966	
0.095	0.0769721	
0.096	0.0769721	
0.097	0.07703	
0.098	0.07703	
0.099	0.0773469	
0.100	0.0773469	
0.101	0.0770663	
0.102	0.0770663	
0.103	0.076889	
0.104	0.0767692	
0.105	0.0767692	
0.106	0.0768305	
0.107	0.0767791	
0.108	0.0770673	
0.109	0.0780383	
0.110	0.0786474	
0.111	0.0788314	
0.112	0.0790618	
0.113	0.0794915	
0.114	0.0799555	
0.115	0.0803787	
0.116	0.0808658	
0.117	0.0811773	
0.118	0.080869	
0.119	0.0809816	
0.120	0.0810038	
0.121	0.0811793	
0.122	0.0813359	
0.123	0.0816303	
0.124	0.0816303	
0.125	0.081608	
0.126	0.0810481	
0.127	0.0805125	
0.128	0.0804565	
0.129	0.0803682	
0.130	0.0804268	
0.131	0.0804594	
0.132	0.0803145	
0.133	0.0803878	
0.134	0.0800785	
0.135	0.0795114	
0.136	0.0794731	
0.137	0.0794857	
0.138	0.0796519	
0.139	0.079312	
0.140	0.0793352	
0.141	0.0792193	
0.142	0.0794381	
0.143	0.0798008	
0.144	0.0798318	
0.145	0.0801023	
0.146	0.0799551	
0.147	0.0797962	
0.148	0.0798105	
0.149	0.0802972	
0.150	0.0801885	
0.151	0.0801885	
0.152	0.0806288	
0.153	0.0806288	
0.154	0.0810433	
0.155	0.0810433	
0.156	0.0809647	
0.157	0.0809647	
0.158	0.081959	
0.159	0.081959	
0.160	0.0821661	
0.161	0.0821661	
0.162	0.0821617	
0.163	0.0821617	
0.164	0.0819171	
0.165	0.0819666	
0.166	0.0819666	
0.167	0.0815504	
0.168	0.0815504	
0.169	0.0815324	
0.170	0.0813079	
0.171	0.0813079	
0.172	0.0805981	
0.173	0.079941	
0.174	0.079941	
0.175	0.078984	
0.176	0.0793772	
0.177	0.0793772	
0.178	0.0790662	
0.179	0.0791129	
0.180	0.0791829	
0.181	0.0786501	
0.182	0.0786103	
0.183	0.0786103	
0.184	0.0792305	
0.185	0.079204	
0.186	0.0791702	
0.187	0.079442	
0.188	0.0796544	
0.189	0.0797112	
0.190	0.0801407	
0.191	0.0800659	
0.192	0.0802476	
0.193	0.0808592	
0.194	0.0814259	
0.195	0.0815156	
0.196	0.0815722	
0.197	0.0817408	
0.198	0.0819258	
0.199	0.0821863	
0.200	0.0823876	
0.201	0.083256	
0.202	0.082747	
0.203	0.0824526	
0.204	0.0831548	
0.205	0.0833235	
0.206	0.0836226	
0.207	0.0831844	
0.208	0.0829796	
0.209	0.08206	
0.210	0.0823821	
0.211	0.0822259	
0.212	0.082141	
0.213	0.082592	
0.214	0.0823245	
0.215	0.0813495	
0.216	0.080944	
0.217	0.0805663	
0.218	0.0802228	
0.219	0.0801683	
0.220	0.0802172	
0.221	0.0803179	
0.222	0.080239	
0.223	0.0803982	
0.224	0.0803982	
0.225	0.0809737	
0.226	0.0807229	
0.227	0.0811725	
0.228	0.0807476	
0.229	0.0803718	
0.230	0.0798749	
0.231	0.0800572	
0.232	0.0804074	
0.233	0.0806716	
0.234	0.0806716	
0.235	0.0805561	
0.236	0.0808235	
0.237	0.0808851	
0.238	0.0810074	
0.239	0.0808314	
0.240	0.0808795	
0.241	0.0811301	
0.242	0.081516	
0.243	0.0819263	
0.244	0.0820045	
0.245	0.0820612	
0.246	0.0816968	
0.247	0.0815577	
0.248	0.0817431	
0.249	0.0822321	
0.250	0.0816821	
0.251	0.0817448	
0.252	0.0818293	
0.253	0.0811434	
0.254	0.0809397	
0.255	0.0802587	
0.256	0.0803058	
0.257	0.0791229	
0.258	0.0789158	
0.259	0.0787406	
0.260	0.0789025	
0.261	0.0783315	
0.262	0.0777746	
0.263	0.0777361	
0.264	0.0776347	
0.265	0.0774231	
0.266	0.0778296	
0.267	0.078229	
0.268	0.0788921	
0.269	0.0788525	
0.270	0.0791809	
0.271	0.079592	
0.272	0.0793428	
0.273	0.0794436	
0.274	0.0799409	
0.275	0.0800066	
0.276	0.0807108	
0.277	0.0810173	
