Time [s]	gt_FA2TC_data.n_meas(W:0000EF94h)	
0.000	0.122147	
0.001	0.122147	
0.002	0.122395	
0.003	0.122395	
0.004	0.121554	
0.005	0.121554	
0.006	0.120663	
0.007	0.120663	
0.008	0.120334	
0.009	0.120348	
0.010	0.120348	
0.011	0.11936	
0.012	0.118758	
0.013	0.118894	
0.014	0.118917	
0.015	0.118917	
0.016	0.119401	
0.017	0.120101	
0.018	0.11969	
0.019	0.120167	
0.020	0.120261	
0.021	0.120261	
0.022	0.12054	
0.023	0.12054	
0.024	0.121144	
0.025	0.12175	
0.026	0.121683	
0.027	0.121439	
0.028	0.121412	
0.029	0.120836	
0.030	0.120906	
0.031	0.120232	
0.032	0.120769	
0.033	0.120178	
0.034	0.120261	
0.035	0.11897	
0.036	0.118417	
0.037	0.118102	
0.038	0.117927	
0.039	0.1181	
0.040	0.118098	
0.041	0.117936	
0.042	0.118297	
0.043	0.118305	
0.044	0.118473	
0.045	0.118492	
0.046	0.118947	
0.047	0.119635	
0.048	0.119877	
0.049	0.120099	
0.050	0.120138	
0.051	0.120535	
0.052	0.120336	
0.053	0.121036	
0.054	0.121312	
0.055	0.121658	
0.056	0.121801	
0.057	0.121653	
0.058	0.121001	
0.059	0.120736	
0.060	0.120684	
0.061	0.119859	
0.062	0.120216	
0.063	0.119968	
0.064	0.119755	
0.065	0.11872	
0.066	0.11831	
0.067	0.117772	
0.068	0.118195	
0.069	0.118373	
0.070	0.118772	
0.071	0.118903	
0.072	0.118815	
0.073	0.11912	
0.074	0.119805	
0.075	0.12013	
0.076	0.120358	
0.077	0.120738	
0.078	0.121695	
0.079	0.121834	
0.080	0.121827	
0.081	0.121852	
0.082	0.121763	
0.083	0.122148	
0.084	0.122332	
0.085	0.122903	
0.086	0.122692	
0.087	0.122274	
0.088	0.121833	
0.089	0.121509	
0.090	0.120983	
0.091	0.120299	
0.092	0.120407	
0.093	0.120254	
0.094	0.119942	
0.095	0.119737	
0.096	0.119336	
0.097	0.119036	
0.098	0.119055	
0.099	0.119655	
0.100	0.120064	
0.101	0.120533	
0.102	0.120991	
0.103	0.121143	
0.104	0.121188	
0.105	0.121265	
0.106	0.121589	
0.107	0.121589	
0.108	0.122198	
0.109	0.122042	
0.110	0.122345	
0.111	0.121717	
0.112	0.121342	
0.113	0.121495	
0.114	0.120957	
0.115	0.121343	
0.116	0.120838	
0.117	0.120465	
0.118	0.119876	
0.119	0.11902	
0.120	0.118471	
0.121	0.118625	
0.122	0.118348	
0.123	0.118194	
0.124	0.118147	
0.125	0.118097	
0.126	0.117905	
0.127	0.117947	
0.128	0.118145	
0.129	0.118562	
0.130	0.118986	
0.131	0.119379	
0.132	0.119646	
0.133	0.119529	
0.134	0.119529	
0.135	0.119747	
0.136	0.11991	
0.137	0.12016	
0.138	0.120421	
0.139	0.120484	
0.140	0.119735	
0.141	0.119735	
0.142	0.119365	
0.143	0.119205	
0.144	0.118502	
0.145	0.118496	
0.146	0.118342	
0.147	0.117987	
0.148	0.118191	
0.149	0.116848	
0.150	0.116955	
0.151	0.11615	
0.152	0.116314	
0.153	0.117514	
0.154	0.117611	
0.155	0.117423	
0.156	0.117852	
0.157	0.117852	
0.158	0.118719	
0.159	0.118939	
0.160	0.119765	
0.161	0.119954	
0.162	0.120866	
0.163	0.121443	
0.164	0.121436	
0.165	0.121196	
0.166	0.121581	
0.167	0.121551	
0.168	0.122117	
0.169	0.122086	
0.170	0.121518	
0.171	0.121254	
0.172	0.1202	
